Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,165,-,-,-,-
ACQUAPPESA,201,-,-,-,-
ACRI,2764,29,-,-,-
AIELLO CALABRO,183,-,-,-,-
AIETA,15,-,-,-,-
ALBIDONA,219,-,-,-,-
ALESSANDRIA DEL CARRETTO,26,-,-,-,-
ALTILIA,151,-,-,-,-
ALTOMONTE,681,-,-,-,-
ALTRA ASP,952,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3025,22,-,-,-
AMENDOLARA,220,-,-,-,-
APRIGLIANO,476,10,-,-,-
BELMONTE CALABRO,269,-,-,-,-
BELSITO,181,-,-,-,-
BELVEDERE MARITTIMO,1224,10,-,-,-
BIANCHI,262,-,-,-,-
BISIGNANO,1564,17,-,-,-
BOCCHIGLIERO,122,7,-,-,-
BONIFATI,265,-,-,-,-
BUONVICINO,231,-,-,-,-
CALOPEZZATI,252,-,-,-,-
CALOVETO,248,-,-,-,-
CAMPANA,252,6,-,-,-
CANNA,66,-,-,-,-
CARIATI,883,13,-,-,-
CAROLEI,477,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1969,20,-,-,-
CASSANO ALLO IONIO,2811,29,-,-,-
CASTIGLIONE COSENTINO,564,-,-,-,-
CASTROLIBERO,1855,14,-,-,-
CASTROREGIO,31,-,-,-,-
CASTROVILLARI,2842,25,-,-,-
CELICO,449,7,-,-,-
CELLARA,88,-,-,-,-
CERCHIARA DI CALABRIA,268,-,-,-,-
CERISANO,524,-,-,-,-
CERVICATI,133,-,-,-,-
CERZETO,240,-,-,-,-
CETRARO,1627,20,-,-,-
CIVITA,49,-,-,-,-
CLETO,153,-,-,-,-
COLOSIMI,209,-,-,-,-
CORIGLIANO-ROSSANO,15535,152,-,-,-
COSENZA,13367,128,-,-,-
CROPALATI,153,-,-,-,-
CROSIA,1742,14,-,-,-
DIAMANTE,446,-,-,-,-
DIPIGNANO,845,8,-,-,-
DOMANICO,194,-,-,-,-
FAGNANO CASTELLO,319,-,-,-,-
FALCONARA ALBANESE,221,-,-,-,-
FIGLINE VEGLIATURO,251,-,-,-,-
FIRMO,193,-,-,-,-
FIUMEFREDDO BRUZIO,529,-,-,-,-
FRANCAVILLA MARITTIMA,424,-,-,-,-
FRASCINETO,286,-,-,-,-
FUSCALDO,1337,8,-,-,-
GRIMALDI,281,-,-,-,-
GRISOLIA,395,-,-,-,-
GUARDIA PIEMONTESE,226,-,-,-,-
LAGO,424,-,-,-,-
LAINO BORGO,260,-,-,-,-
LAINO CASTELLO,122,-,-,-,-
LAPPANO,141,-,-,-,-
LATTARICO,768,6,-,-,-
LONGOBARDI,306,19,-,-,-
LONGOBUCCO,552,-,-,-,-
LUNGRO,268,6,-,-,-
LUZZI,1645,15,-,-,-
MAIERA',160,-,-,-,-
MALITO,96,-,-,-,-
MALVITO,207,6,-,-,-
MANDATORICCIO,440,-,-,-,-
MANGONE,352,-,-,-,-
MARANO MARCHESATO,701,8,-,-,-
MARANO PRINCIPATO,513,-,-,-,-
MARZI,195,-,-,-,-
MENDICINO,1843,6,-,-,-
MONGRASSANO,353,-,-,-,-
MONTALTO UFFUGO,4705,22,-,-,-
MONTEGIORDANO,245,-,-,-,-
MORANO CALABRO,274,9,-,-,-
MORMANNO,211,8,-,-,-
MOTTAFOLLONE,115,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,127,-,-,-,-
ORSOMARSO,182,-,-,-,-
PALUDI,124,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2294,26,-,-,-
PAPASIDERO,30,-,-,-,-
PARENTI,451,-,-,-,-
PATERNO CALABRO,296,-,-,-,-
PEDIVIGLIANO,121,-,-,-,-
PIANE CRATI,264,-,-,-,-
PIETRAFITTA,161,-,-,-,-
PIETRAPAOLA,169,-,-,-,-
PLATACI,73,-,-,-,-
PRAIA A MARE,534,7,-,-,-
RENDE,7838,48,-,-,-
ROCCA IMPERIALE,294,-,-,-,-
ROGGIANO GRAVINA,1031,13,-,-,-
ROGLIANO,1158,8,-,-,-
ROSE,797,8,-,-,-
ROSETO CAPO SPULICO,149,-,-,-,-
ROTA GRECA,154,-,-,-,-
ROVITO,389,-,-,-,-
SAN BASILE,88,-,-,-,-
SAN BENEDETTO ULLANO,232,-,-,-,-
SAN COSMO ALBANESE,135,6,-,-,-
SAN DEMETRIO CORONE,335,-,-,-,-
SAN DONATO DI NINEA,166,-,-,-,-
SAN FILI,422,-,-,-,-
SAN GIORGIO ALBANESE,155,-,-,-,-
SAN GIOVANNI IN FIORE,3170,32,-,-,-
SAN LORENZO BELLIZZI,49,-,-,-,-
SAN LORENZO DEL VALLO,336,-,-,-,-
SAN LUCIDO,709,8,-,-,-
SAN MARCO ARGENTANO,1196,7,-,-,-
SAN MARTINO DI FINITA,145,-,-,-,-
SAN NICOLA ARCELLA,207,-,-,-,-
SAN PIETRO IN AMANTEA,74,-,-,-,-
SAN PIETRO IN GUARANO,674,9,-,-,-
SAN SOSTI,273,7,-,-,-
SAN VINCENZO LA COSTA,445,-,-,-,-
SANGINETO,137,-,-,-,-
SANTA CATERINA ALBANESE,81,-,-,-,-
SANTA DOMENICA TALAO,58,-,-,-,-
SANTA MARIA DEL CEDRO,608,-,-,-,-
SANTA SOFIA D'EPIRO,194,7,-,-,-
SANT'AGATA DI ESARO,115,-,-,-,-
SANTO STEFANO DI ROGLIANO,478,-,-,-,-
SARACENA,640,-,-,-,-
SCALA COELI,33,-,-,-,-
SCALEA,1458,8,-,-,-
SCIGLIANO,121,-,-,-,-
SERRA D'AIELLO,106,-,-,-,-
SPEZZANO ALBANESE,917,16,-,-,-
SPEZZANO DELLA SILA,719,13,-,-,-
TARSIA,263,-,-,-,-
TERRANOVA DA SIBARI,851,12,-,-,-
TERRAVECCHIA,58,-,-,-,-
TORANO CASTELLO,744,19,-,-,-
TORTORA,477,8,-,-,-
TREBISACCE,1212,12,-,-,-
VACCARIZZO ALBANESE,135,-,-,-,-
VERBICARO,201,6,-,-,-
VILLAPIANA,613,-,-,-,-
ZUMPANO,615,-,-,-,-
