Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,97,-,-,-,-
ACQUAPPESA,119,-,-,-,-
ACRI,1752,24,-,-,-
AIELLO CALABRO,89,-,-,-,-
AIETA,9,-,-,-,-
ALBIDONA,126,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,64,-,-,-,-
ALTOMONTE,464,-,-,-,-
ALTRA ASP,797,9,-,-,-
ALTRA REGIONE,589,10,-,-,-
AMANTEA,1511,18,-,-,-
AMENDOLARA,93,-,-,-,-
APRIGLIANO,313,8,-,-,-
BELMONTE CALABRO,156,-,-,-,-
BELSITO,87,-,-,-,-
BELVEDERE MARITTIMO,633,7,-,-,-
BIANCHI,146,-,-,-,-
BISIGNANO,1220,15,-,-,-
BOCCHIGLIERO,112,7,-,-,-
BONIFATI,161,-,-,-,-
BUONVICINO,102,-,-,-,-
CALOPEZZATI,105,-,-,-,-
CALOVETO,147,-,-,-,-
CAMPANA,228,6,-,-,-
CANNA,36,-,-,-,-
CARIATI,606,12,-,-,-
CAROLEI,298,-,-,-,-
CARPANZANO,8,-,-,-,-
CASALI DEL MANCO,1196,18,-,-,-
CASSANO ALLO IONIO,2024,29,-,-,-
CASTIGLIONE COSENTINO,300,-,-,-,-
CASTROLIBERO,1182,10,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1797,23,-,-,-
CELICO,359,7,-,-,-
CELLARA,51,-,-,-,-
CERCHIARA DI CALABRIA,164,-,-,-,-
CERISANO,344,-,-,-,-
CERVICATI,82,-,-,-,-
CERZETO,160,-,-,-,-
CETRARO,954,16,-,-,-
CIVITA,29,-,-,-,-
CLETO,92,-,-,-,-
COLOSIMI,137,-,-,-,-
CORIGLIANO-ROSSANO,10398,144,-,-,-
COSENZA,8756,107,-,-,-
CROPALATI,98,-,-,-,-
CROSIA,1154,13,-,-,-
DIAMANTE,219,-,-,-,-
DIPIGNANO,568,8,-,-,-
DOMANICO,124,-,-,-,-
FAGNANO CASTELLO,194,-,-,-,-
FALCONARA ALBANESE,123,-,-,-,-
FIGLINE VEGLIATURO,168,-,-,-,-
FIRMO,97,-,-,-,-
FIUMEFREDDO BRUZIO,223,-,-,-,-
FRANCAVILLA MARITTIMA,272,-,-,-,-
FRASCINETO,141,-,-,-,-
FUSCALDO,885,6,-,-,-
GRIMALDI,125,-,-,-,-
