Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,187,-,-,-,-
ACRI,2410,29,-,-,-
AIELLO CALABRO,138,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,193,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,129,-,-,-,-
ALTOMONTE,630,-,-,-,-
ALTRA ASP,931,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2630,21,-,-,-
AMENDOLARA,215,-,-,-,-
APRIGLIANO,455,10,-,-,-
BELMONTE CALABRO,245,-,-,-,-
BELSITO,173,-,-,-,-
BELVEDERE MARITTIMO,1133,10,-,-,-
BIANCHI,252,-,-,-,-
BISIGNANO,1460,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,232,-,-,-,-
BUONVICINO,203,-,-,-,-
CALOPEZZATI,218,-,-,-,-
CALOVETO,234,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,65,-,-,-,-
CARIATI,827,12,-,-,-
CAROLEI,431,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1820,20,-,-,-
CASSANO ALLO IONIO,2630,29,-,-,-
CASTIGLIONE COSENTINO,511,-,-,-,-
CASTROLIBERO,1718,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2559,25,-,-,-
CELICO,432,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,238,-,-,-,-
CERISANO,498,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,232,-,-,-,-
CETRARO,1570,20,-,-,-
CIVITA,45,-,-,-,-
CLETO,122,-,-,-,-
COLOSIMI,192,-,-,-,-
CORIGLIANO-ROSSANO,14257,151,-,-,-
COSENZA,12351,125,-,-,-
CROPALATI,144,-,-,-,-
CROSIA,1547,13,-,-,-
