Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,183,-,-,-,-
ACRI,2345,29,-,-,-
AIELLO CALABRO,138,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,187,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,126,-,-,-,-
ALTOMONTE,628,-,-,-,-
ALTRA ASP,926,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2574,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,451,10,-,-,-
BELMONTE CALABRO,243,-,-,-,-
BELSITO,171,-,-,-,-
BELVEDERE MARITTIMO,1108,10,-,-,-
BIANCHI,247,-,-,-,-
BISIGNANO,1441,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,228,-,-,-,-
BUONVICINO,193,-,-,-,-
CALOPEZZATI,212,-,-,-,-
CALOVETO,222,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,825,12,-,-,-
CAROLEI,430,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1800,20,-,-,-
CASSANO ALLO IONIO,2615,29,-,-,-
CASTIGLIONE COSENTINO,509,-,-,-,-
CASTROLIBERO,1697,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2518,25,-,-,-
CELICO,424,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,234,-,-,-,-
CERISANO,496,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,228,-,-,-,-
CETRARO,1555,20,-,-,-
CIVITA,42,-,-,-,-
CLETO,120,-,-,-,-
COLOSIMI,189,-,-,-,-
CORIGLIANO-ROSSANO,14061,151,-,-,-
COSENZA,12209,124,-,-,-
CROPALATI,142,-,-,-,-
CROSIA,1523,13,-,-,-
DIAMANTE,360,-,-,-,-
DIPIGNANO,792,8,-,-,-
DOMANICO,176,-,-,-,-
FAGNANO CASTELLO,305,-,-,-,-
FALCONARA ALBANESE,215,-,-,-,-
FIGLINE VEGLIATURO,236,-,-,-,-
FIRMO,175,-,-,-,-
FIUMEFREDDO BRUZIO,483,-,-,-,-
FRANCAVILLA MARITTIMA,370,-,-,-,-
FRASCINETO,261,-,-,-,-
FUSCALDO,1229,8,-,-,-
GRIMALDI,224,-,-,-,-
GRISOLIA,378,-,-,-,-
GUARDIA PIEMONTESE,185,-,-,-,-
LAGO,350,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,118,-,-,-,-
LAPPANO,128,-,-,-,-
LATTARICO,684,6,-,-,-
LONGOBARDI,279,17,-,-,-
LONGOBUCCO,491,-,-,-,-
LUNGRO,225,6,-,-,-
LUZZI,1471,14,-,-,-
MAIERA',123,-,-,-,-
MALITO,85,-,-,-,-
MALVITO,185,6,-,-,-
MANDATORICCIO,423,-,-,-,-
MANGONE,319,-,-,-,-
MARANO MARCHESATO,616,8,-,-,-
MARANO PRINCIPATO,474,-,-,-,-
MARZI,189,-,-,-,-
MENDICINO,1690,6,-,-,-
MONGRASSANO,330,-,-,-,-
MONTALTO UFFUGO,4243,22,-,-,-
MONTEGIORDANO,219,-,-,-,-
MORANO CALABRO,263,9,-,-,-
MORMANNO,195,8,-,-,-
MOTTAFOLLONE,100,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,121,-,-,-,-
ORSOMARSO,170,-,-,-,-
PALUDI,116,-,-,-,-
PANETTIERI,20,-,-,-,-
PAOLA,1999,26,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,415,-,-,-,-
PATERNO CALABRO,285,-,-,-,-
PEDIVIGLIANO,112,-,-,-,-
PIANE CRATI,246,-,-,-,-
PIETRAFITTA,152,-,-,-,-
PIETRAPAOLA,163,-,-,-,-
PLATACI,70,-,-,-,-
PRAIA A MARE,499,7,-,-,-
RENDE,7096,46,-,-,-
ROCCA IMPERIALE,288,-,-,-,-
ROGGIANO GRAVINA,1002,13,-,-,-
ROGLIANO,1073,8,-,-,-
ROSE,740,8,-,-,-
ROSETO CAPO SPULICO,148,-,-,-,-
ROTA GRECA,136,-,-,-,-
ROVITO,378,-,-,-,-
SAN BASILE,74,-,-,-,-
SAN BENEDETTO ULLANO,221,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,310,-,-,-,-
SAN DONATO DI NINEA,150,-,-,-,-
SAN FILI,401,-,-,-,-
SAN GIORGIO ALBANESE,137,-,-,-,-
SAN GIOVANNI IN FIORE,2913,32,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,317,-,-,-,-
SAN LUCIDO,682,8,-,-,-
SAN MARCO ARGENTANO,1099,7,-,-,-
SAN MARTINO DI FINITA,129,-,-,-,-
SAN NICOLA ARCELLA,197,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,606,8,-,-,-
SAN SOSTI,249,7,-,-,-
SAN VINCENZO LA COSTA,393,-,-,-,-
SANGINETO,128,-,-,-,-
SANTA CATERINA ALBANESE,75,-,-,-,-
SANTA DOMENICA TALAO,56,-,-,-,-
SANTA MARIA DEL CEDRO,572,-,-,-,-
SANTA SOFIA D'EPIRO,176,7,-,-,-
SANT'AGATA DI ESARO,108,-,-,-,-
SANTO STEFANO DI ROGLIANO,432,-,-,-,-
SARACENA,540,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1310,8,-,-,-
SCIGLIANO,106,-,-,-,-
SERRA D'AIELLO,93,-,-,-,-
SPEZZANO ALBANESE,872,16,-,-,-
SPEZZANO DELLA SILA,682,13,-,-,-
TARSIA,214,-,-,-,-
TERRANOVA DA SIBARI,829,12,-,-,-
TERRAVECCHIA,49,-,-,-,-
TORANO CASTELLO,687,19,-,-,-
TORTORA,457,7,-,-,-
TREBISACCE,1064,11,-,-,-
VACCARIZZO ALBANESE,132,-,-,-,-
VERBICARO,195,6,-,-,-
VILLAPIANA,577,-,-,-,-
ZUMPANO,589,-,-,-,-
