Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,23,-,-,-,-
ACQUAPPESA,45,-,-,-,-
ACRI,1069,20,-,-,-
AIELLO CALABRO,21,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,52,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,299,-,-,-,-
ALTRA ASP,174,6,-,-,-
ALTRA REGIONE,320,8,-,-,-
AMANTEA,592,13,-,-,-
AMENDOLARA,32,-,-,-,-
APRIGLIANO,79,8,-,-,-
BELMONTE CALABRO,101,-,-,-,-
BELSITO,36,-,-,-,-
BELVEDERE MARITTIMO,354,-,-,-,-
BIANCHI,40,-,-,-,-
BISIGNANO,750,13,-,-,-
BOCCHIGLIERO,77,6,-,-,-
BONIFATI,60,-,-,-,-
BUONVICINO,61,-,-,-,-
CALOPEZZATI,60,-,-,-,-
CALOVETO,69,-,-,-,-
CAMPANA,214,-,-,-,-
CANNA,7,-,-,-,-
CARIATI,354,9,-,-,-
CAROLEI,96,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,465,16,-,-,-
CASSANO ALLO IONIO,1397,23,-,-,-
CASTIGLIONE COSENTINO,153,-,-,-,-
CASTROLIBERO,442,7,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1069,17,-,-,-
CELICO,211,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,72,-,-,-,-
CERISANO,112,-,-,-,-
CERVICATI,51,-,-,-,-
CERZETO,80,-,-,-,-
CETRARO,437,12,-,-,-
CIVITA,24,-,-,-,-
CLETO,36,-,-,-,-
COLOSIMI,37,-,-,-,-
CORIGLIANO-ROSSANO,5992,116,-,-,-
COSENZA,3491,69,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,643,10,-,-,-
DIAMANTE,115,-,-,-,-
DIPIGNANO,183,-,-,-,-
DOMANICO,58,-,-,-,-
FAGNANO CASTELLO,94,-,-,-,-
FALCONARA ALBANESE,55,-,-,-,-
FIGLINE VEGLIATURO,64,-,-,-,-
FIRMO,33,-,-,-,-
FIUMEFREDDO BRUZIO,85,-,-,-,-
FRANCAVILLA MARITTIMA,151,-,-,-,-
FRASCINETO,73,-,-,-,-
FUSCALDO,330,-,-,-,-
GRIMALDI,39,-,-,-,-
GRISOLIA,58,-,-,-,-
GUARDIA PIEMONTESE,78,-,-,-,-
LAGO,68,-,-,-,-
LAINO BORGO,93,-,-,-,-
LAINO CASTELLO,39,-,-,-,-
LAPPANO,34,-,-,-,-
LATTARICO,203,-,-,-,-
LONGOBARDI,117,15,-,-,-
LONGOBUCCO,162,-,-,-,-
LUNGRO,71,-,-,-,-
LUZZI,599,10,-,-,-
MAIERA',41,-,-,-,-
MALITO,26,-,-,-,-
MALVITO,65,-,-,-,-
MANDATORICCIO,146,-,-,-,-
MANGONE,123,-,-,-,-
MARANO MARCHESATO,144,6,-,-,-
MARANO PRINCIPATO,145,-,-,-,-
MARZI,55,-,-,-,-
MENDICINO,510,-,-,-,-
MONGRASSANO,95,-,-,-,-
MONTALTO UFFUGO,1170,14,-,-,-
MONTEGIORDANO,48,-,-,-,-
MORANO CALABRO,214,8,-,-,-
MORMANNO,130,7,-,-,-
MOTTAFOLLONE,26,-,-,-,-
NOCARA,19,-,-,-,-
ORIOLO,58,-,-,-,-
ORSOMARSO,11,-,-,-,-
PALUDI,27,-,-,-,-
PANETTIERI,14,-,-,-,-
PAOLA,545,10,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,56,-,-,-,-
PATERNO CALABRO,128,-,-,-,-
PEDIVIGLIANO,79,-,-,-,-
PIANE CRATI,63,-,-,-,-
PIETRAFITTA,28,-,-,-,-
PIETRAPAOLA,62,-,-,-,-
PLATACI,32,-,-,-,-
PRAIA A MARE,245,-,-,-,-
RENDE,1979,31,-,-,-
ROCCA IMPERIALE,190,-,-,-,-
ROGGIANO GRAVINA,342,9,-,-,-
ROGLIANO,268,-,-,-,-
ROSE,342,6,-,-,-
ROSETO CAPO SPULICO,86,-,-,-,-
ROTA GRECA,54,-,-,-,-
ROVITO,179,-,-,-,-
SAN BASILE,17,-,-,-,-
SAN BENEDETTO ULLANO,65,-,-,-,-
SAN COSMO ALBANESE,63,-,-,-,-
SAN DEMETRIO CORONE,86,-,-,-,-
SAN DONATO DI NINEA,45,-,-,-,-
SAN FILI,72,-,-,-,-
SAN GIORGIO ALBANESE,34,-,-,-,-
SAN GIOVANNI IN FIORE,1558,25,-,-,-
SAN LORENZO BELLIZZI,-,-,-,-,-
SAN LORENZO DEL VALLO,193,-,-,-,-
SAN LUCIDO,303,6,-,-,-
SAN MARCO ARGENTANO,229,6,-,-,-
SAN MARTINO DI FINITA,71,-,-,-,-
SAN NICOLA ARCELLA,63,-,-,-,-
SAN PIETRO IN AMANTEA,10,-,-,-,-
SAN PIETRO IN GUARANO,158,-,-,-,-
SAN SOSTI,112,6,-,-,-
SAN VINCENZO LA COSTA,62,-,-,-,-
SANGINETO,42,-,-,-,-
SANTA CATERINA ALBANESE,32,-,-,-,-
SANTA DOMENICA TALAO,20,-,-,-,-
SANTA MARIA DEL CEDRO,170,-,-,-,-
SANTA SOFIA D'EPIRO,114,-,-,-,-
SANT'AGATA DI ESARO,85,-,-,-,-
SANTO STEFANO DI ROGLIANO,101,-,-,-,-
SARACENA,71,-,-,-,-
SCALA COELI,27,-,-,-,-
SCALEA,359,-,-,-,-
SCIGLIANO,16,-,-,-,-
SERRA D'AIELLO,34,-,-,-,-
SPEZZANO ALBANESE,424,11,-,-,-
