Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,219,-,-,-,-
ACQUAPPESA,419,-,-,-,-
ACRI,4375,38,-,-,-
AIELLO CALABRO,374,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1026,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5172,26,-,-,-
AMENDOLARA,327,-,-,-,-
APRIGLIANO,664,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,275,-,-,-,-
BELVEDERE MARITTIMO,2019,11,-,-,-
BIANCHI,406,-,-,-,-
BISIGNANO,2345,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,426,8,-,-,-
BUONVICINO,396,-,-,-,-
CALOPEZZATI,523,-,-,-,-
CALOVETO,391,-,-,-,-
CAMPANA,317,8,-,-,-
CANNA,158,-,-,-,-
CARIATI,1315,17,-,-,-
CAROLEI,909,-,-,-,-
CARPANZANO,31,-,-,-,-
CASALI DEL MANCO,2985,26,-,-,-
CASSANO ALLO IONIO,4534,32,-,-,-
CASTIGLIONE COSENTINO,1062,11,-,-,-
CASTROLIBERO,2970,19,-,-,-
CASTROREGIO,51,-,-,-,-
CASTROVILLARI,4857,36,-,-,-
CELICO,614,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,509,10,-,-,-
CERISANO,901,-,-,-,-
CERVICATI,206,-,-,-,-
CERZETO,350,-,-,-,-
CETRARO,2701,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,353,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24561,172,-,-,-
COSENZA,21452,170,-,-,-
CROPALATI,264,-,-,-,-
CROSIA,2928,17,-,-,-
DIAMANTE,991,8,-,-,-
DIPIGNANO,1462,12,-,-,-
DOMANICO,398,-,-,-,-
FAGNANO CASTELLO,490,6,-,-,-
FALCONARA ALBANESE,366,-,-,-,-
FIGLINE VEGLIATURO,399,-,-,-,-
FIRMO,380,6,-,-,-
FIUMEFREDDO BRUZIO,1018,-,-,-,-
FRANCAVILLA MARITTIMA,693,-,-,-,-
FRASCINETO,489,-,-,-,-
FUSCALDO,2123,8,-,-,-
GRIMALDI,492,-,-,-,-
GRISOLIA,517,-,-,-,-
GUARDIA PIEMONTESE,487,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,474,-,-,-,-
LAINO CASTELLO,186,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1153,6,-,-,-
LONGOBARDI,612,23,-,-,-
LONGOBUCCO,813,-,-,-,-
LUNGRO,397,7,-,-,-
LUZZI,2483,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,218,-,-,-,-
MALVITO,388,9,-,-,-
MANDATORICCIO,582,-,-,-,-
MANGONE,557,-,-,-,-
MARANO MARCHESATO,1129,8,-,-,-
MARANO PRINCIPATO,856,-,-,-,-
MARZI,264,-,-,-,-
MENDICINO,3035,10,-,-,-
MONGRASSANO,525,6,-,-,-
MONTALTO UFFUGO,7631,29,-,-,-
MONTEGIORDANO,410,-,-,-,-
MORANO CALABRO,514,11,-,-,-
MORMANNO,280,11,-,-,-
MOTTAFOLLONE,217,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,271,-,-,-,-
PALUDI,236,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4049,37,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,589,-,-,-,-
PATERNO CALABRO,458,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,401,-,-,-,-
PIETRAFITTA,233,-,-,-,-
PIETRAPAOLA,312,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1212,7,-,-,-
RENDE,13038,61,-,-,-
ROCCA IMPERIALE,375,-,-,-,-
ROGGIANO GRAVINA,1574,18,-,-,-
ROGLIANO,1610,12,-,-,-
ROSE,1270,9,-,-,-
ROSETO CAPO SPULICO,206,-,-,-,-
ROTA GRECA,260,-,-,-,-
ROVITO,539,-,-,-,-
SAN BASILE,149,-,-,-,-
SAN BENEDETTO ULLANO,296,-,-,-,-
SAN COSMO ALBANESE,203,6,-,-,-
SAN DEMETRIO CORONE,749,-,-,-,-
SAN DONATO DI NINEA,303,-,-,-,-
SAN FILI,594,6,-,-,-
SAN GIORGIO ALBANESE,407,6,-,-,-
SAN GIOVANNI IN FIORE,4379,34,-,-,-
SAN LORENZO BELLIZZI,80,-,-,-,-
SAN LORENZO DEL VALLO,565,-,-,-,-
SAN LUCIDO,1163,11,-,-,-
SAN MARCO ARGENTANO,1896,7,-,-,-
SAN MARTINO DI FINITA,278,-,-,-,-
SAN NICOLA ARCELLA,314,-,-,-,-
SAN PIETRO IN AMANTEA,147,-,-,-,-
SAN PIETRO IN GUARANO,1265,10,-,-,-
SAN SOSTI,453,7,-,-,-
SAN VINCENZO LA COSTA,780,-,-,-,-
SANGINETO,176,-,-,-,-
SANTA CATERINA ALBANESE,133,-,-,-,-
SANTA DOMENICA TALAO,82,-,-,-,-
SANTA MARIA DEL CEDRO,883,-,-,-,-
SANTA SOFIA D'EPIRO,348,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,727,-,-,-,-
SARACENA,982,8,-,-,-
SCALA COELI,65,6,-,-,-
SCALEA,2387,10,-,-,-
SCIGLIANO,235,-,-,-,-
SERRA D'AIELLO,181,-,-,-,-
SPEZZANO ALBANESE,1387,22,-,-,-
SPEZZANO DELLA SILA,1106,16,-,-,-
TARSIA,485,-,-,-,-
TERRANOVA DA SIBARI,1085,14,-,-,-
TERRAVECCHIA,115,-,-,-,-
TORANO CASTELLO,1056,22,-,-,-
TORTORA,1028,9,-,-,-
TREBISACCE,2101,18,-,-,-
VACCARIZZO ALBANESE,270,-,-,-,-
VERBICARO,324,7,-,-,-
VILLAPIANA,913,-,-,-,-
ZUMPANO,883,-,-,-,-
