Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,1,-,-,1
ACQUAPPESA,17,1,-,-,4
ACRI,924,16,-,3,68
AIELLO CALABRO,14,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,47,1,-,-,-
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,25,-,-,-,-
ALTOMONTE,258,3,-,3,21
ALTRA ASP,91,5,-,-,5
ALTRA REGIONE,198,4,-,2,70
AMANTEA,279,6,-,1,32
AMENDOLARA,27,-,-,-,5
APRIGLIANO,61,8,-,-,-
BELMONTE CALABRO,42,-,-,1,3
BELSITO,31,1,-,-,-
BELVEDERE MARITTIMO,242,4,-,2,12
BIANCHI,27,1,-,-,-
BISIGNANO,559,10,-,-,26
BOCCHIGLIERO,38,5,-,-,2
BONIFATI,27,1,-,-,1
BUONVICINO,25,1,-,-,1
CALOPEZZATI,32,-,-,-,1
CALOVETO,52,-,-,-,-
CAMPANA,128,3,-,-,-
CANNA,3,-,-,-,-
CARIATI,242,7,-,-,9
CAROLEI,60,-,-,-,3
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,307,13,-,1,13
CASSANO ALLO IONIO,942,18,2,2,61
CASTIGLIONE COSENTINO,106,3,-,-,-
CASTROLIBERO,292,5,-,-,7
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,633,13,-,1,22
CELICO,181,6,-,1,4
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,44,2,-,-,1
CERISANO,68,-,-,-,-
CERVICATI,44,1,-,-,-
CERZETO,57,-,-,-,2
CETRARO,250,5,-,-,11
CIVITA,13,1,-,-,3
CLETO,20,1,-,1,-
COLOSIMI,33,-,-,1,2
CORIGLIANO-ROSSANO,4324,100,-,5,203
COSENZA,2443,56,-,4,82
CROPALATI,17,-,-,-,-
CROSIA,427,8,-,-,5
DIAMANTE,77,2,-,1,11
DIPIGNANO,145,4,-,-,4
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,54,3,-,-,-
FALCONARA ALBANESE,25,1,-,-,2
FIGLINE VEGLIATURO,42,-,-,-,-
FIRMO,20,1,-,-,2
FIUMEFREDDO BRUZIO,17,-,-,-,-
FRANCAVILLA MARITTIMA,99,4,-,-,4
FRASCINETO,65,2,-,-,-
FUSCALDO,228,-,-,-,7
GRIMALDI,38,-,-,-,-
GRISOLIA,28,-,-,-,3
GUARDIA PIEMONTESE,53,1,-,-,3
LAGO,59,1,-,-,11
LAINO BORGO,62,3,-,-,6
LAINO CASTELLO,12,-,-,-,1
LAPPANO,28,1,-,-,3
LATTARICO,168,4,-,1,14
LONGOBARDI,13,-,-,-,-
LONGOBUCCO,77,1,-,-,-
LUNGRO,64,5,-,2,6
LUZZI,357,7,-,1,18
MAIERA',23,-,-,-,-
MALITO,23,1,-,-,2
MALVITO,41,2,-,-,10
MANDATORICCIO,110,2,-,-,1
MANGONE,94,2,-,-,2
MARANO MARCHESATO,113,5,-,-,2
