Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,34,-,-,-,-
ACQUAPPESA,54,-,-,-,-
ACRI,1391,23,-,-,-
AIELLO CALABRO,45,-,-,-,-
AIETA,6,-,-,-,-
ALBIDONA,56,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,43,-,-,-,-
ALTOMONTE,327,-,-,-,-
ALTRA ASP,351,7,-,-,-
ALTRA REGIONE,429,10,-,-,-
AMANTEA,837,16,-,-,-
AMENDOLARA,61,-,-,-,-
APRIGLIANO,140,8,-,-,-
BELMONTE CALABRO,122,-,-,-,-
BELSITO,57,-,-,-,-
BELVEDERE MARITTIMO,433,7,-,-,-
BIANCHI,71,-,-,-,-
BISIGNANO,878,14,-,-,-
BOCCHIGLIERO,108,7,-,-,-
BONIFATI,79,-,-,-,-
BUONVICINO,75,-,-,-,-
CALOPEZZATI,64,-,-,-,-
CALOVETO,80,-,-,-,-
CAMPANA,219,6,-,-,-
CANNA,23,-,-,-,-
CARIATI,511,11,-,-,-
CAROLEI,140,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,647,16,-,-,-
CASSANO ALLO IONIO,1761,28,-,-,-
CASTIGLIONE COSENTINO,198,-,-,-,-
CASTROLIBERO,685,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1295,21,-,-,-
CELICO,265,7,-,-,-
CELLARA,13,-,-,-,-
CERCHIARA DI CALABRIA,95,-,-,-,-
CERISANO,181,-,-,-,-
CERVICATI,57,-,-,-,-
CERZETO,91,-,-,-,-
CETRARO,549,15,-,-,-
CIVITA,25,-,-,-,-
CLETO,66,-,-,-,-
COLOSIMI,71,-,-,-,-
CORIGLIANO-ROSSANO,7679,138,-,-,-
COSENZA,5751,94,-,-,-
CROPALATI,31,-,-,-,-
CROSIA,785,12,-,-,-
DIAMANTE,168,-,-,-,-
DIPIGNANO,324,6,-,-,-
DOMANICO,66,-,-,-,-
FAGNANO CASTELLO,113,-,-,-,-
FALCONARA ALBANESE,89,-,-,-,-
FIGLINE VEGLIATURO,99,-,-,-,-
FIRMO,43,-,-,-,-
FIUMEFREDDO BRUZIO,140,-,-,-,-
FRANCAVILLA MARITTIMA,165,-,-,-,-
FRASCINETO,88,-,-,-,-
FUSCALDO,521,-,-,-,-
GRIMALDI,85,-,-,-,-
GRISOLIA,102,-,-,-,-
GUARDIA PIEMONTESE,112,-,-,-,-
LAGO,104,-,-,-,-
LAINO BORGO,127,-,-,-,-
LAINO CASTELLO,49,-,-,-,-
LAPPANO,78,-,-,-,-
LATTARICO,304,-,-,-,-
LONGOBARDI,171,15,-,-,-
LONGOBUCCO,198,-,-,-,-
LUNGRO,92,-,-,-,-
LUZZI,706,13,-,-,-
MAIERA',48,-,-,-,-
MALITO,32,-,-,-,-
MALVITO,84,-,-,-,-
MANDATORICCIO,189,-,-,-,-
MANGONE,192,-,-,-,-
MARANO MARCHESATO,247,8,-,-,-
MARANO PRINCIPATO,207,-,-,-,-
MARZI,84,-,-,-,-
MENDICINO,740,-,-,-,-
MONGRASSANO,118,-,-,-,-
MONTALTO UFFUGO,1719,16,-,-,-
MONTEGIORDANO,76,-,-,-,-
MORANO CALABRO,232,8,-,-,-
MORMANNO,137,7,-,-,-
MOTTAFOLLONE,37,-,-,-,-
NOCARA,23,-,-,-,-
ORIOLO,74,-,-,-,-
ORSOMARSO,52,-,-,-,-
PALUDI,35,-,-,-,-
PANETTIERI,16,-,-,-,-
PAOLA,854,15,-,-,-
PAPASIDERO,11,-,-,-,-
PARENTI,84,-,-,-,-
PATERNO CALABRO,150,-,-,-,-
PEDIVIGLIANO,85,-,-,-,-
PIANE CRATI,88,-,-,-,-
PIETRAFITTA,44,-,-,-,-
PIETRAPAOLA,78,-,-,-,-
PLATACI,33,-,-,-,-
PRAIA A MARE,312,7,-,-,-
RENDE,2964,39,-,-,-
ROCCA IMPERIALE,222,-,-,-,-
ROGGIANO GRAVINA,405,11,-,-,-
ROGLIANO,434,-,-,-,-
ROSE,412,8,-,-,-
ROSETO CAPO SPULICO,117,-,-,-,-
ROTA GRECA,60,-,-,-,-
ROVITO,244,-,-,-,-
SAN BASILE,19,-,-,-,-
SAN BENEDETTO ULLANO,104,-,-,-,-
SAN COSMO ALBANESE,68,6,-,-,-
SAN DEMETRIO CORONE,120,-,-,-,-
SAN DONATO DI NINEA,51,-,-,-,-
SAN FILI,133,-,-,-,-
SAN GIORGIO ALBANESE,74,-,-,-,-
SAN GIOVANNI IN FIORE,1886,30,-,-,-
SAN LORENZO BELLIZZI,6,-,-,-,-
SAN LORENZO DEL VALLO,214,-,-,-,-
SAN LUCIDO,483,6,-,-,-
SAN MARCO ARGENTANO,291,6,-,-,-
SAN MARTINO DI FINITA,79,-,-,-,-
SAN NICOLA ARCELLA,83,-,-,-,-
SAN PIETRO IN AMANTEA,16,-,-,-,-
SAN PIETRO IN GUARANO,225,6,-,-,-
SAN SOSTI,122,6,-,-,-
SAN VINCENZO LA COSTA,114,-,-,-,-
SANGINETO,51,-,-,-,-
SANTA CATERINA ALBANESE,32,-,-,-,-
SANTA DOMENICA TALAO,25,-,-,-,-
SANTA MARIA DEL CEDRO,222,-,-,-,-
SANTA SOFIA D'EPIRO,128,6,-,-,-
SANT'AGATA DI ESARO,89,-,-,-,-
SANTO STEFANO DI ROGLIANO,164,-,-,-,-
SARACENA,96,-,-,-,-
SCALA COELI,28,-,-,-,-
SCALEA,506,-,-,-,-
SCIGLIANO,22,-,-,-,-
SERRA D'AIELLO,49,-,-,-,-
SPEZZANO ALBANESE,498,13,-,-,-
SPEZZANO DELLA SILA,353,12,-,-,-
TARSIA,67,-,-,-,-
TERRANOVA DA SIBARI,517,11,-,-,-
TERRAVECCHIA,9,-,-,-,-
TORANO CASTELLO,438,18,-,-,-
TORTORA,298,-,-,-,-
TREBISACCE,395,10,-,-,-
VACCARIZZO ALBANESE,61,-,-,-,-
VERBICARO,124,-,-,-,-
VILLAPIANA,348,-,-,-,-
ZUMPANO,266,-,-,-,-
