Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,155,-,-,-,-
ACQUAPPESA,192,-,-,-,-
ACRI,2601,29,-,-,-
AIELLO CALABRO,148,-,-,-,-
AIETA,14,-,-,-,-
ALBIDONA,208,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,136,-,-,-,-
ALTOMONTE,658,-,-,-,-
ALTRA ASP,938,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2784,22,-,-,-
AMENDOLARA,218,-,-,-,-
APRIGLIANO,465,10,-,-,-
BELMONTE CALABRO,249,-,-,-,-
BELSITO,179,-,-,-,-
BELVEDERE MARITTIMO,1172,10,-,-,-
BIANCHI,258,-,-,-,-
BISIGNANO,1501,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,242,-,-,-,-
BUONVICINO,209,-,-,-,-
CALOPEZZATI,234,-,-,-,-
CALOVETO,246,-,-,-,-
CAMPANA,245,6,-,-,-
CANNA,66,-,-,-,-
CARIATI,841,13,-,-,-
CAROLEI,451,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1890,20,-,-,-
CASSANO ALLO IONIO,2691,29,-,-,-
CASTIGLIONE COSENTINO,536,-,-,-,-
CASTROLIBERO,1771,14,-,-,-
CASTROREGIO,20,-,-,-,-
CASTROVILLARI,2675,25,-,-,-
CELICO,437,7,-,-,-
CELLARA,86,-,-,-,-
CERCHIARA DI CALABRIA,252,-,-,-,-
CERISANO,505,-,-,-,-
CERVICATI,124,-,-,-,-
CERZETO,233,-,-,-,-
CETRARO,1590,20,-,-,-
CIVITA,47,-,-,-,-
CLETO,133,-,-,-,-
COLOSIMI,202,-,-,-,-
CORIGLIANO-ROSSANO,14879,152,-,-,-
COSENZA,12801,127,-,-,-
CROPALATI,149,-,-,-,-
CROSIA,1636,13,-,-,-
DIAMANTE,415,-,-,-,-
DIPIGNANO,825,8,-,-,-
DOMANICO,182,-,-,-,-
FAGNANO CASTELLO,315,-,-,-,-
FALCONARA ALBANESE,218,-,-,-,-
FIGLINE VEGLIATURO,246,-,-,-,-
FIRMO,186,-,-,-,-
FIUMEFREDDO BRUZIO,504,-,-,-,-
FRANCAVILLA MARITTIMA,397,-,-,-,-
FRASCINETO,272,-,-,-,-
FUSCALDO,1286,8,-,-,-
GRIMALDI,238,-,-,-,-
GRISOLIA,393,-,-,-,-
GUARDIA PIEMONTESE,201,-,-,-,-
LAGO,386,-,-,-,-
LAINO BORGO,250,-,-,-,-
LAINO CASTELLO,119,-,-,-,-
LAPPANO,135,-,-,-,-
LATTARICO,731,6,-,-,-
LONGOBARDI,296,19,-,-,-
LONGOBUCCO,535,-,-,-,-
LUNGRO,252,6,-,-,-
LUZZI,1555,15,-,-,-
MAIERA',142,-,-,-,-
MALITO,89,-,-,-,-
MALVITO,200,6,-,-,-
MANDATORICCIO,433,-,-,-,-
MANGONE,334,-,-,-,-
MARANO MARCHESATO,667,8,-,-,-
MARANO PRINCIPATO,500,-,-,-,-
MARZI,194,-,-,-,-
MENDICINO,1774,6,-,-,-
MONGRASSANO,343,-,-,-,-
MONTALTO UFFUGO,4471,22,-,-,-
MONTEGIORDANO,235,-,-,-,-
MORANO CALABRO,265,9,-,-,-
MORMANNO,207,8,-,-,-
MOTTAFOLLONE,109,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,124,-,-,-,-
ORSOMARSO,176,-,-,-,-
PALUDI,118,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2123,26,-,-,-
PAPASIDERO,30,-,-,-,-
PARENTI,429,-,-,-,-
PATERNO CALABRO,293,-,-,-,-
PEDIVIGLIANO,114,-,-,-,-
PIANE CRATI,257,-,-,-,-
PIETRAFITTA,156,-,-,-,-
PIETRAPAOLA,168,-,-,-,-
PLATACI,73,-,-,-,-
PRAIA A MARE,518,7,-,-,-
RENDE,7541,48,-,-,-
ROCCA IMPERIALE,289,-,-,-,-
ROGGIANO GRAVINA,1018,13,-,-,-
ROGLIANO,1126,8,-,-,-
ROSE,774,8,-,-,-
ROSETO CAPO SPULICO,148,-,-,-,-
ROTA GRECA,147,-,-,-,-
ROVITO,385,-,-,-,-
SAN BASILE,81,-,-,-,-
SAN BENEDETTO ULLANO,226,-,-,-,-
SAN COSMO ALBANESE,131,6,-,-,-
SAN DEMETRIO CORONE,321,-,-,-,-
SAN DONATO DI NINEA,156,-,-,-,-
SAN FILI,415,-,-,-,-
SAN GIORGIO ALBANESE,142,-,-,-,-
SAN GIOVANNI IN FIORE,3082,32,-,-,-
SAN LORENZO BELLIZZI,44,-,-,-,-
SAN LORENZO DEL VALLO,334,-,-,-,-
SAN LUCIDO,691,8,-,-,-
SAN MARCO ARGENTANO,1164,7,-,-,-
SAN MARTINO DI FINITA,142,-,-,-,-
SAN NICOLA ARCELLA,202,-,-,-,-
SAN PIETRO IN AMANTEA,63,-,-,-,-
SAN PIETRO IN GUARANO,634,8,-,-,-
SAN SOSTI,271,7,-,-,-
SAN VINCENZO LA COSTA,420,-,-,-,-
SANGINETO,133,-,-,-,-
SANTA CATERINA ALBANESE,79,-,-,-,-
SANTA DOMENICA TALAO,56,-,-,-,-
SANTA MARIA DEL CEDRO,593,-,-,-,-
SANTA SOFIA D'EPIRO,186,7,-,-,-
