Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,170,-,-,-,-
ACQUAPPESA,202,-,-,-,-
ACRI,2796,29,-,-,-
AIELLO CALABRO,186,-,-,-,-
AIETA,16,-,-,-,-
ALBIDONA,221,-,-,-,-
ALESSANDRIA DEL CARRETTO,26,-,-,-,-
ALTILIA,152,-,-,-,-
ALTOMONTE,684,-,-,-,-
ALTRA ASP,954,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3067,22,-,-,-
AMENDOLARA,220,-,-,-,-
APRIGLIANO,477,10,-,-,-
BELMONTE CALABRO,275,-,-,-,-
BELSITO,183,-,-,-,-
BELVEDERE MARITTIMO,1238,10,-,-,-
BIANCHI,264,-,-,-,-
BISIGNANO,1580,17,-,-,-
BOCCHIGLIERO,122,7,-,-,-
BONIFATI,267,-,-,-,-
BUONVICINO,232,-,-,-,-
CALOPEZZATI,262,-,-,-,-
CALOVETO,249,-,-,-,-
CAMPANA,252,6,-,-,-
CANNA,67,-,-,-,-
CARIATI,893,13,-,-,-
CAROLEI,485,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1987,20,-,-,-
CASSANO ALLO IONIO,2832,29,-,-,-
CASTIGLIONE COSENTINO,597,-,-,-,-
CASTROLIBERO,1870,15,-,-,-
CASTROREGIO,32,-,-,-,-
CASTROVILLARI,2872,25,-,-,-
CELICO,451,7,-,-,-
CELLARA,89,-,-,-,-
CERCHIARA DI CALABRIA,272,-,-,-,-
CERISANO,529,-,-,-,-
CERVICATI,135,-,-,-,-
CERZETO,246,-,-,-,-
CETRARO,1641,20,-,-,-
CIVITA,50,-,-,-,-
CLETO,158,-,-,-,-
COLOSIMI,214,-,-,-,-
CORIGLIANO-ROSSANO,15656,152,-,-,-
COSENZA,13497,129,-,-,-
CROPALATI,153,-,-,-,-
CROSIA,1763,14,-,-,-
DIAMANTE,457,-,-,-,-
DIPIGNANO,850,8,-,-,-
DOMANICO,197,-,-,-,-
FAGNANO CASTELLO,321,-,-,-,-
FALCONARA ALBANESE,223,-,-,-,-
FIGLINE VEGLIATURO,252,-,-,-,-
FIRMO,196,-,-,-,-
FIUMEFREDDO BRUZIO,535,-,-,-,-
FRANCAVILLA MARITTIMA,431,-,-,-,-
FRASCINETO,291,-,-,-,-
FUSCALDO,1349,8,-,-,-
GRIMALDI,287,-,-,-,-
GRISOLIA,395,-,-,-,-
GUARDIA PIEMONTESE,229,-,-,-,-
LAGO,433,-,-,-,-
LAINO BORGO,267,-,-,-,-
LAINO CASTELLO,123,-,-,-,-
LAPPANO,142,-,-,-,-
LATTARICO,774,6,-,-,-
LONGOBARDI,313,19,-,-,-
LONGOBUCCO,552,-,-,-,-
LUNGRO,271,6,-,-,-
LUZZI,1657,15,-,-,-
MAIERA',165,-,-,-,-
MALITO,96,-,-,-,-
MALVITO,212,6,-,-,-
MANDATORICCIO,441,-,-,-,-
MANGONE,355,-,-,-,-
MARANO MARCHESATO,706,8,-,-,-
MARANO PRINCIPATO,517,-,-,-,-
MARZI,195,-,-,-,-
MENDICINO,1860,6,-,-,-
MONGRASSANO,353,-,-,-,-
MONTALTO UFFUGO,4761,22,-,-,-
MONTEGIORDANO,249,-,-,-,-
MORANO CALABRO,278,9,-,-,-
MORMANNO,211,8,-,-,-
MOTTAFOLLONE,117,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,128,-,-,-,-
ORSOMARSO,185,-,-,-,-
PALUDI,124,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2326,26,-,-,-
PAPASIDERO,30,-,-,-,-
PARENTI,454,-,-,-,-
PATERNO CALABRO,300,-,-,-,-
PEDIVIGLIANO,123,-,-,-,-
PIANE CRATI,265,-,-,-,-
PIETRAFITTA,162,-,-,-,-
PIETRAPAOLA,170,-,-,-,-
PLATACI,73,-,-,-,-
PRAIA A MARE,539,7,-,-,-
RENDE,7899,48,-,-,-
ROCCA IMPERIALE,295,-,-,-,-
ROGGIANO GRAVINA,1044,13,-,-,-
ROGLIANO,1162,8,-,-,-
ROSE,809,8,-,-,-
ROSETO CAPO SPULICO,149,-,-,-,-
ROTA GRECA,156,-,-,-,-
ROVITO,389,-,-,-,-
SAN BASILE,89,-,-,-,-
SAN BENEDETTO ULLANO,232,-,-,-,-
SAN COSMO ALBANESE,138,6,-,-,-
SAN DEMETRIO CORONE,335,-,-,-,-
SAN DONATO DI NINEA,166,-,-,-,-
SAN FILI,423,-,-,-,-
SAN GIORGIO ALBANESE,157,-,-,-,-
SAN GIOVANNI IN FIORE,3174,32,-,-,-
SAN LORENZO BELLIZZI,50,-,-,-,-
SAN LORENZO DEL VALLO,336,-,-,-,-
SAN LUCIDO,713,8,-,-,-
SAN MARCO ARGENTANO,1199,7,-,-,-
SAN MARTINO DI FINITA,145,-,-,-,-
SAN NICOLA ARCELLA,209,-,-,-,-
SAN PIETRO IN AMANTEA,79,-,-,-,-
SAN PIETRO IN GUARANO,694,9,-,-,-
SAN SOSTI,275,7,-,-,-
SAN VINCENZO LA COSTA,450,-,-,-,-
SANGINETO,138,-,-,-,-
SANTA CATERINA ALBANESE,83,-,-,-,-
SANTA DOMENICA TALAO,58,-,-,-,-
SANTA MARIA DEL CEDRO,610,-,-,-,-
SANTA SOFIA D'EPIRO,194,7,-,-,-
SANT'AGATA DI ESARO,115,-,-,-,-
SANTO STEFANO DI ROGLIANO,480,-,-,-,-
SARACENA,647,-,-,-,-
SCALA COELI,33,-,-,-,-
SCALEA,1479,8,-,-,-
SCIGLIANO,123,-,-,-,-
SERRA D'AIELLO,107,-,-,-,-
SPEZZANO ALBANESE,921,16,-,-,-
SPEZZANO DELLA SILA,724,13,-,-,-
TARSIA,268,-,-,-,-
TERRANOVA DA SIBARI,852,12,-,-,-
TERRAVECCHIA,59,-,-,-,-
TORANO CASTELLO,754,19,-,-,-
TORTORA,481,8,-,-,-
TREBISACCE,1221,12,-,-,-
VACCARIZZO ALBANESE,135,-,-,-,-
VERBICARO,201,6,-,-,-
VILLAPIANA,618,-,-,-,-
ZUMPANO,618,-,-,-,-
