Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,148,-,-,-,-
ACQUAPPESA,190,-,-,-,-
ACRI,2532,29,-,-,-
AIELLO CALABRO,145,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,196,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,134,-,-,-,-
ALTOMONTE,643,-,-,-,-
ALTRA ASP,935,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2695,22,-,-,-
AMENDOLARA,218,-,-,-,-
APRIGLIANO,461,10,-,-,-
BELMONTE CALABRO,245,-,-,-,-
BELSITO,177,-,-,-,-
BELVEDERE MARITTIMO,1151,10,-,-,-
BIANCHI,256,-,-,-,-
BISIGNANO,1483,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,238,-,-,-,-
BUONVICINO,207,-,-,-,-
CALOPEZZATI,225,-,-,-,-
CALOVETO,245,-,-,-,-
CAMPANA,242,6,-,-,-
CANNA,65,-,-,-,-
CARIATI,838,13,-,-,-
CAROLEI,443,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1862,20,-,-,-
CASSANO ALLO IONIO,2666,29,-,-,-
CASTIGLIONE COSENTINO,523,-,-,-,-
CASTROLIBERO,1742,14,-,-,-
CASTROREGIO,18,-,-,-,-
CASTROVILLARI,2624,25,-,-,-
CELICO,434,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,246,-,-,-,-
CERISANO,501,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,232,-,-,-,-
CETRARO,1583,20,-,-,-
CIVITA,47,-,-,-,-
CLETO,127,-,-,-,-
COLOSIMI,199,-,-,-,-
CORIGLIANO-ROSSANO,14594,152,-,-,-
COSENZA,12598,126,-,-,-
CROPALATI,145,-,-,-,-
CROSIA,1584,13,-,-,-
DIAMANTE,406,-,-,-,-
DIPIGNANO,813,8,-,-,-
DOMANICO,179,-,-,-,-
FAGNANO CASTELLO,315,-,-,-,-
FALCONARA ALBANESE,217,-,-,-,-
FIGLINE VEGLIATURO,243,-,-,-,-
FIRMO,181,-,-,-,-
FIUMEFREDDO BRUZIO,497,-,-,-,-
FRANCAVILLA MARITTIMA,382,-,-,-,-
FRASCINETO,269,-,-,-,-
FUSCALDO,1264,8,-,-,-
GRIMALDI,233,-,-,-,-
GRISOLIA,388,-,-,-,-
GUARDIA PIEMONTESE,192,-,-,-,-
LAGO,373,-,-,-,-
LAINO BORGO,247,-,-,-,-
LAINO CASTELLO,118,-,-,-,-
LAPPANO,131,-,-,-,-
LATTARICO,716,6,-,-,-
LONGOBARDI,288,17,-,-,-
LONGOBUCCO,527,-,-,-,-
