Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,141,-,-,-,-
ACQUAPPESA,177,-,-,-,-
ACRI,2241,27,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,181,-,-,-,-
ALESSANDRIA DEL CARRETTO,21,-,-,-,-
ALTILIA,109,-,-,-,-
ALTOMONTE,614,-,-,-,-
ALTRA ASP,905,10,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2439,21,-,-,-
AMENDOLARA,212,-,-,-,-
APRIGLIANO,415,10,-,-,-
BELMONTE CALABRO,226,-,-,-,-
BELSITO,167,-,-,-,-
BELVEDERE MARITTIMO,1028,10,-,-,-
BIANCHI,227,-,-,-,-
BISIGNANO,1392,17,-,-,-
BOCCHIGLIERO,118,7,-,-,-
BONIFATI,212,-,-,-,-
BUONVICINO,177,-,-,-,-
CALOPEZZATI,205,-,-,-,-
CALOVETO,205,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,796,12,-,-,-
CAROLEI,416,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1694,20,-,-,-
CASSANO ALLO IONIO,2525,29,-,-,-
CASTIGLIONE COSENTINO,477,-,-,-,-
CASTROLIBERO,1604,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2423,24,-,-,-
CELICO,419,7,-,-,-
CELLARA,82,-,-,-,-
CERCHIARA DI CALABRIA,224,-,-,-,-
CERISANO,465,-,-,-,-
CERVICATI,113,-,-,-,-
CERZETO,220,-,-,-,-
CETRARO,1455,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,181,-,-,-,-
CORIGLIANO-ROSSANO,13579,149,-,-,-
COSENZA,11580,120,-,-,-
CROPALATI,133,-,-,-,-
CROSIA,1457,13,-,-,-
DIAMANTE,322,-,-,-,-
DIPIGNANO,765,8,-,-,-
DOMANICO,173,-,-,-,-
FAGNANO CASTELLO,288,-,-,-,-
FALCONARA ALBANESE,208,-,-,-,-
FIGLINE VEGLIATURO,217,-,-,-,-
FIRMO,169,-,-,-,-
FIUMEFREDDO BRUZIO,456,-,-,-,-
FRANCAVILLA MARITTIMA,360,-,-,-,-
FRASCINETO,259,-,-,-,-
FUSCALDO,1190,8,-,-,-
GRIMALDI,196,-,-,-,-
GRISOLIA,346,-,-,-,-
GUARDIA PIEMONTESE,176,-,-,-,-
LAGO,324,-,-,-,-
LAINO BORGO,244,-,-,-,-
LAINO CASTELLO,116,-,-,-,-
LAPPANO,122,-,-,-,-
LATTARICO,639,6,-,-,-
LONGOBARDI,262,17,-,-,-
LONGOBUCCO,432,-,-,-,-
LUNGRO,218,6,-,-,-
LUZZI,1404,14,-,-,-
MAIERA',98,-,-,-,-
MALITO,79,-,-,-,-
MALVITO,177,-,-,-,-
MANDATORICCIO,413,-,-,-,-
MANGONE,307,-,-,-,-
MARANO MARCHESATO,574,8,-,-,-
MARANO PRINCIPATO,436,-,-,-,-
MARZI,182,-,-,-,-
MENDICINO,1584,6,-,-,-
MONGRASSANO,292,-,-,-,-
MONTALTO UFFUGO,4016,22,-,-,-
MONTEGIORDANO,209,-,-,-,-
MORANO CALABRO,262,9,-,-,-
MORMANNO,189,8,-,-,-
MOTTAFOLLONE,95,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,152,-,-,-,-
PALUDI,106,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1900,24,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,383,-,-,-,-
PATERNO CALABRO,283,-,-,-,-
PEDIVIGLIANO,107,-,-,-,-
PIANE CRATI,242,-,-,-,-
PIETRAFITTA,148,-,-,-,-
PIETRAPAOLA,154,-,-,-,-
PLATACI,62,-,-,-,-
PRAIA A MARE,472,7,-,-,-
RENDE,6627,46,-,-,-
ROCCA IMPERIALE,286,-,-,-,-
ROGGIANO GRAVINA,983,13,-,-,-
ROGLIANO,995,8,-,-,-
ROSE,703,8,-,-,-
ROSETO CAPO SPULICO,146,-,-,-,-
ROTA GRECA,132,-,-,-,-
ROVITO,369,-,-,-,-
SAN BASILE,73,-,-,-,-
SAN BENEDETTO ULLANO,217,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,294,-,-,-,-
SAN DONATO DI NINEA,143,-,-,-,-
SAN FILI,370,-,-,-,-
SAN GIORGIO ALBANESE,129,-,-,-,-
SAN GIOVANNI IN FIORE,2830,31,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,303,-,-,-,-
SAN LUCIDO,675,8,-,-,-
SAN MARCO ARGENTANO,1039,7,-,-,-
SAN MARTINO DI FINITA,126,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,556,8,-,-,-
SAN SOSTI,224,7,-,-,-
SAN VINCENZO LA COSTA,365,-,-,-,-
SANGINETO,119,-,-,-,-
SANTA CATERINA ALBANESE,71,-,-,-,-
SANTA DOMENICA TALAO,51,-,-,-,-
SANTA MARIA DEL CEDRO,546,-,-,-,-
SANTA SOFIA D'EPIRO,170,7,-,-,-
SANT'AGATA DI ESARO,107,-,-,-,-
SANTO STEFANO DI ROGLIANO,402,-,-,-,-
SARACENA,516,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1246,8,-,-,-
SCIGLIANO,104,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,850,16,-,-,-
SPEZZANO DELLA SILA,652,12,-,-,-
TARSIA,200,-,-,-,-
TERRANOVA DA SIBARI,810,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,665,19,-,-,-
TORTORA,441,7,-,-,-
TREBISACCE,973,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,194,6,-,-,-
VILLAPIANA,559,-,-,-,-
ZUMPANO,565,-,-,-,-
