Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,61,-,-,-,-
ACQUAPPESA,88,-,-,-,-
ACRI,1649,24,-,-,-
AIELLO CALABRO,75,-,-,-,-
AIETA,7,-,-,-,-
ALBIDONA,109,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,51,-,-,-,-
ALTOMONTE,418,-,-,-,-
ALTRA ASP,744,7,-,-,-
ALTRA REGIONE,579,10,-,-,-
AMANTEA,1216,17,-,-,-
AMENDOLARA,74,-,-,-,-
APRIGLIANO,264,8,-,-,-
BELMONTE CALABRO,146,-,-,-,-
BELSITO,76,-,-,-,-
BELVEDERE MARITTIMO,563,7,-,-,-
BIANCHI,119,-,-,-,-
BISIGNANO,1129,15,-,-,-
BOCCHIGLIERO,111,7,-,-,-
BONIFATI,150,-,-,-,-
BUONVICINO,95,-,-,-,-
CALOPEZZATI,97,-,-,-,-
CALOVETO,127,-,-,-,-
CAMPANA,227,6,-,-,-
CANNA,36,-,-,-,-
CARIATI,549,11,-,-,-
CAROLEI,257,-,-,-,-
CARPANZANO,6,-,-,-,-
CASALI DEL MANCO,966,18,-,-,-
CASSANO ALLO IONIO,1929,28,-,-,-
CASTIGLIONE COSENTINO,264,-,-,-,-
CASTROLIBERO,1010,9,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1602,22,-,-,-
CELICO,343,7,-,-,-
CELLARA,34,-,-,-,-
CERCHIARA DI CALABRIA,149,-,-,-,-
CERISANO,271,-,-,-,-
CERVICATI,70,-,-,-,-
CERZETO,140,-,-,-,-
CETRARO,818,16,-,-,-
CIVITA,28,-,-,-,-
CLETO,81,-,-,-,-
COLOSIMI,111,-,-,-,-
CORIGLIANO-ROSSANO,9587,143,-,-,-
COSENZA,7803,105,-,-,-
CROPALATI,78,-,-,-,-
CROSIA,1030,12,-,-,-
DIAMANTE,202,-,-,-,-
DIPIGNANO,511,8,-,-,-
DOMANICO,108,-,-,-,-
FAGNANO CASTELLO,162,-,-,-,-
FALCONARA ALBANESE,110,-,-,-,-
FIGLINE VEGLIATURO,143,-,-,-,-
FIRMO,74,-,-,-,-
FIUMEFREDDO BRUZIO,179,-,-,-,-
FRANCAVILLA MARITTIMA,235,-,-,-,-
FRASCINETO,112,-,-,-,-
FUSCALDO,786,-,-,-,-
GRIMALDI,112,-,-,-,-
GRISOLIA,159,-,-,-,-
GUARDIA PIEMONTESE,137,-,-,-,-
LAGO,139,-,-,-,-
LAINO BORGO,152,-,-,-,-
LAINO CASTELLO,53,-,-,-,-
LAPPANO,98,-,-,-,-
LATTARICO,436,-,-,-,-
