Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,180,-,-,-,-
ACRI,2285,29,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,184,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,117,-,-,-,-
ALTOMONTE,621,-,-,-,-
ALTRA ASP,915,10,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2521,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,443,10,-,-,-
BELMONTE CALABRO,239,-,-,-,-
BELSITO,170,-,-,-,-
BELVEDERE MARITTIMO,1062,10,-,-,-
BIANCHI,237,-,-,-,-
BISIGNANO,1416,17,-,-,-
BOCCHIGLIERO,119,7,-,-,-
BONIFATI,224,-,-,-,-
BUONVICINO,187,-,-,-,-
CALOPEZZATI,208,-,-,-,-
CALOVETO,206,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,816,12,-,-,-
CAROLEI,420,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1739,20,-,-,-
CASSANO ALLO IONIO,2568,29,-,-,-
CASTIGLIONE COSENTINO,500,-,-,-,-
CASTROLIBERO,1654,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2472,25,-,-,-
CELICO,422,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,226,-,-,-,-
CERISANO,490,-,-,-,-
CERVICATI,115,-,-,-,-
CERZETO,224,-,-,-,-
CETRARO,1502,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,117,-,-,-,-
COLOSIMI,183,-,-,-,-
CORIGLIANO-ROSSANO,13847,150,-,-,-
COSENZA,11914,123,-,-,-
CROPALATI,138,-,-,-,-
CROSIA,1480,13,-,-,-
DIAMANTE,340,-,-,-,-
DIPIGNANO,782,8,-,-,-
DOMANICO,174,-,-,-,-
FAGNANO CASTELLO,304,-,-,-,-
FALCONARA ALBANESE,210,-,-,-,-
FIGLINE VEGLIATURO,229,-,-,-,-
FIRMO,174,-,-,-,-
FIUMEFREDDO BRUZIO,473,-,-,-,-
FRANCAVILLA MARITTIMA,368,-,-,-,-
FRASCINETO,259,-,-,-,-
FUSCALDO,1214,8,-,-,-
GRIMALDI,219,-,-,-,-
GRISOLIA,357,-,-,-,-
GUARDIA PIEMONTESE,178,-,-,-,-
LAGO,340,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,117,-,-,-,-
LAPPANO,123,-,-,-,-
LATTARICO,657,6,-,-,-
LONGOBARDI,274,17,-,-,-
LONGOBUCCO,450,-,-,-,-
LUNGRO,221,6,-,-,-
LUZZI,1440,14,-,-,-
MAIERA',112,-,-,-,-
MALITO,82,-,-,-,-
MALVITO,181,6,-,-,-
MANDATORICCIO,416,-,-,-,-
MANGONE,318,-,-,-,-
MARANO MARCHESATO,599,8,-,-,-
MARANO PRINCIPATO,458,-,-,-,-
MARZI,185,-,-,-,-
MENDICINO,1641,6,-,-,-
MONGRASSANO,295,-,-,-,-
MONTALTO UFFUGO,4138,22,-,-,-
MONTEGIORDANO,217,-,-,-,-
MORANO CALABRO,263,9,-,-,-
MORMANNO,193,8,-,-,-
MOTTAFOLLONE,97,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,162,-,-,-,-
PALUDI,109,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1954,24,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,398,-,-,-,-
PATERNO CALABRO,283,-,-,-,-
PEDIVIGLIANO,108,-,-,-,-
PIANE CRATI,245,-,-,-,-
PIETRAFITTA,149,-,-,-,-
PIETRAPAOLA,160,-,-,-,-
PLATACI,65,-,-,-,-
PRAIA A MARE,491,7,-,-,-
RENDE,6891,46,-,-,-
ROCCA IMPERIALE,287,-,-,-,-
ROGGIANO GRAVINA,994,13,-,-,-
ROGLIANO,1046,8,-,-,-
ROSE,726,8,-,-,-
ROSETO CAPO SPULICO,147,-,-,-,-
ROTA GRECA,133,-,-,-,-
ROVITO,376,-,-,-,-
SAN BASILE,74,-,-,-,-
SAN BENEDETTO ULLANO,218,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,305,-,-,-,-
SAN DONATO DI NINEA,145,-,-,-,-
SAN FILI,383,-,-,-,-
SAN GIORGIO ALBANESE,134,-,-,-,-
SAN GIOVANNI IN FIORE,2864,32,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,308,-,-,-,-
SAN LUCIDO,680,8,-,-,-
SAN MARCO ARGENTANO,1062,7,-,-,-
SAN MARTINO DI FINITA,126,-,-,-,-
SAN NICOLA ARCELLA,194,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,587,8,-,-,-
SAN SOSTI,234,7,-,-,-
SAN VINCENZO LA COSTA,387,-,-,-,-
SANGINETO,125,-,-,-,-
SANTA CATERINA ALBANESE,75,-,-,-,-
SANTA DOMENICA TALAO,53,-,-,-,-
SANTA MARIA DEL CEDRO,560,-,-,-,-
SANTA SOFIA D'EPIRO,174,7,-,-,-
SANT'AGATA DI ESARO,107,-,-,-,-
SANTO STEFANO DI ROGLIANO,420,-,-,-,-
SARACENA,534,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1280,8,-,-,-
SCIGLIANO,106,-,-,-,-
SERRA D'AIELLO,91,-,-,-,-
SPEZZANO ALBANESE,868,16,-,-,-
SPEZZANO DELLA SILA,670,13,-,-,-
TARSIA,209,-,-,-,-
TERRANOVA DA SIBARI,816,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,675,19,-,-,-
TORTORA,454,7,-,-,-
TREBISACCE,1013,11,-,-,-
VACCARIZZO ALBANESE,131,-,-,-,-
VERBICARO,195,6,-,-,-
VILLAPIANA,566,-,-,-,-
ZUMPANO,572,-,-,-,-
