Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,199,-,-,-,-
ACQUAPPESA,306,-,-,-,-
ACRI,3535,33,-,-,-
AIELLO CALABRO,296,-,-,-,-
AIETA,45,-,-,-,-
ALBIDONA,302,-,-,-,-
ALESSANDRIA DEL CARRETTO,44,-,-,-,-
ALTILIA,177,-,-,-,-
ALTOMONTE,814,-,-,-,-
ALTRA ASP,1032,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4137,25,-,-,-
AMENDOLARA,279,-,-,-,-
APRIGLIANO,553,10,-,-,-
BELMONTE CALABRO,369,-,-,-,-
BELSITO,235,-,-,-,-
BELVEDERE MARITTIMO,1599,10,-,-,-
BIANCHI,338,-,-,-,-
BISIGNANO,1939,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,372,7,-,-,-
BUONVICINO,293,-,-,-,-
CALOPEZZATI,450,-,-,-,-
CALOVETO,348,-,-,-,-
CAMPANA,280,7,-,-,-
CANNA,124,-,-,-,-
CARIATI,1195,15,-,-,-
CAROLEI,636,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2461,21,-,-,-
CASSANO ALLO IONIO,3765,30,-,-,-
CASTIGLIONE COSENTINO,815,8,-,-,-
CASTROLIBERO,2309,17,-,-,-
CASTROREGIO,43,-,-,-,-
CASTROVILLARI,3817,30,-,-,-
CELICO,487,7,-,-,-
CELLARA,101,-,-,-,-
CERCHIARA DI CALABRIA,449,8,-,-,-
CERISANO,698,-,-,-,-
CERVICATI,160,-,-,-,-
CERZETO,300,-,-,-,-
CETRARO,2212,24,-,-,-
CIVITA,61,-,-,-,-
CLETO,252,-,-,-,-
COLOSIMI,328,-,-,-,-
CORIGLIANO-ROSSANO,20730,162,-,-,-
COSENZA,16759,145,-,-,-
CROPALATI,218,-,-,-,-
CROSIA,2474,16,-,-,-
DIAMANTE,772,6,-,-,-
DIPIGNANO,1089,9,-,-,-
DOMANICO,280,-,-,-,-
FAGNANO CASTELLO,416,6,-,-,-
FALCONARA ALBANESE,267,-,-,-,-
FIGLINE VEGLIATURO,334,-,-,-,-
FIRMO,301,-,-,-,-
FIUMEFREDDO BRUZIO,722,-,-,-,-
FRANCAVILLA MARITTIMA,598,-,-,-,-
FRASCINETO,409,-,-,-,-
FUSCALDO,1776,8,-,-,-
GRIMALDI,398,-,-,-,-
GRISOLIA,464,-,-,-,-
GUARDIA PIEMONTESE,363,-,-,-,-
LAGO,544,-,-,-,-
LAINO BORGO,416,-,-,-,-
LAINO CASTELLO,165,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,947,6,-,-,-
LONGOBARDI,476,21,-,-,-
LONGOBUCCO,705,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2057,17,-,-,-
MAIERA',195,-,-,-,-
MALITO,145,-,-,-,-
MALVITO,278,8,-,-,-
MANDATORICCIO,518,-,-,-,-
MANGONE,460,-,-,-,-
MARANO MARCHESATO,902,8,-,-,-
MARANO PRINCIPATO,658,-,-,-,-
MARZI,219,-,-,-,-
MENDICINO,2335,9,-,-,-
MONGRASSANO,432,6,-,-,-
MONTALTO UFFUGO,6145,26,-,-,-
MONTEGIORDANO,354,-,-,-,-
MORANO CALABRO,297,10,-,-,-
MORMANNO,242,9,-,-,-
MOTTAFOLLONE,152,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,142,-,-,-,-
ORSOMARSO,233,-,-,-,-
PALUDI,189,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3268,31,-,-,-
PAPASIDERO,35,-,-,-,-
PARENTI,540,-,-,-,-
PATERNO CALABRO,364,-,-,-,-
PEDIVIGLIANO,184,-,-,-,-
PIANE CRATI,319,-,-,-,-
PIETRAFITTA,197,-,-,-,-
PIETRAPAOLA,260,-,-,-,-
PLATACI,80,-,-,-,-
PRAIA A MARE,964,7,-,-,-
RENDE,9943,52,-,-,-
ROCCA IMPERIALE,347,-,-,-,-
ROGGIANO GRAVINA,1328,15,-,-,-
ROGLIANO,1329,11,-,-,-
ROSE,1045,8,-,-,-
