Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,21,-,-,-,-
ACRI,945,19,-,-,-
AIELLO CALABRO,15,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,279,-,-,-,-
ALTRA ASP,99,-,-,-,-
ALTRA REGIONE,240,7,-,-,-
AMANTEA,318,7,-,-,-
AMENDOLARA,27,-,-,-,-
APRIGLIANO,64,8,-,-,-
BELMONTE CALABRO,43,-,-,-,-
BELSITO,32,-,-,-,-
BELVEDERE MARITTIMO,283,-,-,-,-
BIANCHI,31,-,-,-,-
BISIGNANO,596,11,-,-,-
BOCCHIGLIERO,72,6,-,-,-
BONIFATI,43,-,-,-,-
BUONVICINO,44,-,-,-,-
CALOPEZZATI,32,-,-,-,-
CALOVETO,53,-,-,-,-
CAMPANA,131,-,-,-,-
CANNA,-,-,-,-,-
CARIATI,278,7,-,-,-
CAROLEI,79,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,334,13,-,-,-
CASSANO ALLO IONIO,1056,21,-,-,-
CASTIGLIONE COSENTINO,130,-,-,-,-
CASTROLIBERO,313,-,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,687,14,-,-,-
CELICO,184,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,48,-,-,-,-
CERISANO,86,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,67,-,-,-,-
CETRARO,266,-,-,-,-
CIVITA,16,-,-,-,-
CLETO,22,-,-,-,-
COLOSIMI,33,-,-,-,-
CORIGLIANO-ROSSANO,4939,105,-,-,-
COSENZA,2607,59,-,-,-
CROPALATI,26,-,-,-,-
CROSIA,496,8,-,-,-
DIAMANTE,96,-,-,-,-
DIPIGNANO,152,-,-,-,-
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,62,-,-,-,-
FALCONARA ALBANESE,26,-,-,-,-
FIGLINE VEGLIATURO,43,-,-,-,-
FIRMO,31,-,-,-,-
FIUMEFREDDO BRUZIO,31,-,-,-,-
FRANCAVILLA MARITTIMA,103,-,-,-,-
FRASCINETO,65,-,-,-,-
FUSCALDO,248,-,-,-,-
GRIMALDI,39,-,-,-,-
GRISOLIA,42,-,-,-,-
GUARDIA PIEMONTESE,54,-,-,-,-
LAGO,60,-,-,-,-
LAINO BORGO,73,-,-,-,-
LAINO CASTELLO,16,-,-,-,-
LAPPANO,29,-,-,-,-
LATTARICO,169,-,-,-,-
LONGOBARDI,66,6,-,-,-
LONGOBUCCO,85,-,-,-,-
LUNGRO,66,-,-,-,-
LUZZI,412,9,-,-,-
MAIERA',28,-,-,-,-
MALITO,25,-,-,-,-
MALVITO,50,-,-,-,-
MANDATORICCIO,114,-,-,-,-
MANGONE,103,-,-,-,-
MARANO MARCHESATO,119,-,-,-,-
MARANO PRINCIPATO,125,-,-,-,-
MARZI,37,-,-,-,-
MENDICINO,345,-,-,-,-
MONGRASSANO,78,-,-,-,-
MONTALTO UFFUGO,832,11,-,-,-
MONTEGIORDANO,22,-,-,-,-
MORANO CALABRO,156,8,-,-,-
MORMANNO,125,7,-,-,-
MOTTAFOLLONE,23,-,-,-,-
NOCARA,18,-,-,-,-
ORIOLO,52,-,-,-,-
ORSOMARSO,6,-,-,-,-
PALUDI,24,-,-,-,-
PANETTIERI,10,-,-,-,-
PAOLA,350,9,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,44,-,-,-,-
PATERNO CALABRO,118,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,-,-,-,-
PIETRAFITTA,20,-,-,-,-
PIETRAPAOLA,47,-,-,-,-
PLATACI,-,-,-,-,-
PRAIA A MARE,178,-,-,-,-
RENDE,1500,28,-,-,-
ROCCA IMPERIALE,147,-,-,-,-
ROGGIANO GRAVINA,264,8,-,-,-
ROGLIANO,201,-,-,-,-
ROSE,234,6,-,-,-
ROSETO CAPO SPULICO,72,-,-,-,-
ROTA GRECA,50,-,-,-,-
ROVITO,111,-,-,-,-
SAN BASILE,13,-,-,-,-
SAN BENEDETTO ULLANO,39,-,-,-,-
SAN COSMO ALBANESE,61,-,-,-,-
SAN DEMETRIO CORONE,55,-,-,-,-
SAN DONATO DI NINEA,41,-,-,-,-
SAN FILI,62,-,-,-,-
SAN GIORGIO ALBANESE,30,-,-,-,-
SAN GIOVANNI IN FIORE,1015,25,-,-,-
SAN LORENZO BELLIZZI,-,-,-,-,-
SAN LORENZO DEL VALLO,147,-,-,-,-
SAN LUCIDO,183,6,-,-,-
SAN MARCO ARGENTANO,176,-,-,-,-
SAN MARTINO DI FINITA,68,-,-,-,-
SAN NICOLA ARCELLA,42,-,-,-,-
SAN PIETRO IN AMANTEA,-,-,-,-,-
SAN PIETRO IN GUARANO,119,-,-,-,-
SAN SOSTI,89,6,-,-,-
SAN VINCENZO LA COSTA,45,-,-,-,-
SANGINETO,35,-,-,-,-
SANTA CATERINA ALBANESE,25,-,-,-,-
SANTA DOMENICA TALAO,18,-,-,-,-
SANTA MARIA DEL CEDRO,137,-,-,-,-
SANTA SOFIA D'EPIRO,84,-,-,-,-
SANT'AGATA DI ESARO,68,-,-,-,-
SANTO STEFANO DI ROGLIANO,83,-,-,-,-
SARACENA,52,-,-,-,-
SCALA COELI,21,-,-,-,-
SCALEA,269,-,-,-,-
SCIGLIANO,9,-,-,-,-
SERRA D'AIELLO,31,-,-,-,-
SPEZZANO ALBANESE,277,10,-,-,-
SPEZZANO DELLA SILA,206,11,-,-,-
TARSIA,39,-,-,-,-
TERRANOVA DA SIBARI,454,10,-,-,-
TERRAVECCHIA,-,-,-,-,-
TORANO CASTELLO,273,14,-,-,-
TORTORA,217,-,-,-,-
TREBISACCE,225,7,-,-,-
VACCARIZZO ALBANESE,35,-,-,-,-
VERBICARO,103,-,-,-,-
VILLAPIANA,135,-,-,-,-
ZUMPANO,147,-,-,-,-
