Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,73,-,-,-,-
ACQUAPPESA,104,-,-,-,-
ACRI,1696,24,-,-,-
AIELLO CALABRO,83,-,-,-,-
AIETA,8,-,-,-,-
ALBIDONA,118,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,54,-,-,-,-
ALTOMONTE,440,-,-,-,-
ALTRA ASP,760,7,-,-,-
ALTRA REGIONE,579,10,-,-,-
AMANTEA,1334,17,-,-,-
AMENDOLARA,78,-,-,-,-
APRIGLIANO,289,8,-,-,-
BELMONTE CALABRO,150,-,-,-,-
BELSITO,82,-,-,-,-
BELVEDERE MARITTIMO,590,7,-,-,-
BIANCHI,132,-,-,-,-
BISIGNANO,1188,15,-,-,-
BOCCHIGLIERO,112,7,-,-,-
BONIFATI,155,-,-,-,-
BUONVICINO,95,-,-,-,-
CALOPEZZATI,100,-,-,-,-
CALOVETO,138,-,-,-,-
CAMPANA,227,6,-,-,-
CANNA,36,-,-,-,-
CARIATI,553,11,-,-,-
CAROLEI,278,-,-,-,-
CARPANZANO,7,-,-,-,-
CASALI DEL MANCO,1076,18,-,-,-
CASSANO ALLO IONIO,1962,29,-,-,-
CASTIGLIONE COSENTINO,280,-,-,-,-
CASTROLIBERO,1076,10,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1685,23,-,-,-
CELICO,351,7,-,-,-
CELLARA,44,-,-,-,-
CERCHIARA DI CALABRIA,155,-,-,-,-
CERISANO,306,-,-,-,-
CERVICATI,77,-,-,-,-
CERZETO,145,-,-,-,-
CETRARO,874,16,-,-,-
CIVITA,28,-,-,-,-
CLETO,82,-,-,-,-
COLOSIMI,121,-,-,-,-
CORIGLIANO-ROSSANO,9943,143,-,-,-
COSENZA,8203,106,-,-,-
CROPALATI,89,-,-,-,-
CROSIA,1080,12,-,-,-
DIAMANTE,208,-,-,-,-
DIPIGNANO,539,8,-,-,-
DOMANICO,115,-,-,-,-
FAGNANO CASTELLO,185,-,-,-,-
FALCONARA ALBANESE,114,-,-,-,-
FIGLINE VEGLIATURO,154,-,-,-,-
FIRMO,83,-,-,-,-
FIUMEFREDDO BRUZIO,191,-,-,-,-
FRANCAVILLA MARITTIMA,250,-,-,-,-
FRASCINETO,128,-,-,-,-
FUSCALDO,837,-,-,-,-
GRIMALDI,118,-,-,-,-
GRISOLIA,188,-,-,-,-
GUARDIA PIEMONTESE,139,-,-,-,-
LAGO,154,-,-,-,-
LAINO BORGO,155,-,-,-,-
LAINO CASTELLO,56,-,-,-,-
LAPPANO,103,-,-,-,-
LATTARICO,460,-,-,-,-
LONGOBARDI,179,17,-,-,-
LONGOBUCCO,279,-,-,-,-
LUNGRO,132,6,-,-,-
LUZZI,1035,13,-,-,-
MAIERA',63,-,-,-,-
MALITO,60,-,-,-,-
MALVITO,126,-,-,-,-
MANDATORICCIO,240,-,-,-,-
MANGONE,256,-,-,-,-
MARANO MARCHESATO,409,8,-,-,-
MARANO PRINCIPATO,316,-,-,-,-
MARZI,129,-,-,-,-
MENDICINO,1117,-,-,-,-
MONGRASSANO,190,-,-,-,-
MONTALTO UFFUGO,2758,21,-,-,-
MONTEGIORDANO,110,-,-,-,-
MORANO CALABRO,244,8,-,-,-
MORMANNO,155,7,-,-,-
MOTTAFOLLONE,56,-,-,-,-
NOCARA,30,-,-,-,-
ORIOLO,92,-,-,-,-
ORSOMARSO,82,-,-,-,-
PALUDI,68,-,-,-,-
PANETTIERI,17,-,-,-,-
PAOLA,1152,17,-,-,-
PAPASIDERO,14,-,-,-,-
PARENTI,208,-,-,-,-
PATERNO CALABRO,185,-,-,-,-
PEDIVIGLIANO,87,-,-,-,-
PIANE CRATI,187,-,-,-,-
PIETRAFITTA,109,-,-,-,-
PIETRAPAOLA,98,-,-,-,-
PLATACI,38,-,-,-,-
PRAIA A MARE,373,7,-,-,-
RENDE,4571,42,-,-,-
ROCCA IMPERIALE,255,-,-,-,-
ROGGIANO GRAVINA,614,13,-,-,-
ROGLIANO,720,7,-,-,-
ROSE,526,8,-,-,-
ROSETO CAPO SPULICO,126,-,-,-,-
ROTA GRECA,70,-,-,-,-
ROVITO,299,-,-,-,-
SAN BASILE,42,-,-,-,-
SAN BENEDETTO ULLANO,195,-,-,-,-
SAN COSMO ALBANESE,96,6,-,-,-
SAN DEMETRIO CORONE,152,-,-,-,-
SAN DONATO DI NINEA,82,-,-,-,-
SAN FILI,213,-,-,-,-
SAN GIORGIO ALBANESE,85,-,-,-,-
SAN GIOVANNI IN FIORE,2222,31,-,-,-
SAN LORENZO BELLIZZI,14,-,-,-,-
SAN LORENZO DEL VALLO,241,-,-,-,-
SAN LUCIDO,528,7,-,-,-
SAN MARCO ARGENTANO,584,6,-,-,-
SAN MARTINO DI FINITA,98,-,-,-,-
SAN NICOLA ARCELLA,120,-,-,-,-
SAN PIETRO IN AMANTEA,33,-,-,-,-
SAN PIETRO IN GUARANO,329,6,-,-,-
SAN SOSTI,147,6,-,-,-
SAN VINCENZO LA COSTA,251,-,-,-,-
SANGINETO,80,-,-,-,-
SANTA CATERINA ALBANESE,41,-,-,-,-
SANTA DOMENICA TALAO,30,-,-,-,-
SANTA MARIA DEL CEDRO,362,-,-,-,-
SANTA SOFIA D'EPIRO,142,6,-,-,-
SANT'AGATA DI ESARO,99,-,-,-,-
SANTO STEFANO DI ROGLIANO,276,-,-,-,-
SARACENA,277,-,-,-,-
SCALA COELI,29,-,-,-,-
SCALEA,790,7,-,-,-
SCIGLIANO,74,-,-,-,-
SERRA D'AIELLO,59,-,-,-,-
SPEZZANO ALBANESE,678,13,-,-,-
SPEZZANO DELLA SILA,502,12,-,-,-
TARSIA,91,-,-,-,-
TERRANOVA DA SIBARI,695,11,-,-,-
TERRAVECCHIA,17,-,-,-,-
TORANO CASTELLO,537,18,-,-,-
TORTORA,373,6,-,-,-
TREBISACCE,493,10,-,-,-
VACCARIZZO ALBANESE,83,-,-,-,-
VERBICARO,174,-,-,-,-
VILLAPIANA,394,-,-,-,-
ZUMPANO,356,-,-,-,-
