Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,38,-,-,-,-
ACRI,1000,19,-,-,-
AIELLO CALABRO,21,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,291,-,-,-,-
ALTRA ASP,143,6,-,-,-
ALTRA REGIONE,279,8,-,-,-
AMANTEA,550,10,-,-,-
AMENDOLARA,32,-,-,-,-
APRIGLIANO,74,8,-,-,-
BELMONTE CALABRO,93,-,-,-,-
BELSITO,35,-,-,-,-
BELVEDERE MARITTIMO,301,-,-,-,-
BIANCHI,40,-,-,-,-
BISIGNANO,719,13,-,-,-
BOCCHIGLIERO,77,6,-,-,-
BONIFATI,53,-,-,-,-
BUONVICINO,55,-,-,-,-
CALOPEZZATI,44,-,-,-,-
CALOVETO,60,-,-,-,-
CAMPANA,204,-,-,-,-
CANNA,7,-,-,-,-
CARIATI,321,9,-,-,-
CAROLEI,87,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,423,16,-,-,-
CASSANO ALLO IONIO,1275,23,-,-,-
CASTIGLIONE COSENTINO,149,-,-,-,-
CASTROLIBERO,393,7,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,960,17,-,-,-
CELICO,204,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,61,-,-,-,-
CERISANO,96,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,80,-,-,-,-
CETRARO,392,12,-,-,-
CIVITA,23,-,-,-,-
CLETO,35,-,-,-,-
COLOSIMI,34,-,-,-,-
CORIGLIANO-ROSSANO,5624,115,-,-,-
COSENZA,3178,65,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,616,10,-,-,-
DIAMANTE,104,-,-,-,-
