Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,145,-,-,-,-
ACQUAPPESA,187,-,-,-,-
ACRI,2444,29,-,-,-
AIELLO CALABRO,140,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,194,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,129,-,-,-,-
ALTOMONTE,631,-,-,-,-
ALTRA ASP,932,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2637,21,-,-,-
AMENDOLARA,215,-,-,-,-
APRIGLIANO,455,10,-,-,-
BELMONTE CALABRO,245,-,-,-,-
BELSITO,174,-,-,-,-
BELVEDERE MARITTIMO,1137,10,-,-,-
BIANCHI,252,-,-,-,-
BISIGNANO,1461,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,234,-,-,-,-
BUONVICINO,204,-,-,-,-
CALOPEZZATI,219,-,-,-,-
CALOVETO,239,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,65,-,-,-,-
CARIATI,827,12,-,-,-
CAROLEI,433,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1829,20,-,-,-
CASSANO ALLO IONIO,2637,29,-,-,-
CASTIGLIONE COSENTINO,511,-,-,-,-
CASTROLIBERO,1723,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2566,25,-,-,-
CELICO,432,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,239,-,-,-,-
CERISANO,498,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,232,-,-,-,-
CETRARO,1571,20,-,-,-
CIVITA,45,-,-,-,-
CLETO,122,-,-,-,-
COLOSIMI,192,-,-,-,-
CORIGLIANO-ROSSANO,14317,151,-,-,-
COSENZA,12395,125,-,-,-
CROPALATI,144,-,-,-,-
CROSIA,1552,13,-,-,-
DIAMANTE,392,-,-,-,-
DIPIGNANO,805,8,-,-,-
DOMANICO,176,-,-,-,-
FAGNANO CASTELLO,308,-,-,-,-
FALCONARA ALBANESE,216,-,-,-,-
FIGLINE VEGLIATURO,240,-,-,-,-
FIRMO,178,-,-,-,-
FIUMEFREDDO BRUZIO,484,-,-,-,-
FRANCAVILLA MARITTIMA,376,-,-,-,-
FRASCINETO,264,-,-,-,-
FUSCALDO,1236,8,-,-,-
GRIMALDI,231,-,-,-,-
GRISOLIA,386,-,-,-,-
GUARDIA PIEMONTESE,191,-,-,-,-
LAGO,365,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,118,-,-,-,-
LAPPANO,130,-,-,-,-
LATTARICO,700,6,-,-,-
LONGOBARDI,282,17,-,-,-
LONGOBUCCO,512,-,-,-,-
LUNGRO,243,6,-,-,-
LUZZI,1501,15,-,-,-
MAIERA',137,-,-,-,-
MALITO,87,-,-,-,-
MALVITO,189,6,-,-,-
MANDATORICCIO,427,-,-,-,-
MANGONE,324,-,-,-,-
MARANO MARCHESATO,633,8,-,-,-
MARANO PRINCIPATO,485,-,-,-,-
MARZI,189,-,-,-,-
MENDICINO,1717,6,-,-,-
MONGRASSANO,334,-,-,-,-
MONTALTO UFFUGO,4315,22,-,-,-
MONTEGIORDANO,223,-,-,-,-
MORANO CALABRO,264,9,-,-,-
MORMANNO,204,8,-,-,-
MOTTAFOLLONE,105,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,123,-,-,-,-
ORSOMARSO,171,-,-,-,-
PALUDI,118,-,-,-,-
PANETTIERI,34,-,-,-,-
PAOLA,2019,26,-,-,-
PAPASIDERO,30,-,-,-,-
PARENTI,423,-,-,-,-
PATERNO CALABRO,287,-,-,-,-
PEDIVIGLIANO,113,-,-,-,-
PIANE CRATI,249,-,-,-,-
PIETRAFITTA,153,-,-,-,-
PIETRAPAOLA,165,-,-,-,-
PLATACI,71,-,-,-,-
PRAIA A MARE,507,7,-,-,-
RENDE,7244,47,-,-,-
ROCCA IMPERIALE,288,-,-,-,-
ROGGIANO GRAVINA,1008,13,-,-,-
ROGLIANO,1089,8,-,-,-
ROSE,747,8,-,-,-
ROSETO CAPO SPULICO,148,-,-,-,-
ROTA GRECA,139,-,-,-,-
ROVITO,380,-,-,-,-
SAN BASILE,76,-,-,-,-
SAN BENEDETTO ULLANO,221,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,312,-,-,-,-
SAN DONATO DI NINEA,151,-,-,-,-
SAN FILI,405,-,-,-,-
SAN GIORGIO ALBANESE,139,-,-,-,-
SAN GIOVANNI IN FIORE,2974,32,-,-,-
SAN LORENZO BELLIZZI,38,-,-,-,-
SAN LORENZO DEL VALLO,325,-,-,-,-
SAN LUCIDO,684,8,-,-,-
SAN MARCO ARGENTANO,1120,7,-,-,-
SAN MARTINO DI FINITA,130,-,-,-,-
SAN NICOLA ARCELLA,200,-,-,-,-
SAN PIETRO IN AMANTEA,53,-,-,-,-
SAN PIETRO IN GUARANO,618,8,-,-,-
SAN SOSTI,257,7,-,-,-
SAN VINCENZO LA COSTA,399,-,-,-,-
SANGINETO,133,-,-,-,-
SANTA CATERINA ALBANESE,76,-,-,-,-
SANTA DOMENICA TALAO,56,-,-,-,-
SANTA MARIA DEL CEDRO,583,-,-,-,-
SANTA SOFIA D'EPIRO,177,7,-,-,-
SANT'AGATA DI ESARO,110,-,-,-,-
SANTO STEFANO DI ROGLIANO,438,-,-,-,-
SARACENA,560,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1339,8,-,-,-
SCIGLIANO,108,-,-,-,-
SERRA D'AIELLO,93,-,-,-,-
SPEZZANO ALBANESE,876,16,-,-,-
SPEZZANO DELLA SILA,686,13,-,-,-
TARSIA,220,-,-,-,-
TERRANOVA DA SIBARI,832,12,-,-,-
TERRAVECCHIA,51,-,-,-,-
TORANO CASTELLO,691,19,-,-,-
TORTORA,461,7,-,-,-
TREBISACCE,1114,12,-,-,-
VACCARIZZO ALBANESE,132,-,-,-,-
VERBICARO,197,6,-,-,-
VILLAPIANA,582,-,-,-,-
ZUMPANO,598,-,-,-,-
