Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,148,-,-,-,-
ACQUAPPESA,190,-,-,-,-
ACRI,2544,29,-,-,-
AIELLO CALABRO,146,-,-,-,-
AIETA,14,-,-,-,-
ALBIDONA,199,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,134,-,-,-,-
ALTOMONTE,643,-,-,-,-
ALTRA ASP,935,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2715,22,-,-,-
AMENDOLARA,218,-,-,-,-
APRIGLIANO,464,10,-,-,-
BELMONTE CALABRO,246,-,-,-,-
BELSITO,177,-,-,-,-
BELVEDERE MARITTIMO,1158,10,-,-,-
BIANCHI,256,-,-,-,-
BISIGNANO,1484,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,239,-,-,-,-
BUONVICINO,207,-,-,-,-
CALOPEZZATI,227,-,-,-,-
CALOVETO,245,-,-,-,-
CAMPANA,243,6,-,-,-
CANNA,65,-,-,-,-
CARIATI,839,13,-,-,-
CAROLEI,443,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1869,20,-,-,-
CASSANO ALLO IONIO,2667,29,-,-,-
CASTIGLIONE COSENTINO,526,-,-,-,-
CASTROLIBERO,1747,14,-,-,-
CASTROREGIO,18,-,-,-,-
CASTROVILLARI,2632,25,-,-,-
CELICO,434,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,246,-,-,-,-
CERISANO,503,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,232,-,-,-,-
CETRARO,1586,20,-,-,-
CIVITA,47,-,-,-,-
CLETO,127,-,-,-,-
COLOSIMI,199,-,-,-,-
CORIGLIANO-ROSSANO,14643,152,-,-,-
COSENZA,12636,127,-,-,-
CROPALATI,145,-,-,-,-
CROSIA,1594,13,-,-,-
DIAMANTE,410,-,-,-,-
DIPIGNANO,818,8,-,-,-
DOMANICO,180,-,-,-,-
FAGNANO CASTELLO,315,-,-,-,-
FALCONARA ALBANESE,217,-,-,-,-
FIGLINE VEGLIATURO,243,-,-,-,-
FIRMO,181,-,-,-,-
FIUMEFREDDO BRUZIO,499,-,-,-,-
FRANCAVILLA MARITTIMA,383,-,-,-,-
FRASCINETO,269,-,-,-,-
FUSCALDO,1264,8,-,-,-
GRIMALDI,235,-,-,-,-
GRISOLIA,389,-,-,-,-
GUARDIA PIEMONTESE,193,-,-,-,-
LAGO,375,-,-,-,-
LAINO BORGO,247,-,-,-,-
LAINO CASTELLO,118,-,-,-,-
LAPPANO,131,-,-,-,-
LATTARICO,717,6,-,-,-
LONGOBARDI,291,17,-,-,-
LONGOBUCCO,529,-,-,-,-
