Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,187,-,-,-,-
ACQUAPPESA,256,-,-,-,-
ACRI,3009,30,-,-,-
AIELLO CALABRO,248,-,-,-,-
AIETA,31,-,-,-,-
ALBIDONA,244,-,-,-,-
ALESSANDRIA DEL CARRETTO,32,-,-,-,-
ALTILIA,163,-,-,-,-
ALTOMONTE,745,-,-,-,-
ALTRA ASP,991,12,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3518,24,-,-,-
AMENDOLARA,237,-,-,-,-
APRIGLIANO,494,10,-,-,-
BELMONTE CALABRO,312,-,-,-,-
BELSITO,199,-,-,-,-
BELVEDERE MARITTIMO,1350,10,-,-,-
BIANCHI,269,-,-,-,-
BISIGNANO,1722,17,-,-,-
BOCCHIGLIERO,125,7,-,-,-
BONIFATI,306,-,-,-,-
BUONVICINO,266,-,-,-,-
CALOPEZZATI,336,-,-,-,-
CALOVETO,277,-,-,-,-
CAMPANA,261,7,-,-,-
CANNA,75,-,-,-,-
CARIATI,1002,13,-,-,-
CAROLEI,551,-,-,-,-
CARPANZANO,15,-,-,-,-
CASALI DEL MANCO,2133,20,-,-,-
CASSANO ALLO IONIO,3190,29,-,-,-
CASTIGLIONE COSENTINO,680,7,-,-,-
CASTROLIBERO,2040,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3214,26,-,-,-
CELICO,460,7,-,-,-
CELLARA,97,-,-,-,-
CERCHIARA DI CALABRIA,331,-,-,-,-
CERISANO,567,-,-,-,-
CERVICATI,144,-,-,-,-
CERZETO,260,-,-,-,-
CETRARO,1821,20,-,-,-
CIVITA,55,-,-,-,-
CLETO,206,-,-,-,-
COLOSIMI,255,-,-,-,-
CORIGLIANO-ROSSANO,17229,154,-,-,-
COSENZA,14754,133,-,-,-
CROPALATI,178,-,-,-,-
CROSIA,2032,15,-,-,-
DIAMANTE,570,-,-,-,-
DIPIGNANO,941,8,-,-,-
DOMANICO,228,-,-,-,-
FAGNANO CASTELLO,338,-,-,-,-
FALCONARA ALBANESE,240,-,-,-,-
FIGLINE VEGLIATURO,270,-,-,-,-
FIRMO,232,-,-,-,-
FIUMEFREDDO BRUZIO,616,-,-,-,-
FRANCAVILLA MARITTIMA,492,-,-,-,-
FRASCINETO,340,-,-,-,-
FUSCALDO,1503,8,-,-,-
GRIMALDI,338,-,-,-,-
GRISOLIA,418,-,-,-,-
GUARDIA PIEMONTESE,278,-,-,-,-
LAGO,492,-,-,-,-
LAINO BORGO,340,-,-,-,-
LAINO CASTELLO,143,-,-,-,-
LAPPANO,152,-,-,-,-
LATTARICO,837,6,-,-,-
LONGOBARDI,402,20,-,-,-
LONGOBUCCO,595,-,-,-,-
LUNGRO,297,6,-,-,-
LUZZI,1836,16,-,-,-
MAIERA',182,-,-,-,-
MALITO,104,-,-,-,-
MALVITO,237,7,-,-,-
MANDATORICCIO,459,-,-,-,-
MANGONE,393,-,-,-,-
MARANO MARCHESATO,774,8,-,-,-
MARANO PRINCIPATO,574,-,-,-,-
MARZI,202,-,-,-,-
MENDICINO,2061,7,-,-,-
MONGRASSANO,378,-,-,-,-
MONTALTO UFFUGO,5288,22,-,-,-
MONTEGIORDANO,309,-,-,-,-
MORANO CALABRO,287,9,-,-,-
MORMANNO,223,8,-,-,-
MOTTAFOLLONE,138,-,-,-,-
NOCARA,36,-,-,-,-
ORIOLO,136,-,-,-,-
ORSOMARSO,203,-,-,-,-
PALUDI,145,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2697,28,-,-,-
PAPASIDERO,33,-,-,-,-
PARENTI,496,-,-,-,-
PATERNO CALABRO,329,-,-,-,-
PEDIVIGLIANO,145,-,-,-,-
PIANE CRATI,284,-,-,-,-
PIETRAFITTA,168,-,-,-,-
PIETRAPAOLA,204,-,-,-,-
PLATACI,76,-,-,-,-
PRAIA A MARE,693,7,-,-,-
RENDE,8641,49,-,-,-
ROCCA IMPERIALE,329,-,-,-,-
ROGGIANO GRAVINA,1145,13,-,-,-
ROGLIANO,1232,9,-,-,-
ROSE,906,8,-,-,-
ROSETO CAPO SPULICO,156,-,-,-,-
ROTA GRECA,168,-,-,-,-
