Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,135,-,-,-,-
ACQUAPPESA,167,-,-,-,-
ACRI,2064,27,-,-,-
AIELLO CALABRO,124,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,164,-,-,-,-
ALESSANDRIA DEL CARRETTO,10,-,-,-,-
ALTILIA,101,-,-,-,-
ALTOMONTE,570,-,-,-,-
ALTRA ASP,884,9,-,-,-
ALTRA REGIONE,594,11,-,-,-
AMANTEA,2175,19,-,-,-
AMENDOLARA,197,-,-,-,-
APRIGLIANO,396,9,-,-,-
BELMONTE CALABRO,194,-,-,-,-
BELSITO,124,-,-,-,-
BELVEDERE MARITTIMO,888,10,-,-,-
BIANCHI,205,-,-,-,-
BISIGNANO,1337,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,199,-,-,-,-
BUONVICINO,159,-,-,-,-
CALOPEZZATI,173,-,-,-,-
CALOVETO,190,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,52,-,-,-,-
CARIATI,730,12,-,-,-
CAROLEI,400,-,-,-,-
CARPANZANO,11,-,-,-,-
CASALI DEL MANCO,1574,20,-,-,-
CASSANO ALLO IONIO,2400,29,-,-,-
CASTIGLIONE COSENTINO,414,-,-,-,-
CASTROLIBERO,1460,13,-,-,-
CASTROREGIO,15,-,-,-,-
CASTROVILLARI,2207,23,-,-,-
CELICO,399,7,-,-,-
CELLARA,59,-,-,-,-
CERCHIARA DI CALABRIA,216,-,-,-,-
CERISANO,423,-,-,-,-
CERVICATI,104,-,-,-,-
CERZETO,205,-,-,-,-
CETRARO,1325,16,-,-,-
CIVITA,42,-,-,-,-
CLETO,109,-,-,-,-
COLOSIMI,173,-,-,-,-
CORIGLIANO-ROSSANO,12768,147,-,-,-
COSENZA,10651,114,-,-,-
CROPALATI,118,-,-,-,-
CROSIA,1396,13,-,-,-
DIAMANTE,295,-,-,-,-
DIPIGNANO,702,8,-,-,-
DOMANICO,164,-,-,-,-
FAGNANO CASTELLO,263,-,-,-,-
FALCONARA ALBANESE,183,-,-,-,-
FIGLINE VEGLIATURO,198,-,-,-,-
FIRMO,150,-,-,-,-
FIUMEFREDDO BRUZIO,405,-,-,-,-
FRANCAVILLA MARITTIMA,340,-,-,-,-
FRASCINETO,220,-,-,-,-
FUSCALDO,1097,8,-,-,-
GRIMALDI,169,-,-,-,-
GRISOLIA,320,-,-,-,-
GUARDIA PIEMONTESE,172,-,-,-,-
LAGO,297,-,-,-,-
LAINO BORGO,202,-,-,-,-
LAINO CASTELLO,93,-,-,-,-
LAPPANO,119,-,-,-,-
LATTARICO,573,-,-,-,-
LONGOBARDI,231,17,-,-,-
LONGOBUCCO,416,-,-,-,-
LUNGRO,194,6,-,-,-
LUZZI,1300,14,-,-,-
MAIERA',88,-,-,-,-
MALITO,76,-,-,-,-
MALVITO,160,-,-,-,-
MANDATORICCIO,392,-,-,-,-
MANGONE,296,-,-,-,-
MARANO MARCHESATO,526,8,-,-,-
MARANO PRINCIPATO,407,-,-,-,-
MARZI,173,-,-,-,-
MENDICINO,1459,6,-,-,-
MONGRASSANO,269,-,-,-,-
MONTALTO UFFUGO,3677,22,-,-,-
MONTEGIORDANO,188,-,-,-,-
MORANO CALABRO,255,9,-,-,-
MORMANNO,183,8,-,-,-
MOTTAFOLLONE,88,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,103,-,-,-,-
ORSOMARSO,143,-,-,-,-
PALUDI,95,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1634,23,-,-,-
PAPASIDERO,27,-,-,-,-
PARENTI,348,-,-,-,-
PATERNO CALABRO,253,-,-,-,-
PEDIVIGLIANO,100,-,-,-,-
PIANE CRATI,226,-,-,-,-
PIETRAFITTA,140,-,-,-,-
PIETRAPAOLA,141,-,-,-,-
PLATACI,57,-,-,-,-
PRAIA A MARE,432,7,-,-,-
RENDE,6041,45,-,-,-
ROCCA IMPERIALE,279,-,-,-,-
ROGGIANO GRAVINA,912,13,-,-,-
ROGLIANO,931,8,-,-,-
ROSE,636,8,-,-,-
ROSETO CAPO SPULICO,139,-,-,-,-
ROTA GRECA,98,-,-,-,-
ROVITO,351,-,-,-,-
SAN BASILE,62,-,-,-,-
SAN BENEDETTO ULLANO,207,-,-,-,-
SAN COSMO ALBANESE,124,6,-,-,-
SAN DEMETRIO CORONE,250,-,-,-,-
SAN DONATO DI NINEA,115,-,-,-,-
SAN FILI,324,-,-,-,-
SAN GIORGIO ALBANESE,122,-,-,-,-
SAN GIOVANNI IN FIORE,2671,31,-,-,-
SAN LORENZO BELLIZZI,33,-,-,-,-
SAN LORENZO DEL VALLO,292,-,-,-,-
SAN LUCIDO,653,8,-,-,-
SAN MARCO ARGENTANO,954,7,-,-,-
SAN MARTINO DI FINITA,112,-,-,-,-
SAN NICOLA ARCELLA,183,-,-,-,-
SAN PIETRO IN AMANTEA,46,-,-,-,-
SAN PIETRO IN GUARANO,484,7,-,-,-
SAN SOSTI,200,7,-,-,-
SAN VINCENZO LA COSTA,324,-,-,-,-
SANGINETO,114,-,-,-,-
SANTA CATERINA ALBANESE,66,-,-,-,-
SANTA DOMENICA TALAO,43,-,-,-,-
SANTA MARIA DEL CEDRO,516,-,-,-,-
SANTA SOFIA D'EPIRO,161,6,-,-,-
SANT'AGATA DI ESARO,105,-,-,-,-
SANTO STEFANO DI ROGLIANO,358,-,-,-,-
SARACENA,468,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1167,8,-,-,-
SCIGLIANO,95,-,-,-,-
SERRA D'AIELLO,81,-,-,-,-
SPEZZANO ALBANESE,814,16,-,-,-
SPEZZANO DELLA SILA,610,12,-,-,-
TARSIA,163,-,-,-,-
TERRANOVA DA SIBARI,785,12,-,-,-
TERRAVECCHIA,37,-,-,-,-
TORANO CASTELLO,622,18,-,-,-
TORTORA,427,7,-,-,-
TREBISACCE,881,11,-,-,-
VACCARIZZO ALBANESE,129,-,-,-,-
VERBICARO,190,6,-,-,-
VILLAPIANA,531,-,-,-,-
ZUMPANO,522,-,-,-,-
