Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,163,-,-,-,-
ACQUAPPESA,197,-,-,-,-
ACRI,2719,29,-,-,-
AIELLO CALABRO,179,-,-,-,-
AIETA,14,-,-,-,-
ALBIDONA,216,-,-,-,-
ALESSANDRIA DEL CARRETTO,26,-,-,-,-
ALTILIA,149,-,-,-,-
ALTOMONTE,675,-,-,-,-
ALTRA ASP,948,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2968,22,-,-,-
AMENDOLARA,220,-,-,-,-
APRIGLIANO,476,10,-,-,-
BELMONTE CALABRO,266,-,-,-,-
BELSITO,181,-,-,-,-
BELVEDERE MARITTIMO,1216,10,-,-,-
BIANCHI,261,-,-,-,-
BISIGNANO,1553,17,-,-,-
BOCCHIGLIERO,122,7,-,-,-
BONIFATI,260,-,-,-,-
BUONVICINO,223,-,-,-,-
CALOPEZZATI,247,-,-,-,-
CALOVETO,247,-,-,-,-
CAMPANA,251,6,-,-,-
CANNA,66,-,-,-,-
CARIATI,873,13,-,-,-
CAROLEI,468,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1957,20,-,-,-
CASSANO ALLO IONIO,2771,29,-,-,-
CASTIGLIONE COSENTINO,558,-,-,-,-
CASTROLIBERO,1834,14,-,-,-
CASTROREGIO,28,-,-,-,-
CASTROVILLARI,2790,25,-,-,-
CELICO,446,7,-,-,-
CELLARA,88,-,-,-,-
CERCHIARA DI CALABRIA,264,-,-,-,-
CERISANO,520,-,-,-,-
CERVICATI,129,-,-,-,-
CERZETO,240,-,-,-,-
CETRARO,1620,20,-,-,-
CIVITA,49,-,-,-,-
CLETO,148,-,-,-,-
COLOSIMI,208,-,-,-,-
CORIGLIANO-ROSSANO,15377,152,-,-,-
COSENZA,13240,128,-,-,-
CROPALATI,152,-,-,-,-
CROSIA,1715,14,-,-,-
DIAMANTE,433,-,-,-,-
DIPIGNANO,838,8,-,-,-
DOMANICO,188,-,-,-,-
FAGNANO CASTELLO,318,-,-,-,-
FALCONARA ALBANESE,221,-,-,-,-
FIGLINE VEGLIATURO,249,-,-,-,-
FIRMO,191,-,-,-,-
FIUMEFREDDO BRUZIO,520,-,-,-,-
FRANCAVILLA MARITTIMA,419,-,-,-,-
FRASCINETO,281,-,-,-,-
FUSCALDO,1320,8,-,-,-
GRIMALDI,273,-,-,-,-
GRISOLIA,395,-,-,-,-
GUARDIA PIEMONTESE,223,-,-,-,-
LAGO,415,-,-,-,-
LAINO BORGO,256,-,-,-,-
LAINO CASTELLO,120,-,-,-,-
LAPPANO,141,-,-,-,-
LATTARICO,764,6,-,-,-
LONGOBARDI,302,19,-,-,-
LONGOBUCCO,545,-,-,-,-
LUNGRO,264,6,-,-,-
LUZZI,1634,15,-,-,-
MAIERA',157,-,-,-,-
MALITO,95,-,-,-,-
MALVITO,204,6,-,-,-
MANDATORICCIO,438,-,-,-,-
MANGONE,349,-,-,-,-
MARANO MARCHESATO,694,8,-,-,-
MARANO PRINCIPATO,510,-,-,-,-
MARZI,195,-,-,-,-
MENDICINO,1821,6,-,-,-
MONGRASSANO,353,-,-,-,-
MONTALTO UFFUGO,4637,22,-,-,-
MONTEGIORDANO,239,-,-,-,-
