Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,187,-,-,-,-
ACRI,2382,29,-,-,-
AIELLO CALABRO,138,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,187,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,129,-,-,-,-
ALTOMONTE,629,-,-,-,-
ALTRA ASP,929,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2616,21,-,-,-
AMENDOLARA,214,-,-,-,-
APRIGLIANO,454,10,-,-,-
BELMONTE CALABRO,245,-,-,-,-
BELSITO,173,-,-,-,-
BELVEDERE MARITTIMO,1125,10,-,-,-
BIANCHI,251,-,-,-,-
BISIGNANO,1454,17,-,-,-
BOCCHIGLIERO,121,7,-,-,-
BONIFATI,232,-,-,-,-
BUONVICINO,199,-,-,-,-
CALOPEZZATI,218,-,-,-,-
CALOVETO,231,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,826,12,-,-,-
CAROLEI,431,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1812,20,-,-,-
CASSANO ALLO IONIO,2624,29,-,-,-
CASTIGLIONE COSENTINO,510,-,-,-,-
CASTROLIBERO,1711,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2541,25,-,-,-
CELICO,430,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,238,-,-,-,-
CERISANO,497,-,-,-,-
CERVICATI,120,-,-,-,-
CERZETO,230,-,-,-,-
CETRARO,1563,20,-,-,-
CIVITA,45,-,-,-,-
CLETO,121,-,-,-,-
COLOSIMI,190,-,-,-,-
CORIGLIANO-ROSSANO,14163,151,-,-,-
COSENZA,12293,125,-,-,-
CROPALATI,143,-,-,-,-
CROSIA,1542,13,-,-,-
