Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,206,-,-,-,-
ACQUAPPESA,327,-,-,-,-
ACRI,3670,33,-,-,-
AIELLO CALABRO,305,-,-,-,-
AIETA,50,-,-,-,-
ALBIDONA,322,-,-,-,-
ALESSANDRIA DEL CARRETTO,46,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,820,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4272,25,-,-,-
AMENDOLARA,289,-,-,-,-
APRIGLIANO,561,10,-,-,-
BELMONTE CALABRO,385,-,-,-,-
BELSITO,244,-,-,-,-
BELVEDERE MARITTIMO,1664,10,-,-,-
BIANCHI,352,-,-,-,-
BISIGNANO,1999,20,-,-,-
BOCCHIGLIERO,133,7,-,-,-
BONIFATI,383,7,-,-,-
BUONVICINO,306,-,-,-,-
CALOPEZZATI,471,-,-,-,-
CALOVETO,359,-,-,-,-
CAMPANA,282,7,-,-,-
CANNA,134,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,651,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2501,21,-,-,-
CASSANO ALLO IONIO,3840,30,-,-,-
CASTIGLIONE COSENTINO,821,8,-,-,-
CASTROLIBERO,2371,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3880,31,-,-,-
CELICO,502,7,-,-,-
CELLARA,108,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,714,-,-,-,-
CERVICATI,164,-,-,-,-
CERZETO,307,-,-,-,-
CETRARO,2311,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,260,-,-,-,-
COLOSIMI,359,-,-,-,-
CORIGLIANO-ROSSANO,21168,162,-,-,-
COSENZA,17101,148,-,-,-
CROPALATI,222,-,-,-,-
CROSIA,2525,16,-,-,-
DIAMANTE,814,7,-,-,-
DIPIGNANO,1110,9,-,-,-
DOMANICO,286,-,-,-,-
FAGNANO CASTELLO,420,6,-,-,-
FALCONARA ALBANESE,282,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,318,-,-,-,-
FIUMEFREDDO BRUZIO,756,-,-,-,-
FRANCAVILLA MARITTIMA,619,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1828,8,-,-,-
GRIMALDI,401,-,-,-,-
GRISOLIA,470,-,-,-,-
GUARDIA PIEMONTESE,388,-,-,-,-
LAGO,567,-,-,-,-
LAINO BORGO,424,-,-,-,-
LAINO CASTELLO,172,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,964,6,-,-,-
LONGOBARDI,499,23,-,-,-
LONGOBUCCO,736,-,-,-,-
LUNGRO,337,6,-,-,-
LUZZI,2095,17,-,-,-
MAIERA',205,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,286,8,-,-,-
MANDATORICCIO,533,-,-,-,-
MANGONE,472,-,-,-,-
MARANO MARCHESATO,916,8,-,-,-
MARANO PRINCIPATO,665,-,-,-,-
MARZI,221,-,-,-,-
MENDICINO,2375,9,-,-,-
MONGRASSANO,434,6,-,-,-
MONTALTO UFFUGO,6271,26,-,-,-
MONTEGIORDANO,367,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,260,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,144,-,-,-,-
ORSOMARSO,239,-,-,-,-
PALUDI,194,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3357,31,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,550,-,-,-,-
PATERNO CALABRO,370,-,-,-,-
PEDIVIGLIANO,188,-,-,-,-
PIANE CRATI,323,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,271,-,-,-,-
PLATACI,86,-,-,-,-
PRAIA A MARE,1002,7,-,-,-
RENDE,10143,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1355,17,-,-,-
ROGLIANO,1363,11,-,-,-
ROSE,1069,8,-,-,-
ROSETO CAPO SPULICO,188,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,614,-,-,-,-
SAN DONATO DI NINEA,245,-,-,-,-
SAN FILI,501,6,-,-,-
SAN GIORGIO ALBANESE,314,6,-,-,-
SAN GIOVANNI IN FIORE,3917,33,-,-,-
SAN LORENZO BELLIZZI,75,-,-,-,-
SAN LORENZO DEL VALLO,458,-,-,-,-
SAN LUCIDO,927,9,-,-,-
SAN MARCO ARGENTANO,1581,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
SAN NICOLA ARCELLA,272,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,954,9,-,-,-
SAN SOSTI,362,7,-,-,-
SAN VINCENZO LA COSTA,607,-,-,-,-
SANGINETO,162,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,786,-,-,-,-
SANTA SOFIA D'EPIRO,262,7,-,-,-
SANT'AGATA DI ESARO,123,-,-,-,-
SANTO STEFANO DI ROGLIANO,585,-,-,-,-
SARACENA,828,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2134,8,-,-,-
SCIGLIANO,173,-,-,-,-
SERRA D'AIELLO,151,-,-,-,-
SPEZZANO ALBANESE,1173,19,-,-,-
SPEZZANO DELLA SILA,899,14,-,-,-
TARSIA,405,-,-,-,-
TERRANOVA DA SIBARI,954,12,-,-,-
TERRAVECCHIA,93,-,-,-,-
TORANO CASTELLO,907,20,-,-,-
TORTORA,816,9,-,-,-
TREBISACCE,1762,15,-,-,-
VACCARIZZO ALBANESE,228,-,-,-,-
VERBICARO,230,6,-,-,-
VILLAPIANA,820,-,-,-,-
ZUMPANO,784,-,-,-,-
