Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,21,1,-,-,-
ACQUAPPESA,17,1,-,-,3
ACRI,850,16,-,-,-
AIELLO CALABRO,15,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,1,-,-,1
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,25,-,-,-,-
ALTOMONTE,221,2,-,1,1
ALTRA ASP,86,5,-,-,1
ALTRA REGIONE,34,2,1,2,10
AMANTEA,315,6,-,-,15
AMENDOLARA,23,-,-,-,1
APRIGLIANO,61,8,-,-,-
BELMONTE CALABRO,38,-,-,-,-
BELSITO,29,1,-,-,-
BELVEDERE MARITTIMO,229,4,-,-,3
BIANCHI,27,1,-,-,2
BISIGNANO,533,10,-,1,7
BOCCHIGLIERO,36,5,-,-,-
BONIFATI,26,1,-,-,1
BUONVICINO,25,1,-,-,1
CALOPEZZATI,30,-,-,-,-
CALOVETO,52,-,-,-,-
CAMPANA,127,3,-,-,-
CANNA,3,-,-,-,-
CARIATI,233,6,-,1,-
CAROLEI,57,-,-,-,-
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,290,13,-,-,6
CASSANO ALLO IONIO,875,17,-,1,12
CASTIGLIONE COSENTINO,106,3,-,-,-
CASTROLIBERO,285,5,-,-,7
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,600,12,-,4,40
CELICO,175,6,-,-,-
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,43,2,-,-,1
CERISANO,68,-,-,-,1
CERVICATI,45,1,-,-,-
CERZETO,55,-,-,-,-
CETRARO,239,5,-,-,1
CIVITA,10,1,-,-,-
CLETO,19,1,-,-,-
COLOSIMI,31,-,-,1,14
CORIGLIANO-ROSSANO,4087,87,-,8,86
COSENZA,2353,56,-,1,42
CROPALATI,17,-,-,-,-
CROSIA,419,8,-,-,-
DIAMANTE,66,2,-,1,-
DIPIGNANO,140,4,-,-,6
DOMANICO,54,-,-,-,-
FAGNANO CASTELLO,52,3,-,-,1
FALCONARA ALBANESE,23,1,-,-,-
FIGLINE VEGLIATURO,42,-,-,-,-
FIRMO,17,-,-,-,6
FIUMEFREDDO BRUZIO,17,-,-,-,-
FRANCAVILLA MARITTIMA,90,4,-,-,6
FRASCINETO,65,2,-,-,1
FUSCALDO,221,-,-,-,-
GRIMALDI,38,-,-,-,-
GRISOLIA,27,-,-,-,4
GUARDIA PIEMONTESE,50,1,-,-,1
LAGO,55,1,-,-,8
LAINO BORGO,56,3,-,-,-
LAINO CASTELLO,7,-,-,-,-
LAPPANO,24,1,-,-,1
LATTARICO,159,4,-,-,9
LONGOBARDI,13,-,-,-,-
LONGOBUCCO,77,1,-,-,-
LUNGRO,57,5,-,-,1
LUZZI,338,7,-,-,3
MAIERA',23,-,-,-,-
MALITO,21,1,-,-,-
MALVITO,31,2,-,-,-
MANDATORICCIO,109,2,-,-,-
MANGONE,92,2,-,-,-
MARANO MARCHESATO,111,5,-,-,-
MARANO PRINCIPATO,111,-,-,-,8
MARZI,35,2,-,-,-
MENDICINO,305,1,-,-,9
MONGRASSANO,62,2,-,2,2
MONTALTO UFFUGO,723,10,-,1,2
MONTEGIORDANO,21,-,-,-,-
MORANO CALABRO,112,4,1,1,14
MORMANNO,117,7,-,-,2
MOTTAFOLLONE,16,1,-,-,2
NOCARA,16,-,-,-,-
ORIOLO,43,2,-,-,2
ORSOMARSO,4,-,-,-,-
PALUDI,24,-,-,-,-
PANETTIERI,10,1,-,-,-
PAOLA,301,9,-,-,-
PAPASIDERO,1,-,-,-,-
PARENTI,44,1,-,-,-
PATERNO CALABRO,118,-,-,-,-
