Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,1,-,-,-
ACQUAPPESA,20,1,-,-,3
ACRI,936,19,-,2,1
AIELLO CALABRO,15,-,-,-,-
AIETA,1,-,-,-,1
ALBIDONA,48,1,-,-,1
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,28,-,-,-,3
ALTOMONTE,279,3,-,1,3
ALTRA ASP,95,5,-,-,4
ALTRA REGIONE,234,6,1,1,14
AMANTEA,313,6,-,1,14
AMENDOLARA,27,-,-,-,-
APRIGLIANO,64,8,-,-,3
BELMONTE CALABRO,43,-,-,1,-
BELSITO,32,1,-,-,1
BELVEDERE MARITTIMO,281,4,-,-,39
BIANCHI,27,1,-,-,-
BISIGNANO,584,11,-,1,20
BOCCHIGLIERO,72,6,-,-,10
BONIFATI,40,1,-,-,13
BUONVICINO,44,1,-,-,19
CALOPEZZATI,32,-,-,-,-
CALOVETO,53,-,-,-,1
CAMPANA,131,3,-,-,3
CANNA,4,-,-,-,-
CARIATI,272,7,-,-,21
CAROLEI,72,-,-,-,10
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,325,13,-,1,6
CASSANO ALLO IONIO,1044,21,-,1,11
CASTIGLIONE COSENTINO,127,3,-,1,18
CASTROLIBERO,303,5,-,-,5
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,680,14,-,1,13
CELICO,183,7,-,-,-
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,48,2,-,-,2
CERISANO,71,-,-,-,3
CERVICATI,49,1,-,-,4
CERZETO,67,-,-,-,8
CETRARO,265,5,-,-,15
CIVITA,16,1,-,-,3
CLETO,21,2,-,-,1
COLOSIMI,33,-,-,-,-
CORIGLIANO-ROSSANO,4803,104,-,7,171
COSENZA,2560,57,1,5,78
CROPALATI,26,1,-,-,8
CROSIA,472,8,-,-,25
DIAMANTE,93,2,-,-,16
DIPIGNANO,152,4,-,1,4
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,62,3,-,-,3
FALCONARA ALBANESE,26,1,-,-,-
FIGLINE VEGLIATURO,44,-,-,-,1
FIRMO,31,1,-,-,1
FIUMEFREDDO BRUZIO,25,-,-,-,7
FRANCAVILLA MARITTIMA,103,4,-,-,-
FRASCINETO,65,2,-,-,-
FUSCALDO,248,1,-,-,19
GRIMALDI,39,-,-,-,-
GRISOLIA,42,-,-,-,13
GUARDIA PIEMONTESE,54,1,-,-,1
LAGO,60,1,-,-,-
LAINO BORGO,65,3,-,-,-
LAINO CASTELLO,16,-,-,-,1
LAPPANO,28,1,-,-,-
LATTARICO,168,4,-,-,-
LONGOBARDI,60,5,-,1,41
LONGOBUCCO,85,1,-,-,2
LUNGRO,66,5,-,2,-
LUZZI,382,8,-,-,21
MAIERA',24,-,-,-,1
MALITO,25,1,-,-,-
MALVITO,50,2,-,-,4
MANDATORICCIO,114,2,-,-,3
MANGONE,99,2,-,-,3
MARANO MARCHESATO,116,5,-,-,3
MARANO PRINCIPATO,124,-,-,-,6
MARZI,36,2,-,-,-
MENDICINO,341,2,-,-,15
MONGRASSANO,78,4,-,-,3
MONTALTO UFFUGO,812,11,-,-,39
MONTEGIORDANO,22,-,-,-,-
MORANO CALABRO,142,8,-,-,7
MORMANNO,124,7,-,-,-
MOTTAFOLLONE,23,1,-,-,1
NOCARA,16,-,-,-,-
ORIOLO,52,2,-,-,3
ORSOMARSO,6,-,-,-,1
PALUDI,24,-,-,-,-
PANETTIERI,10,1,-,-,-
PAOLA,349,9,-,-,16
PAPASIDERO,6,-,-,-,3
PARENTI,44,1,-,-,-
PATERNO CALABRO,118,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,1,-,-,-
PIETRAFITTA,20,-,-,-,-
PIETRAPAOLA,47,2,-,-,-
PLATACI,2,-,-,-,-
PRAIA A MARE,178,4,-,-,27
RENDE,1462,28,-,2,46
ROCCA IMPERIALE,147,1,-,-,-
ROGGIANO GRAVINA,261,7,1,-,16
ROGLIANO,196,5,-,-,-
ROSE,234,6,-,-,5
ROSETO CAPO SPULICO,72,1,-,-,4
ROTA GRECA,43,3,-,-,2
ROVITO,111,1,-,-,1
SAN BASILE,13,-,-,-,-
SAN BENEDETTO ULLANO,39,2,-,-,12
SAN COSMO ALBANESE,61,4,-,-,-
SAN DEMETRIO CORONE,48,-,-,-,1
SAN DONATO DI NINEA,41,5,-,-,1
SAN FILI,57,1,-,-,1
SAN GIORGIO ALBANESE,30,2,-,1,1
SAN GIOVANNI IN FIORE,964,25,-,-,46
SAN LORENZO BELLIZZI,1,-,-,-,-
SAN LORENZO DEL VALLO,145,-,-,-,4
SAN LUCIDO,177,6,-,-,7
SAN MARCO ARGENTANO,174,4,-,-,9
SAN MARTINO DI FINITA,68,2,-,-,4
SAN NICOLA ARCELLA,42,1,-,-,1
SAN PIETRO IN AMANTEA,2,-,-,-,1
SAN PIETRO IN GUARANO,119,5,-,-,2
SAN SOSTI,88,6,-,-,-
SAN VINCENZO LA COSTA,43,4,-,-,-
SANGINETO,35,-,-,-,6
SANTA CATERINA ALBANESE,25,-,-,-,1
SANTA DOMENICA TALAO,18,-,-,-,1
SANTA MARIA DEL CEDRO,137,4,-,-,17
SANTA SOFIA D'EPIRO,84,3,-,-,-
SANT'AGATA DI ESARO,67,2,-,-,1
SANTO STEFANO DI ROGLIANO,83,1,-,-,-
SARACENA,51,3,-,-,3
SCALA COELI,21,5,-,-,-
SCALEA,267,3,1,1,6
SCIGLIANO,9,-,-,-,-
SERRA D'AIELLO,30,-,-,-,24
SPEZZANO ALBANESE,269,9,-,1,3
SPEZZANO DELLA SILA,200,11,-,-,-
TARSIA,39,1,-,-,-
TERRANOVA DA SIBARI,437,10,-,-,2
TERRAVECCHIA,5,-,-,-,-
TORANO CASTELLO,273,14,-,-,10
TORTORA,215,3,1,-,13
TREBISACCE,219,7,-,-,9
VACCARIZZO ALBANESE,35,2,-,-,-
VERBICARO,103,4,-,-,1
