Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,38,-,-,-,-
ACRI,1000,19,-,-,-
AIELLO CALABRO,18,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,291,-,-,-,-
ALTRA ASP,134,6,-,-,-
ALTRA REGIONE,278,8,-,-,-
AMANTEA,534,9,-,-,-
AMENDOLARA,32,-,-,-,-
APRIGLIANO,72,8,-,-,-
BELMONTE CALABRO,88,-,-,-,-
BELSITO,35,-,-,-,-
BELVEDERE MARITTIMO,300,-,-,-,-
BIANCHI,40,-,-,-,-
BISIGNANO,704,13,-,-,-
BOCCHIGLIERO,77,6,-,-,-
BONIFATI,47,-,-,-,-
BUONVICINO,55,-,-,-,-
CALOPEZZATI,44,-,-,-,-
CALOVETO,60,-,-,-,-
CAMPANA,201,-,-,-,-
CANNA,7,-,-,-,-
CARIATI,317,9,-,-,-
CAROLEI,85,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,419,16,-,-,-
CASSANO ALLO IONIO,1273,23,-,-,-
CASTIGLIONE COSENTINO,147,-,-,-,-
CASTROLIBERO,387,7,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,900,17,-,-,-
CELICO,203,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,61,-,-,-,-
CERISANO,96,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,80,-,-,-,-
CETRARO,386,11,-,-,-
CIVITA,22,-,-,-,-
CLETO,35,-,-,-,-
COLOSIMI,34,-,-,-,-
CORIGLIANO-ROSSANO,5617,115,-,-,-
COSENZA,3142,63,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,614,10,-,-,-
DIAMANTE,104,-,-,-,-
