Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,190,-,-,-,-
ACQUAPPESA,264,-,-,-,-
ACRI,3103,30,-,-,-
AIELLO CALABRO,269,-,-,-,-
AIETA,35,-,-,-,-
ALBIDONA,252,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,167,-,-,-,-
ALTOMONTE,759,-,-,-,-
ALTRA ASP,1016,12,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3696,24,-,-,-
AMENDOLARA,250,-,-,-,-
APRIGLIANO,509,10,-,-,-
BELMONTE CALABRO,328,-,-,-,-
BELSITO,209,-,-,-,-
BELVEDERE MARITTIMO,1402,10,-,-,-
BIANCHI,273,-,-,-,-
BISIGNANO,1783,17,-,-,-
BOCCHIGLIERO,126,7,-,-,-
BONIFATI,326,6,-,-,-
BUONVICINO,275,-,-,-,-
CALOPEZZATI,355,-,-,-,-
CALOVETO,315,-,-,-,-
CAMPANA,266,7,-,-,-
CANNA,78,-,-,-,-
CARIATI,1065,13,-,-,-
CAROLEI,577,-,-,-,-
CARPANZANO,18,-,-,-,-
CASALI DEL MANCO,2224,20,-,-,-
CASSANO ALLO IONIO,3368,29,-,-,-
CASTIGLIONE COSENTINO,724,8,-,-,-
CASTROLIBERO,2116,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3367,26,-,-,-
CELICO,464,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,345,6,-,-,-
CERISANO,599,-,-,-,-
CERVICATI,148,-,-,-,-
CERZETO,268,-,-,-,-
CETRARO,1927,20,-,-,-
CIVITA,55,-,-,-,-
CLETO,218,-,-,-,-
COLOSIMI,272,-,-,-,-
CORIGLIANO-ROSSANO,18122,157,-,-,-
COSENZA,15329,135,-,-,-
CROPALATI,188,-,-,-,-
CROSIA,2161,15,-,-,-
DIAMANTE,604,-,-,-,-
DIPIGNANO,979,8,-,-,-
DOMANICO,245,-,-,-,-
FAGNANO CASTELLO,371,-,-,-,-
FALCONARA ALBANESE,247,-,-,-,-
FIGLINE VEGLIATURO,303,-,-,-,-
FIRMO,256,-,-,-,-
FIUMEFREDDO BRUZIO,650,-,-,-,-
FRANCAVILLA MARITTIMA,520,-,-,-,-
FRASCINETO,356,-,-,-,-
FUSCALDO,1581,8,-,-,-
GRIMALDI,366,-,-,-,-
GRISOLIA,426,-,-,-,-
GUARDIA PIEMONTESE,293,-,-,-,-
