Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,24,-,-,-,-
ACQUAPPESA,48,-,-,-,-
ACRI,1281,20,-,-,-
AIELLO CALABRO,33,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,52,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,35,-,-,-,-
ALTOMONTE,307,-,-,-,-
ALTRA ASP,206,7,-,-,-
ALTRA REGIONE,355,8,-,-,-
AMANTEA,670,14,-,-,-
AMENDOLARA,53,-,-,-,-
APRIGLIANO,106,8,-,-,-
BELMONTE CALABRO,105,-,-,-,-
BELSITO,38,-,-,-,-
BELVEDERE MARITTIMO,382,6,-,-,-
BIANCHI,53,-,-,-,-
BISIGNANO,798,14,-,-,-
BOCCHIGLIERO,107,7,-,-,-
BONIFATI,61,-,-,-,-
BUONVICINO,71,-,-,-,-
CALOPEZZATI,61,-,-,-,-
CALOVETO,73,-,-,-,-
CAMPANA,217,-,-,-,-
CANNA,12,-,-,-,-
CARIATI,482,10,-,-,-
CAROLEI,111,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,548,16,-,-,-
CASSANO ALLO IONIO,1586,25,-,-,-
CASTIGLIONE COSENTINO,164,-,-,-,-
CASTROLIBERO,509,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1159,20,-,-,-
CELICO,234,7,-,-,-
CELLARA,10,-,-,-,-
CERCHIARA DI CALABRIA,75,-,-,-,-
CERISANO,132,-,-,-,-
CERVICATI,51,-,-,-,-
CERZETO,81,-,-,-,-
CETRARO,475,13,-,-,-
CIVITA,25,-,-,-,-
CLETO,46,-,-,-,-
COLOSIMI,46,-,-,-,-
CORIGLIANO-ROSSANO,6455,122,-,-,-
COSENZA,4361,75,-,-,-
CROPALATI,30,-,-,-,-
CROSIA,657,11,-,-,-
DIAMANTE,149,-,-,-,-
DIPIGNANO,215,-,-,-,-
DOMANICO,60,-,-,-,-
FAGNANO CASTELLO,103,-,-,-,-
FALCONARA ALBANESE,71,-,-,-,-
FIGLINE VEGLIATURO,92,-,-,-,-
FIRMO,35,-,-,-,-
FIUMEFREDDO BRUZIO,103,-,-,-,-
FRANCAVILLA MARITTIMA,156,-,-,-,-
FRASCINETO,81,-,-,-,-
FUSCALDO,349,-,-,-,-
GRIMALDI,54,-,-,-,-
GRISOLIA,89,-,-,-,-
GUARDIA PIEMONTESE,83,-,-,-,-
LAGO,84,-,-,-,-
LAINO BORGO,97,-,-,-,-
LAINO CASTELLO,39,-,-,-,-
LAPPANO,55,-,-,-,-
LATTARICO,214,-,-,-,-
LONGOBARDI,129,15,-,-,-
LONGOBUCCO,167,-,-,-,-
LUNGRO,76,-,-,-,-
LUZZI,664,11,-,-,-
MAIERA',42,-,-,-,-
MALITO,29,-,-,-,-
MALVITO,81,-,-,-,-
MANDATORICCIO,181,-,-,-,-
MANGONE,162,-,-,-,-
MARANO MARCHESATO,191,6,-,-,-
MARANO PRINCIPATO,163,-,-,-,-
MARZI,60,-,-,-,-
MENDICINO,608,-,-,-,-
MONGRASSANO,107,-,-,-,-
MONTALTO UFFUGO,1360,14,-,-,-
MONTEGIORDANO,53,-,-,-,-
MORANO CALABRO,227,8,-,-,-
MORMANNO,131,7,-,-,-
MOTTAFOLLONE,26,-,-,-,-
NOCARA,21,-,-,-,-
ORIOLO,59,-,-,-,-
ORSOMARSO,19,-,-,-,-
PALUDI,31,-,-,-,-
PANETTIERI,14,-,-,-,-
PAOLA,653,12,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,80,-,-,-,-
PATERNO CALABRO,138,-,-,-,-
PEDIVIGLIANO,80,-,-,-,-
PIANE CRATI,73,-,-,-,-
PIETRAFITTA,30,-,-,-,-
PIETRAPAOLA,74,-,-,-,-
PLATACI,32,-,-,-,-
PRAIA A MARE,282,-,-,-,-
RENDE,2356,34,-,-,-
ROCCA IMPERIALE,202,-,-,-,-
ROGGIANO GRAVINA,354,10,-,-,-
ROGLIANO,325,-,-,-,-
ROSE,378,6,-,-,-
ROSETO CAPO SPULICO,92,-,-,-,-
ROTA GRECA,55,-,-,-,-
ROVITO,210,-,-,-,-
SAN BASILE,18,-,-,-,-
SAN BENEDETTO ULLANO,73,-,-,-,-
SAN COSMO ALBANESE,65,-,-,-,-
SAN DEMETRIO CORONE,112,-,-,-,-
SAN DONATO DI NINEA,45,-,-,-,-
SAN FILI,102,-,-,-,-
SAN GIORGIO ALBANESE,41,-,-,-,-
SAN GIOVANNI IN FIORE,1747,28,-,-,-
SAN LORENZO BELLIZZI,6,-,-,-,-
SAN LORENZO DEL VALLO,204,-,-,-,-
SAN LUCIDO,385,6,-,-,-
SAN MARCO ARGENTANO,242,6,-,-,-
SAN MARTINO DI FINITA,73,-,-,-,-
SAN NICOLA ARCELLA,73,-,-,-,-
SAN PIETRO IN AMANTEA,11,-,-,-,-
SAN PIETRO IN GUARANO,178,-,-,-,-
SAN SOSTI,114,6,-,-,-
SAN VINCENZO LA COSTA,72,-,-,-,-
SANGINETO,45,-,-,-,-
SANTA CATERINA ALBANESE,32,-,-,-,-
SANTA DOMENICA TALAO,21,-,-,-,-
SANTA MARIA DEL CEDRO,209,-,-,-,-
SANTA SOFIA D'EPIRO,121,-,-,-,-
SANT'AGATA DI ESARO,87,-,-,-,-
SANTO STEFANO DI ROGLIANO,128,-,-,-,-
SARACENA,80,-,-,-,-
SCALA COELI,27,-,-,-,-
SCALEA,432,-,-,-,-
SCIGLIANO,18,-,-,-,-
SERRA D'AIELLO,36,-,-,-,-
SPEZZANO ALBANESE,444,11,-,-,-
SPEZZANO DELLA SILA,295,11,-,-,-
TARSIA,63,-,-,-,-
TERRANOVA DA SIBARI,490,11,-,-,-
TERRAVECCHIA,8,-,-,-,-
TORANO CASTELLO,376,15,-,-,-
TORTORA,270,-,-,-,-
TREBISACCE,352,9,-,-,-
VACCARIZZO ALBANESE,55,-,-,-,-
VERBICARO,117,-,-,-,-
VILLAPIANA,282,-,-,-,-
ZUMPANO,203,-,-,-,-
