Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,50,-,-,-,-
ACQUAPPESA,81,-,-,-,-
ACRI,1540,24,-,-,-
AIELLO CALABRO,63,-,-,-,-
AIETA,6,-,-,-,-
ALBIDONA,66,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,49,-,-,-,-
ALTOMONTE,375,-,-,-,-
ALTRA ASP,632,7,-,-,-
ALTRA REGIONE,517,10,-,-,-
AMANTEA,1073,17,-,-,-
AMENDOLARA,70,-,-,-,-
APRIGLIANO,213,8,-,-,-
BELMONTE CALABRO,135,-,-,-,-
BELSITO,64,-,-,-,-
BELVEDERE MARITTIMO,507,7,-,-,-
BIANCHI,86,-,-,-,-
BISIGNANO,1024,14,-,-,-
BOCCHIGLIERO,110,7,-,-,-
BONIFATI,126,-,-,-,-
BUONVICINO,91,-,-,-,-
CALOPEZZATI,76,-,-,-,-
CALOVETO,102,-,-,-,-
CAMPANA,222,6,-,-,-
CANNA,32,-,-,-,-
CARIATI,538,11,-,-,-
CAROLEI,218,-,-,-,-
CARPANZANO,6,-,-,-,-
CASALI DEL MANCO,819,18,-,-,-
CASSANO ALLO IONIO,1860,28,-,-,-
CASTIGLIONE COSENTINO,238,-,-,-,-
CASTROLIBERO,912,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1475,21,-,-,-
CELICO,316,7,-,-,-
CELLARA,26,-,-,-,-
CERCHIARA DI CALABRIA,141,-,-,-,-
CERISANO,233,-,-,-,-
CERVICATI,62,-,-,-,-
CERZETO,118,-,-,-,-
CETRARO,743,15,-,-,-
CIVITA,27,-,-,-,-
CLETO,78,-,-,-,-
COLOSIMI,93,-,-,-,-
CORIGLIANO-ROSSANO,8926,143,-,-,-
COSENZA,6968,98,-,-,-
CROPALATI,46,-,-,-,-
CROSIA,956,12,-,-,-
DIAMANTE,186,-,-,-,-
DIPIGNANO,437,7,-,-,-
DOMANICO,78,-,-,-,-
FAGNANO CASTELLO,134,-,-,-,-
FALCONARA ALBANESE,96,-,-,-,-
FIGLINE VEGLIATURO,119,-,-,-,-
FIRMO,61,-,-,-,-
FIUMEFREDDO BRUZIO,168,-,-,-,-
FRANCAVILLA MARITTIMA,194,-,-,-,-
FRASCINETO,100,-,-,-,-
FUSCALDO,701,-,-,-,-
GRIMALDI,98,-,-,-,-
GRISOLIA,130,-,-,-,-
GUARDIA PIEMONTESE,128,-,-,-,-
LAGO,120,-,-,-,-
LAINO BORGO,142,-,-,-,-
LAINO CASTELLO,50,-,-,-,-
LAPPANO,88,-,-,-,-
LATTARICO,372,-,-,-,-
LONGOBARDI,173,16,-,-,-
LONGOBUCCO,218,-,-,-,-
LUNGRO,107,-,-,-,-
