Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,21,1,-,-,-
ACQUAPPESA,13,1,-,-,-
ACRI,862,16,-,-,14
AIELLO CALABRO,15,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,47,1,-,-,1
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,25,-,-,-,-
ALTOMONTE,222,2,-,1,2
ALTRA ASP,88,5,-,-,2
ALTRA REGIONE,137,3,-,2,44
AMANTEA,260,6,-,-,15
AMENDOLARA,23,-,-,-,1
APRIGLIANO,61,8,-,-,-
BELMONTE CALABRO,39,-,-,-,1
BELSITO,31,1,-,-,1
BELVEDERE MARITTIMO,232,4,-,-,6
BIANCHI,27,1,-,-,2
BISIGNANO,539,10,-,-,12
BOCCHIGLIERO,36,5,-,-,-
BONIFATI,26,1,-,-,1
BUONVICINO,25,1,-,-,1
CALOPEZZATI,30,-,-,-,-
CALOVETO,52,-,-,-,-
CAMPANA,127,3,-,-,-
CANNA,3,-,-,-,-
CARIATI,235,6,-,1,2
CAROLEI,58,-,-,-,1
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,293,13,-,-,9
CASSANO ALLO IONIO,879,17,-,1,16
CASTIGLIONE COSENTINO,106,3,-,-,-
CASTROLIBERO,285,5,-,-,3
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,616,12,-,4,47
CELICO,175,6,-,-,-
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,43,2,-,-,1
CERISANO,68,-,-,-,1
CERVICATI,45,1,-,-,-
CERZETO,55,-,-,-,-
CETRARO,239,5,-,-,1
CIVITA,10,1,-,-,-
CLETO,19,1,-,-,-
COLOSIMI,32,-,-,1,14
CORIGLIANO-ROSSANO,4148,87,2,7,135
COSENZA,2386,56,-,2,74
CROPALATI,17,-,-,-,-
CROSIA,420,8,-,-,1
DIAMANTE,67,2,-,-,1
DIPIGNANO,141,4,-,-,7
DOMANICO,54,-,-,-,-
FAGNANO CASTELLO,53,3,-,-,2
FALCONARA ALBANESE,23,1,-,-,-
FIGLINE VEGLIATURO,42,-,-,-,-
FIRMO,18,-,-,1,6
FIUMEFREDDO BRUZIO,17,-,-,-,-
FRANCAVILLA MARITTIMA,96,4,-,-,12
FRASCINETO,65,2,-,-,1
FUSCALDO,221,-,-,-,-
GRIMALDI,38,-,-,-,-
GRISOLIA,25,-,-,-,4
GUARDIA PIEMONTESE,50,1,-,-,1
LAGO,57,1,-,-,10
LAINO BORGO,56,3,-,-,-
LAINO CASTELLO,7,-,-,-,-
LAPPANO,25,1,-,-,2
LATTARICO,160,4,-,1,9
LONGOBARDI,13,-,-,-,-
LONGOBUCCO,77,1,-,-,-
LUNGRO,58,5,-,1,1
LUZZI,339,7,-,-,4
MAIERA',23,-,-,-,-
MALITO,21,1,-,-,-
MALVITO,31,2,-,-,-
MANDATORICCIO,109,2,-,-,-
MANGONE,92,2,-,-,-
MARANO MARCHESATO,111,5,-,-,-
MARANO PRINCIPATO,115,-,-,-,11
MARZI,35,2,-,-,-
MENDICINO,307,1,-,-,10
MONGRASSANO,62,2,-,2,2
MONTALTO UFFUGO,733,10,-,1,11
MONTEGIORDANO,21,-,-,-,-
MORANO CALABRO,128,4,1,2,28
MORMANNO,121,7,-,-,5
MOTTAFOLLONE,17,1,-,-,2
NOCARA,16,-,-,-,-
ORIOLO,43,2,-,-,2
ORSOMARSO,4,-,-,-,-
PALUDI,24,-,-,-,-
PANETTIERI,10,1,-,-,-
PAOLA,302,9,-,1,-
PAPASIDERO,1,-,-,-,-
PARENTI,44,1,-,-,-
PATERNO CALABRO,118,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,1,-,-,-
PIETRAFITTA,20,-,-,-,-
PIETRAPAOLA,47,2,-,-,1
PLATACI,2,-,-,-,-
PRAIA A MARE,144,4,-,1,19
RENDE,1378,27,-,4,31
ROCCA IMPERIALE,142,1,-,-,-
ROGGIANO GRAVINA,198,6,-,-,4
ROGLIANO,196,5,-,-,2
ROSE,227,5,-,1,4
ROSETO CAPO SPULICO,55,1,-,-,24
ROTA GRECA,36,3,-,-,1
ROVITO,110,1,-,-,2
SAN BASILE,13,-,-,-,1
SAN BENEDETTO ULLANO,27,2,-,-,-
SAN COSMO ALBANESE,61,4,-,-,-
SAN DEMETRIO CORONE,42,-,-,-,-
SAN DONATO DI NINEA,28,5,-,-,1
SAN FILI,55,1,-,-,-
SAN GIORGIO ALBANESE,28,2,-,-,1
SAN GIOVANNI IN FIORE,877,25,-,-,7
SAN LORENZO BELLIZZI,1,-,-,-,-
SAN LORENZO DEL VALLO,117,-,-,-,21
SAN LUCIDO,159,5,-,-,1
SAN MARCO ARGENTANO,150,4,-,-,2
SAN MARTINO DI FINITA,64,2,-,-,5
SAN NICOLA ARCELLA,22,1,-,-,2
SAN PIETRO IN AMANTEA,1,-,-,-,-
SAN PIETRO IN GUARANO,114,5,-,-,-
SAN SOSTI,88,6,-,-,1
SAN VINCENZO LA COSTA,43,4,-,-,1
SANGINETO,25,-,-,-,-
SANTA CATERINA ALBANESE,22,-,-,-,8
SANTA DOMENICA TALAO,16,-,-,-,-
SANTA MARIA DEL CEDRO,87,3,-,-,2
SANTA SOFIA D'EPIRO,78,2,-,1,2
SANT'AGATA DI ESARO,40,2,-,-,-
SANTO STEFANO DI ROGLIANO,83,1,-,-,-
SARACENA,44,3,-,-,5
SCALA COELI,20,5,-,-,-
SCALEA,189,3,-,-,16
SCIGLIANO,8,-,-,-,-
SERRA D'AIELLO,4,-,-,-,1
SPEZZANO ALBANESE,239,8,-,-,21
SPEZZANO DELLA SILA,199,10,-,1,4
TARSIA,36,1,-,-,3
TERRANOVA DA SIBARI,430,9,-,3,60
TERRAVECCHIA,5,-,-,-,-
TORANO CASTELLO,258,14,-,-,4
TORTORA,196,3,-,-,2
TREBISACCE,161,6,-,4,13
VACCARIZZO ALBANESE,35,1,-,-,-
VERBICARO,101,4,-,-,1
VILLAPIANA,105,-,-,-,7
ZUMPANO,147,3,-,-,1
