Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,182,-,-,-,-
ACRI,2300,29,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,186,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,120,-,-,-,-
ALTOMONTE,624,-,-,-,-
ALTRA ASP,920,11,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2538,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,448,10,-,-,-
BELMONTE CALABRO,243,-,-,-,-
BELSITO,170,-,-,-,-
BELVEDERE MARITTIMO,1082,10,-,-,-
BIANCHI,240,-,-,-,-
BISIGNANO,1423,17,-,-,-
BOCCHIGLIERO,120,7,-,-,-
BONIFATI,226,-,-,-,-
BUONVICINO,190,-,-,-,-
CALOPEZZATI,209,-,-,-,-
CALOVETO,206,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,820,12,-,-,-
CAROLEI,428,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1768,20,-,-,-
CASSANO ALLO IONIO,2587,29,-,-,-
CASTIGLIONE COSENTINO,502,-,-,-,-
CASTROLIBERO,1672,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2495,25,-,-,-
CELICO,423,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,227,-,-,-,-
CERISANO,494,-,-,-,-
CERVICATI,118,-,-,-,-
CERZETO,226,-,-,-,-
CETRARO,1537,20,-,-,-
CIVITA,42,-,-,-,-
CLETO,120,-,-,-,-
COLOSIMI,183,-,-,-,-
CORIGLIANO-ROSSANO,13936,151,-,-,-
COSENZA,12062,123,-,-,-
CROPALATI,139,-,-,-,-
CROSIA,1502,13,-,-,-
DIAMANTE,353,-,-,-,-
DIPIGNANO,786,8,-,-,-
DOMANICO,175,-,-,-,-
FAGNANO CASTELLO,305,-,-,-,-
FALCONARA ALBANESE,213,-,-,-,-
FIGLINE VEGLIATURO,235,-,-,-,-
FIRMO,175,-,-,-,-
FIUMEFREDDO BRUZIO,478,-,-,-,-
FRANCAVILLA MARITTIMA,368,-,-,-,-
FRASCINETO,260,-,-,-,-
FUSCALDO,1222,8,-,-,-
GRIMALDI,222,-,-,-,-
GRISOLIA,361,-,-,-,-
GUARDIA PIEMONTESE,183,-,-,-,-
LAGO,346,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,117,-,-,-,-
LAPPANO,127,-,-,-,-
LATTARICO,668,6,-,-,-
LONGOBARDI,276,17,-,-,-
LONGOBUCCO,466,-,-,-,-
LUNGRO,222,6,-,-,-
LUZZI,1449,14,-,-,-
MAIERA',122,-,-,-,-
MALITO,85,-,-,-,-
MALVITO,182,6,-,-,-
MANDATORICCIO,418,-,-,-,-
MANGONE,318,-,-,-,-
