Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,180,-,-,-,-
ACRI,2282,29,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,183,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,117,-,-,-,-
ALTOMONTE,621,-,-,-,-
ALTRA ASP,915,10,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2517,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,440,10,-,-,-
BELMONTE CALABRO,238,-,-,-,-
BELSITO,170,-,-,-,-
BELVEDERE MARITTIMO,1061,10,-,-,-
BIANCHI,237,-,-,-,-
BISIGNANO,1414,17,-,-,-
BOCCHIGLIERO,119,7,-,-,-
BONIFATI,223,-,-,-,-
BUONVICINO,185,-,-,-,-
CALOPEZZATI,208,-,-,-,-
CALOVETO,206,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,816,12,-,-,-
CAROLEI,420,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1733,20,-,-,-
CASSANO ALLO IONIO,2566,29,-,-,-
CASTIGLIONE COSENTINO,500,-,-,-,-
CASTROLIBERO,1647,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2470,25,-,-,-
CELICO,422,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,226,-,-,-,-
CERISANO,489,-,-,-,-
CERVICATI,114,-,-,-,-
CERZETO,224,-,-,-,-
CETRARO,1490,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,117,-,-,-,-
COLOSIMI,183,-,-,-,-
CORIGLIANO-ROSSANO,13834,150,-,-,-
COSENZA,11877,123,-,-,-
CROPALATI,138,-,-,-,-
CROSIA,1479,13,-,-,-
DIAMANTE,339,-,-,-,-
DIPIGNANO,781,8,-,-,-
DOMANICO,174,-,-,-,-
FAGNANO CASTELLO,303,-,-,-,-
FALCONARA ALBANESE,210,-,-,-,-
FIGLINE VEGLIATURO,229,-,-,-,-
FIRMO,173,-,-,-,-
FIUMEFREDDO BRUZIO,472,-,-,-,-
FRANCAVILLA MARITTIMA,368,-,-,-,-
FRASCINETO,259,-,-,-,-
FUSCALDO,1213,8,-,-,-
GRIMALDI,219,-,-,-,-
GRISOLIA,354,-,-,-,-
GUARDIA PIEMONTESE,178,-,-,-,-
LAGO,340,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,117,-,-,-,-
LAPPANO,123,-,-,-,-
LATTARICO,653,6,-,-,-
LONGOBARDI,274,17,-,-,-
LONGOBUCCO,448,-,-,-,-
LUNGRO,220,6,-,-,-
LUZZI,1437,14,-,-,-
MAIERA',111,-,-,-,-
MALITO,81,-,-,-,-
MALVITO,181,6,-,-,-
MANDATORICCIO,415,-,-,-,-
MANGONE,316,-,-,-,-
MARANO MARCHESATO,596,8,-,-,-
MARANO PRINCIPATO,453,-,-,-,-
MARZI,183,-,-,-,-
MENDICINO,1636,6,-,-,-
MONGRASSANO,293,-,-,-,-
MONTALTO UFFUGO,4129,22,-,-,-
MONTEGIORDANO,216,-,-,-,-
MORANO CALABRO,263,9,-,-,-
MORMANNO,193,8,-,-,-
MOTTAFOLLONE,97,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,158,-,-,-,-
PALUDI,109,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1949,24,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,395,-,-,-,-
PATERNO CALABRO,283,-,-,-,-
PEDIVIGLIANO,108,-,-,-,-
PIANE CRATI,245,-,-,-,-
PIETRAFITTA,149,-,-,-,-
PIETRAPAOLA,160,-,-,-,-
PLATACI,65,-,-,-,-
PRAIA A MARE,490,7,-,-,-
RENDE,6865,46,-,-,-
ROCCA IMPERIALE,287,-,-,-,-
ROGGIANO GRAVINA,994,13,-,-,-
ROGLIANO,1044,8,-,-,-
ROSE,724,8,-,-,-
ROSETO CAPO SPULICO,147,-,-,-,-
ROTA GRECA,133,-,-,-,-
ROVITO,375,-,-,-,-
SAN BASILE,74,-,-,-,-
SAN BENEDETTO ULLANO,218,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,304,-,-,-,-
SAN DONATO DI NINEA,145,-,-,-,-
SAN FILI,383,-,-,-,-
SAN GIORGIO ALBANESE,134,-,-,-,-
SAN GIOVANNI IN FIORE,2857,32,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,308,-,-,-,-
SAN LUCIDO,680,8,-,-,-
SAN MARCO ARGENTANO,1059,7,-,-,-
SAN MARTINO DI FINITA,126,-,-,-,-
SAN NICOLA ARCELLA,193,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,587,8,-,-,-
SAN SOSTI,234,7,-,-,-
SAN VINCENZO LA COSTA,386,-,-,-,-
SANGINETO,125,-,-,-,-
SANTA CATERINA ALBANESE,75,-,-,-,-
SANTA DOMENICA TALAO,53,-,-,-,-
SANTA MARIA DEL CEDRO,559,-,-,-,-
SANTA SOFIA D'EPIRO,174,7,-,-,-
SANT'AGATA DI ESARO,107,-,-,-,-
SANTO STEFANO DI ROGLIANO,418,-,-,-,-
SARACENA,533,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1278,8,-,-,-
SCIGLIANO,106,-,-,-,-
SERRA D'AIELLO,91,-,-,-,-
SPEZZANO ALBANESE,868,16,-,-,-
SPEZZANO DELLA SILA,668,13,-,-,-
TARSIA,208,-,-,-,-
TERRANOVA DA SIBARI,816,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,673,19,-,-,-
TORTORA,453,7,-,-,-
TREBISACCE,1006,11,-,-,-
VACCARIZZO ALBANESE,131,-,-,-,-
VERBICARO,195,6,-,-,-
VILLAPIANA,565,-,-,-,-
ZUMPANO,571,-,-,-,-
