Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,25,-,-,-,-
ACQUAPPESA,52,-,-,-,-
ACRI,1310,21,-,-,-
AIELLO CALABRO,40,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,55,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,39,-,-,-,-
ALTOMONTE,310,-,-,-,-
ALTRA ASP,232,7,-,-,-
ALTRA REGIONE,371,8,-,-,-
AMANTEA,731,16,-,-,-
AMENDOLARA,60,-,-,-,-
APRIGLIANO,133,8,-,-,-
BELMONTE CALABRO,119,-,-,-,-
BELSITO,48,-,-,-,-
BELVEDERE MARITTIMO,410,6,-,-,-
BIANCHI,60,-,-,-,-
BISIGNANO,826,14,-,-,-
BOCCHIGLIERO,107,7,-,-,-
BONIFATI,67,-,-,-,-
BUONVICINO,73,-,-,-,-
CALOPEZZATI,61,-,-,-,-
CALOVETO,74,-,-,-,-
CAMPANA,219,-,-,-,-
CANNA,17,-,-,-,-
CARIATI,491,11,-,-,-
CAROLEI,122,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,592,16,-,-,-
CASSANO ALLO IONIO,1640,27,-,-,-
CASTIGLIONE COSENTINO,171,-,-,-,-
CASTROLIBERO,555,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1194,21,-,-,-
CELICO,248,7,-,-,-
CELLARA,10,-,-,-,-
CERCHIARA DI CALABRIA,81,-,-,-,-
CERISANO,150,-,-,-,-
CERVICATI,52,-,-,-,-
CERZETO,86,-,-,-,-
CETRARO,511,13,-,-,-
CIVITA,25,-,-,-,-
CLETO,53,-,-,-,-
COLOSIMI,55,-,-,-,-
CORIGLIANO-ROSSANO,6857,133,-,-,-
COSENZA,4942,87,-,-,-
CROPALATI,31,-,-,-,-
CROSIA,665,11,-,-,-
DIAMANTE,160,-,-,-,-
DIPIGNANO,243,-,-,-,-
DOMANICO,60,-,-,-,-
FAGNANO CASTELLO,109,-,-,-,-
FALCONARA ALBANESE,78,-,-,-,-
FIGLINE VEGLIATURO,93,-,-,-,-
FIRMO,39,-,-,-,-
FIUMEFREDDO BRUZIO,118,-,-,-,-
FRANCAVILLA MARITTIMA,159,-,-,-,-
FRASCINETO,86,-,-,-,-
FUSCALDO,372,-,-,-,-
GRIMALDI,68,-,-,-,-
GRISOLIA,95,-,-,-,-
GUARDIA PIEMONTESE,106,-,-,-,-
LAGO,97,-,-,-,-
LAINO BORGO,97,-,-,-,-
LAINO CASTELLO,39,-,-,-,-
LAPPANO,63,-,-,-,-
LATTARICO,283,-,-,-,-
LONGOBARDI,159,15,-,-,-
LONGOBUCCO,172,-,-,-,-
LUNGRO,82,-,-,-,-
LUZZI,698,13,-,-,-
MAIERA',44,-,-,-,-
MALITO,29,-,-,-,-
MALVITO,83,-,-,-,-
MANDATORICCIO,185,-,-,-,-
MANGONE,173,-,-,-,-
MARANO MARCHESATO,210,8,-,-,-
MARANO PRINCIPATO,178,-,-,-,-
MARZI,69,-,-,-,-
MENDICINO,660,-,-,-,-
MONGRASSANO,110,-,-,-,-
MONTALTO UFFUGO,1484,16,-,-,-
MONTEGIORDANO,61,-,-,-,-
MORANO CALABRO,229,8,-,-,-
MORMANNO,136,7,-,-,-
MOTTAFOLLONE,27,-,-,-,-
NOCARA,23,-,-,-,-
ORIOLO,71,-,-,-,-
ORSOMARSO,43,-,-,-,-
PALUDI,33,-,-,-,-
PANETTIERI,16,-,-,-,-
PAOLA,724,15,-,-,-
PAPASIDERO,8,-,-,-,-
PARENTI,83,-,-,-,-
PATERNO CALABRO,141,-,-,-,-
PEDIVIGLIANO,81,-,-,-,-
PIANE CRATI,75,-,-,-,-
PIETRAFITTA,33,-,-,-,-
PIETRAPAOLA,75,-,-,-,-
PLATACI,32,-,-,-,-
PRAIA A MARE,284,6,-,-,-
RENDE,2587,37,-,-,-
ROCCA IMPERIALE,216,-,-,-,-
ROGGIANO GRAVINA,385,10,-,-,-
ROGLIANO,353,-,-,-,-
ROSE,393,7,-,-,-
ROSETO CAPO SPULICO,116,-,-,-,-
