Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,1,-,-,1
ACQUAPPESA,18,1,-,-,5
ACRI,928,17,1,2,46
AIELLO CALABRO,15,-,-,-,1
AIETA,-,-,-,-,-
ALBIDONA,48,1,-,-,1
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,25,-,-,-,-
ALTOMONTE,271,3,-,3,19
ALTRA ASP,93,5,-,-,5
ALTRA REGIONE,208,4,-,-,46
AMANTEA,291,6,-,1,20
AMENDOLARA,27,-,-,-,2
APRIGLIANO,61,8,-,-,-
BELMONTE CALABRO,43,-,-,1,4
BELSITO,31,1,-,-,-
BELVEDERE MARITTIMO,260,4,-,2,29
BIANCHI,27,1,-,-,-
BISIGNANO,564,10,-,-,24
BOCCHIGLIERO,38,5,-,-,1
BONIFATI,29,1,-,-,3
BUONVICINO,32,1,-,-,7
CALOPEZZATI,32,-,-,-,-
CALOVETO,52,-,-,-,-
CAMPANA,128,3,-,-,-
CANNA,4,-,-,-,1
CARIATI,244,7,-,-,7
CAROLEI,65,-,-,-,7
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,311,13,-,-,14
CASSANO ALLO IONIO,1006,20,-,3,100
CASTIGLIONE COSENTINO,110,3,-,-,4
CASTROLIBERO,295,5,-,-,8
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,653,14,-,2,31
CELICO,182,7,-,-,3
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,44,2,-,-,-
CERISANO,68,-,-,-,-
CERVICATI,44,1,-,-,-
CERZETO,62,-,-,-,6
CETRARO,256,5,-,-,17
CIVITA,13,1,-,-,2
CLETO,20,1,-,1,-
COLOSIMI,33,-,-,-,-
CORIGLIANO-ROSSANO,4464,100,-,8,262
COSENZA,2468,56,1,3,86
CROPALATI,17,-,-,-,-
CROSIA,437,8,-,-,15
DIAMANTE,80,2,-,1,14
DIPIGNANO,145,4,-,-,4
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,57,3,-,-,3
FALCONARA ALBANESE,26,1,-,-,2
FIGLINE VEGLIATURO,43,-,-,-,1
FIRMO,25,1,-,-,7
FIUMEFREDDO BRUZIO,17,-,-,-,-
FRANCAVILLA MARITTIMA,100,4,-,1,3
FRASCINETO,65,2,-,-,-
FUSCALDO,239,1,-,-,17
GRIMALDI,39,-,-,-,1
GRISOLIA,29,-,-,-,4
GUARDIA PIEMONTESE,53,1,-,-,3
LAGO,60,1,-,-,1
LAINO BORGO,65,3,-,-,8
