Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,27,-,-,-,-
ACRI,963,19,-,-,-
AIELLO CALABRO,15,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,290,-,-,-,-
ALTRA ASP,114,6,-,-,-
ALTRA REGIONE,259,8,-,-,-
AMANTEA,408,7,-,-,-
AMENDOLARA,31,-,-,-,-
APRIGLIANO,67,8,-,-,-
BELMONTE CALABRO,64,-,-,-,-
BELSITO,33,-,-,-,-
BELVEDERE MARITTIMO,292,-,-,-,-
BIANCHI,39,-,-,-,-
BISIGNANO,663,12,-,-,-
BOCCHIGLIERO,76,6,-,-,-
BONIFATI,43,-,-,-,-
BUONVICINO,45,-,-,-,-
CALOPEZZATI,44,-,-,-,-
CALOVETO,60,-,-,-,-
CAMPANA,196,-,-,-,-
CANNA,-,-,-,-,-
CARIATI,313,8,-,-,-
CAROLEI,80,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,390,14,-,-,-
CASSANO ALLO IONIO,1192,21,-,-,-
CASTIGLIONE COSENTINO,141,-,-,-,-
CASTROLIBERO,363,6,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,824,15,-,-,-
CELICO,199,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,58,-,-,-,-
CERISANO,95,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,79,-,-,-,-
CETRARO,337,10,-,-,-
CIVITA,22,-,-,-,-
CLETO,32,-,-,-,-
COLOSIMI,34,-,-,-,-
CORIGLIANO-ROSSANO,5414,112,-,-,-
COSENZA,2892,62,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,600,10,-,-,-
DIAMANTE,97,-,-,-,-
DIPIGNANO,171,-,-,-,-
DOMANICO,54,-,-,-,-
FAGNANO CASTELLO,83,-,-,-,-
FALCONARA ALBANESE,34,-,-,-,-
FIGLINE VEGLIATURO,43,-,-,-,-
FIRMO,32,-,-,-,-
FIUMEFREDDO BRUZIO,53,-,-,-,-
FRANCAVILLA MARITTIMA,125,-,-,-,-
FRASCINETO,70,-,-,-,-
FUSCALDO,262,-,-,-,-
GRIMALDI,39,-,-,-,-
GRISOLIA,46,-,-,-,-
GUARDIA PIEMONTESE,59,-,-,-,-
LAGO,61,-,-,-,-
LAINO BORGO,82,-,-,-,-
LAINO CASTELLO,17,-,-,-,-
LAPPANO,33,-,-,-,-
LATTARICO,181,-,-,-,-
LONGOBARDI,76,10,-,-,-
LONGOBUCCO,144,-,-,-,-
LUNGRO,68,-,-,-,-
LUZZI,501,9,-,-,-
MAIERA',34,-,-,-,-
MALITO,26,-,-,-,-
MALVITO,57,-,-,-,-
MANDATORICCIO,124,-,-,-,-
MANGONE,103,-,-,-,-
MARANO MARCHESATO,130,6,-,-,-
MARANO PRINCIPATO,130,-,-,-,-
MARZI,42,-,-,-,-
MENDICINO,426,-,-,-,-
MONGRASSANO,78,-,-,-,-
MONTALTO UFFUGO,1011,11,-,-,-
MONTEGIORDANO,35,-,-,-,-
MORANO CALABRO,165,8,-,-,-
MORMANNO,127,7,-,-,-
MOTTAFOLLONE,26,-,-,-,-
NOCARA,19,-,-,-,-
ORIOLO,56,-,-,-,-
ORSOMARSO,11,-,-,-,-
PALUDI,25,-,-,-,-
PANETTIERI,10,-,-,-,-
PAOLA,383,9,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,46,-,-,-,-
PATERNO CALABRO,119,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,-,-,-,-
PIETRAFITTA,26,-,-,-,-
PIETRAPAOLA,54,-,-,-,-
PLATACI,10,-,-,-,-
PRAIA A MARE,179,-,-,-,-
RENDE,1690,30,-,-,-
ROCCA IMPERIALE,168,-,-,-,-
ROGGIANO GRAVINA,318,9,-,-,-
ROGLIANO,231,-,-,-,-
ROSE,286,6,-,-,-
ROSETO CAPO SPULICO,76,-,-,-,-
ROTA GRECA,52,-,-,-,-
ROVITO,136,-,-,-,-
SAN BASILE,18,-,-,-,-
SAN BENEDETTO ULLANO,61,-,-,-,-
SAN COSMO ALBANESE,63,-,-,-,-
SAN DEMETRIO CORONE,59,-,-,-,-
SAN DONATO DI NINEA,44,-,-,-,-
SAN FILI,64,-,-,-,-
SAN GIORGIO ALBANESE,31,-,-,-,-
SAN GIOVANNI IN FIORE,1231,25,-,-,-
SAN LORENZO BELLIZZI,-,-,-,-,-
SAN LORENZO DEL VALLO,181,-,-,-,-
SAN LUCIDO,244,6,-,-,-
SAN MARCO ARGENTANO,209,-,-,-,-
SAN MARTINO DI FINITA,69,-,-,-,-
SAN NICOLA ARCELLA,45,-,-,-,-
SAN PIETRO IN AMANTEA,-,-,-,-,-
SAN PIETRO IN GUARANO,149,-,-,-,-
SAN SOSTI,110,6,-,-,-
SAN VINCENZO LA COSTA,61,-,-,-,-
SANGINETO,35,-,-,-,-
SANTA CATERINA ALBANESE,29,-,-,-,-
SANTA DOMENICA TALAO,19,-,-,-,-
SANTA MARIA DEL CEDRO,143,-,-,-,-
SANTA SOFIA D'EPIRO,89,-,-,-,-
SANT'AGATA DI ESARO,73,-,-,-,-
SANTO STEFANO DI ROGLIANO,89,-,-,-,-
SARACENA,60,-,-,-,-
SCALA COELI,21,-,-,-,-
SCALEA,298,-,-,-,-
SCIGLIANO,9,-,-,-,-
SERRA D'AIELLO,31,-,-,-,-
SPEZZANO ALBANESE,387,11,-,-,-
