Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,174,-,-,-,-
ACQUAPPESA,213,-,-,-,-
ACRI,2818,29,-,-,-
AIELLO CALABRO,193,-,-,-,-
AIETA,16,-,-,-,-
ALBIDONA,224,-,-,-,-
ALESSANDRIA DEL CARRETTO,26,-,-,-,-
ALTILIA,153,-,-,-,-
ALTOMONTE,694,-,-,-,-
ALTRA ASP,959,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3118,22,-,-,-
AMENDOLARA,221,-,-,-,-
APRIGLIANO,477,10,-,-,-
BELMONTE CALABRO,281,-,-,-,-
BELSITO,185,-,-,-,-
BELVEDERE MARITTIMO,1251,10,-,-,-
BIANCHI,266,-,-,-,-
BISIGNANO,1597,17,-,-,-
BOCCHIGLIERO,123,7,-,-,-
BONIFATI,270,-,-,-,-
BUONVICINO,239,-,-,-,-
CALOPEZZATI,275,-,-,-,-
CALOVETO,250,-,-,-,-
CAMPANA,253,6,-,-,-
CANNA,71,-,-,-,-
CARIATI,898,13,-,-,-
CAROLEI,490,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,2003,20,-,-,-
CASSANO ALLO IONIO,2858,29,-,-,-
CASTIGLIONE COSENTINO,603,6,-,-,-
CASTROLIBERO,1892,15,-,-,-
CASTROREGIO,37,-,-,-,-
CASTROVILLARI,2900,25,-,-,-
CELICO,451,7,-,-,-
CELLARA,89,-,-,-,-
CERCHIARA DI CALABRIA,279,-,-,-,-
CERISANO,533,-,-,-,-
CERVICATI,135,-,-,-,-
CERZETO,246,-,-,-,-
CETRARO,1660,20,-,-,-
CIVITA,51,-,-,-,-
CLETO,166,-,-,-,-
COLOSIMI,215,-,-,-,-
CORIGLIANO-ROSSANO,15809,152,-,-,-
COSENZA,13601,130,-,-,-
CROPALATI,154,-,-,-,-
CROSIA,1784,14,-,-,-
DIAMANTE,470,-,-,-,-
DIPIGNANO,863,8,-,-,-
DOMANICO,200,-,-,-,-
FAGNANO CASTELLO,322,-,-,-,-
FALCONARA ALBANESE,227,-,-,-,-
FIGLINE VEGLIATURO,253,-,-,-,-
FIRMO,199,-,-,-,-
FIUMEFREDDO BRUZIO,544,-,-,-,-
FRANCAVILLA MARITTIMA,436,-,-,-,-
FRASCINETO,299,-,-,-,-
FUSCALDO,1365,8,-,-,-
GRIMALDI,293,-,-,-,-
GRISOLIA,398,-,-,-,-
GUARDIA PIEMONTESE,235,-,-,-,-
LAGO,440,-,-,-,-
LAINO BORGO,276,-,-,-,-
LAINO CASTELLO,130,-,-,-,-
LAPPANO,142,-,-,-,-
LATTARICO,776,6,-,-,-
LONGOBARDI,318,19,-,-,-
LONGOBUCCO,555,-,-,-,-
LUNGRO,272,6,-,-,-
LUZZI,1670,15,-,-,-
MAIERA',166,-,-,-,-
MALITO,97,-,-,-,-
MALVITO,213,6,-,-,-
MANDATORICCIO,443,-,-,-,-
MANGONE,359,-,-,-,-
MARANO MARCHESATO,711,8,-,-,-
MARANO PRINCIPATO,519,-,-,-,-
MARZI,195,-,-,-,-
MENDICINO,1891,6,-,-,-
MONGRASSANO,353,-,-,-,-
MONTALTO UFFUGO,4820,22,-,-,-
MONTEGIORDANO,253,-,-,-,-
MORANO CALABRO,279,9,-,-,-
MORMANNO,211,8,-,-,-
MOTTAFOLLONE,119,-,-,-,-
NOCARA,35,-,-,-,-
ORIOLO,128,-,-,-,-
ORSOMARSO,185,-,-,-,-
PALUDI,126,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2359,26,-,-,-
PAPASIDERO,31,-,-,-,-
PARENTI,461,-,-,-,-
PATERNO CALABRO,304,-,-,-,-
PEDIVIGLIANO,125,-,-,-,-
PIANE CRATI,266,-,-,-,-
PIETRAFITTA,162,-,-,-,-
PIETRAPAOLA,175,-,-,-,-
PLATACI,73,-,-,-,-
PRAIA A MARE,547,7,-,-,-
RENDE,7983,48,-,-,-
ROCCA IMPERIALE,300,-,-,-,-
ROGGIANO GRAVINA,1064,13,-,-,-
ROGLIANO,1168,8,-,-,-
ROSE,813,8,-,-,-
