Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,21,1,-,-,-
ACQUAPPESA,17,1,-,-,4
ACRI,892,16,-,2,37
AIELLO CALABRO,14,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,47,1,-,-,-
ALESSANDRIA DEL CARRETTO,1,-,-,-,-
ALTILIA,25,-,-,-,-
ALTOMONTE,245,3,-,2,19
ALTRA ASP,89,5,-,-,3
ALTRA REGIONE,193,4,-,3,77
AMANTEA,270,6,-,1,23
AMENDOLARA,27,-,-,-,5
APRIGLIANO,61,8,-,-,-
BELMONTE CALABRO,41,-,-,-,3
BELSITO,31,1,-,-,1
BELVEDERE MARITTIMO,233,4,-,-,5
BIANCHI,27,1,-,-,-
BISIGNANO,550,10,-,-,17
BOCCHIGLIERO,38,5,-,-,2
BONIFATI,26,1,-,-,1
BUONVICINO,25,1,-,-,1
CALOPEZZATI,32,-,-,-,2
CALOVETO,52,-,-,-,-
CAMPANA,128,3,-,-,-
CANNA,3,-,-,-,-
CARIATI,240,6,-,-,8
CAROLEI,60,-,-,-,3
CARPANZANO,3,-,-,-,-
CASALI DEL MANCO,297,13,-,-,8
CASSANO ALLO IONIO,913,18,-,2,34
CASTIGLIONE COSENTINO,106,3,-,-,-
CASTROLIBERO,290,5,-,-,7
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,630,13,-,2,20
CELICO,179,6,-,-,4
CELLARA,4,-,-,-,-
CERCHIARA DI CALABRIA,44,2,-,-,1
CERISANO,68,-,-,-,-
CERVICATI,45,1,-,-,-
CERZETO,55,-,-,-,-
CETRARO,244,5,-,-,5
CIVITA,12,1,-,-,2
CLETO,19,1,-,-,-
COLOSIMI,33,-,-,1,2
CORIGLIANO-ROSSANO,4249,99,-,7,143
COSENZA,2421,56,-,2,76
CROPALATI,17,-,-,-,-
CROSIA,422,8,-,-,2
DIAMANTE,75,2,-,-,10
DIPIGNANO,145,4,-,-,7
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,54,3,-,-,-
FALCONARA ALBANESE,25,1,-,-,2
FIGLINE VEGLIATURO,45,-,-,-,3
FIRMO,19,1,-,-,1
FIUMEFREDDO BRUZIO,17,-,-,-,-
FRANCAVILLA MARITTIMA,99,4,-,-,8
FRASCINETO,65,2,-,-,-
FUSCALDO,224,-,-,-,3
GRIMALDI,38,-,-,-,-
GRISOLIA,25,-,-,-,3
GUARDIA PIEMONTESE,53,1,-,-,3
LAGO,59,1,-,-,11
LAINO BORGO,62,3,-,-,6
LAINO CASTELLO,12,-,-,-,5
LAPPANO,28,1,-,-,5
LATTARICO,160,4,-,1,7
LONGOBARDI,13,-,-,-,-
LONGOBUCCO,77,1,-,-,-
LUNGRO,60,5,-,1,3
LUZZI,341,7,-,1,3
MAIERA',23,-,-,-,-
MALITO,21,1,-,-,-
MALVITO,35,2,-,-,4
MANDATORICCIO,110,2,-,-,1
MANGONE,92,2,-,-,-
MARANO MARCHESATO,113,5,-,-,2
MARANO PRINCIPATO,116,-,-,-,12
MARZI,35,2,-,-,-
MENDICINO,316,1,-,-,14
MONGRASSANO,72,2,-,2,11
MONTALTO UFFUGO,738,10,-,-,16
MONTEGIORDANO,21,-,-,-,-
MORANO CALABRO,129,5,1,2,2
MORMANNO,124,7,-,-,4
MOTTAFOLLONE,21,1,-,-,4
NOCARA,16,-,-,-,-
ORIOLO,43,2,-,-,-
ORSOMARSO,5,-,-,1,-
PALUDI,24,-,-,-,-
PANETTIERI,10,1,-,-,-
PAOLA,310,9,1,2,6
PAPASIDERO,3,-,-,-,2
PARENTI,44,1,-,-,-
PATERNO CALABRO,118,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,1,-,-,-
PIETRAFITTA,20,-,-,-,-
PIETRAPAOLA,47,2,-,-,1
PLATACI,2,-,-,-,-
PRAIA A MARE,143,4,-,1,18
RENDE,1394,27,-,1,42
ROCCA IMPERIALE,142,1,-,-,-
ROGGIANO GRAVINA,207,6,-,-,8
ROGLIANO,196,5,-,-,-
ROSE,227,6,-,-,4
ROSETO CAPO SPULICO,66,1,-,-,11
ROTA GRECA,37,3,-,-,2
ROVITO,110,1,-,-,1
SAN BASILE,13,-,-,-,-
SAN BENEDETTO ULLANO,27,2,-,-,-
SAN COSMO ALBANESE,61,4,-,-,-
SAN DEMETRIO CORONE,45,-,-,-,3
SAN DONATO DI NINEA,29,5,-,-,1
SAN FILI,56,1,-,-,1
SAN GIORGIO ALBANESE,28,2,-,-,1
SAN GIOVANNI IN FIORE,893,25,-,-,19
SAN LORENZO BELLIZZI,1,-,-,-,-
