Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,38,-,-,-,-
ACRI,1066,20,-,-,-
AIELLO CALABRO,21,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,292,-,-,-,-
ALTRA ASP,154,6,-,-,-
ALTRA REGIONE,292,8,-,-,-
AMANTEA,551,11,-,-,-
AMENDOLARA,32,-,-,-,-
APRIGLIANO,79,8,-,-,-
BELMONTE CALABRO,93,-,-,-,-
BELSITO,36,-,-,-,-
BELVEDERE MARITTIMO,316,-,-,-,-
BIANCHI,40,-,-,-,-
BISIGNANO,731,13,-,-,-
BOCCHIGLIERO,77,6,-,-,-
BONIFATI,57,-,-,-,-
BUONVICINO,59,-,-,-,-
CALOPEZZATI,51,-,-,-,-
CALOVETO,62,-,-,-,-
CAMPANA,205,-,-,-,-
CANNA,7,-,-,-,-
CARIATI,327,9,-,-,-
CAROLEI,93,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,442,16,-,-,-
CASSANO ALLO IONIO,1278,23,-,-,-
CASTIGLIONE COSENTINO,150,-,-,-,-
CASTROLIBERO,416,7,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,968,17,-,-,-
CELICO,205,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,61,-,-,-,-
CERISANO,100,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,80,-,-,-,-
CETRARO,405,12,-,-,-
CIVITA,23,-,-,-,-
CLETO,35,-,-,-,-
COLOSIMI,35,-,-,-,-
CORIGLIANO-ROSSANO,5800,116,-,-,-
COSENZA,3300,67,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,625,10,-,-,-
DIAMANTE,109,-,-,-,-
