Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,144,-,-,-,-
ACQUAPPESA,183,-,-,-,-
ACRI,2324,29,-,-,-
AIELLO CALABRO,138,-,-,-,-
AIETA,13,-,-,-,-
ALBIDONA,186,-,-,-,-
ALESSANDRIA DEL CARRETTO,25,-,-,-,-
ALTILIA,124,-,-,-,-
ALTOMONTE,624,-,-,-,-
ALTRA ASP,924,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,2555,21,-,-,-
AMENDOLARA,213,-,-,-,-
APRIGLIANO,450,10,-,-,-
BELMONTE CALABRO,243,-,-,-,-
BELSITO,170,-,-,-,-
BELVEDERE MARITTIMO,1092,10,-,-,-
BIANCHI,242,-,-,-,-
BISIGNANO,1430,17,-,-,-
BOCCHIGLIERO,120,7,-,-,-
BONIFATI,227,-,-,-,-
BUONVICINO,192,-,-,-,-
CALOPEZZATI,211,-,-,-,-
CALOVETO,217,-,-,-,-
CAMPANA,237,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,825,12,-,-,-
CAROLEI,428,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,1781,20,-,-,-
CASSANO ALLO IONIO,2600,29,-,-,-
CASTIGLIONE COSENTINO,505,-,-,-,-
CASTROLIBERO,1688,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2506,25,-,-,-
CELICO,424,7,-,-,-
CELLARA,85,-,-,-,-
CERCHIARA DI CALABRIA,232,-,-,-,-
CERISANO,494,-,-,-,-
CERVICATI,118,-,-,-,-
CERZETO,227,-,-,-,-
CETRARO,1547,20,-,-,-
CIVITA,42,-,-,-,-
CLETO,120,-,-,-,-
COLOSIMI,185,-,-,-,-
CORIGLIANO-ROSSANO,14000,151,-,-,-
COSENZA,12138,124,-,-,-
CROPALATI,141,-,-,-,-
CROSIA,1509,13,-,-,-
DIAMANTE,353,-,-,-,-
DIPIGNANO,790,8,-,-,-
DOMANICO,175,-,-,-,-
FAGNANO CASTELLO,305,-,-,-,-
FALCONARA ALBANESE,215,-,-,-,-
FIGLINE VEGLIATURO,236,-,-,-,-
FIRMO,175,-,-,-,-
FIUMEFREDDO BRUZIO,483,-,-,-,-
FRANCAVILLA MARITTIMA,369,-,-,-,-
FRASCINETO,260,-,-,-,-
FUSCALDO,1223,8,-,-,-
GRIMALDI,224,-,-,-,-
GRISOLIA,367,-,-,-,-
GUARDIA PIEMONTESE,185,-,-,-,-
LAGO,348,-,-,-,-
LAINO BORGO,246,-,-,-,-
LAINO CASTELLO,117,-,-,-,-
LAPPANO,128,-,-,-,-
LATTARICO,677,6,-,-,-
LONGOBARDI,278,17,-,-,-
LONGOBUCCO,481,-,-,-,-
LUNGRO,222,6,-,-,-
LUZZI,1459,14,-,-,-
MAIERA',122,-,-,-,-
MALITO,85,-,-,-,-
MALVITO,185,6,-,-,-
MANDATORICCIO,422,-,-,-,-
MANGONE,318,-,-,-,-
MARANO MARCHESATO,612,8,-,-,-
MARANO PRINCIPATO,472,-,-,-,-
MARZI,189,-,-,-,-
MENDICINO,1678,6,-,-,-
MONGRASSANO,321,-,-,-,-
MONTALTO UFFUGO,4215,22,-,-,-
MONTEGIORDANO,219,-,-,-,-
MORANO CALABRO,263,9,-,-,-
MORMANNO,194,8,-,-,-
MOTTAFOLLONE,98,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,120,-,-,-,-
ORSOMARSO,169,-,-,-,-
PALUDI,113,-,-,-,-
PANETTIERI,20,-,-,-,-
PAOLA,1987,26,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,410,-,-,-,-
PATERNO CALABRO,284,-,-,-,-
PEDIVIGLIANO,111,-,-,-,-
PIANE CRATI,246,-,-,-,-
PIETRAFITTA,151,-,-,-,-
PIETRAPAOLA,161,-,-,-,-
PLATACI,69,-,-,-,-
PRAIA A MARE,497,7,-,-,-
RENDE,7034,46,-,-,-
ROCCA IMPERIALE,288,-,-,-,-
ROGGIANO GRAVINA,998,13,-,-,-
ROGLIANO,1070,8,-,-,-
ROSE,738,8,-,-,-
ROSETO CAPO SPULICO,148,-,-,-,-
ROTA GRECA,135,-,-,-,-
ROVITO,378,-,-,-,-
SAN BASILE,74,-,-,-,-
SAN BENEDETTO ULLANO,221,-,-,-,-
SAN COSMO ALBANESE,128,6,-,-,-
SAN DEMETRIO CORONE,308,-,-,-,-
SAN DONATO DI NINEA,148,-,-,-,-
SAN FILI,396,-,-,-,-
SAN GIORGIO ALBANESE,136,-,-,-,-
SAN GIOVANNI IN FIORE,2898,32,-,-,-
SAN LORENZO BELLIZZI,37,-,-,-,-
SAN LORENZO DEL VALLO,316,-,-,-,-
SAN LUCIDO,682,8,-,-,-
SAN MARCO ARGENTANO,1087,7,-,-,-
SAN MARTINO DI FINITA,129,-,-,-,-
SAN NICOLA ARCELLA,196,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,597,8,-,-,-
SAN SOSTI,240,7,-,-,-
SAN VINCENZO LA COSTA,392,-,-,-,-
SANGINETO,127,-,-,-,-
SANTA CATERINA ALBANESE,75,-,-,-,-
SANTA DOMENICA TALAO,56,-,-,-,-
SANTA MARIA DEL CEDRO,566,-,-,-,-
SANTA SOFIA D'EPIRO,175,7,-,-,-
SANT'AGATA DI ESARO,108,-,-,-,-
SANTO STEFANO DI ROGLIANO,426,-,-,-,-
SARACENA,538,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1305,8,-,-,-
SCIGLIANO,106,-,-,-,-
SERRA D'AIELLO,92,-,-,-,-
SPEZZANO ALBANESE,870,16,-,-,-
SPEZZANO DELLA SILA,679,13,-,-,-
TARSIA,212,-,-,-,-
TERRANOVA DA SIBARI,828,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,682,19,-,-,-
TORTORA,454,7,-,-,-
TREBISACCE,1047,11,-,-,-
VACCARIZZO ALBANESE,132,-,-,-,-
VERBICARO,195,6,-,-,-
VILLAPIANA,576,-,-,-,-
ZUMPANO,584,-,-,-,-
