Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,126,-,-,-,-
ACQUAPPESA,161,-,-,-,-
ACRI,2033,27,-,-,-
AIELLO CALABRO,108,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,163,-,-,-,-
ALESSANDRIA DEL CARRETTO,10,-,-,-,-
ALTILIA,98,-,-,-,-
ALTOMONTE,561,-,-,-,-
ALTRA ASP,876,9,-,-,-
ALTRA REGIONE,594,11,-,-,-
AMANTEA,2113,19,-,-,-
AMENDOLARA,187,-,-,-,-
APRIGLIANO,385,9,-,-,-
BELMONTE CALABRO,188,-,-,-,-
BELSITO,117,-,-,-,-
BELVEDERE MARITTIMO,859,10,-,-,-
BIANCHI,192,-,-,-,-
BISIGNANO,1319,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,195,-,-,-,-
BUONVICINO,150,-,-,-,-
CALOPEZZATI,156,-,-,-,-
CALOVETO,186,-,-,-,-
CAMPANA,233,6,-,-,-
CANNA,49,-,-,-,-
CARIATI,718,12,-,-,-
CAROLEI,394,-,-,-,-
CARPANZANO,10,-,-,-,-
CASALI DEL MANCO,1543,19,-,-,-
CASSANO ALLO IONIO,2357,29,-,-,-
CASTIGLIONE COSENTINO,390,-,-,-,-
CASTROLIBERO,1429,13,-,-,-
CASTROREGIO,15,-,-,-,-
CASTROVILLARI,2149,23,-,-,-
CELICO,393,7,-,-,-
CELLARA,58,-,-,-,-
CERCHIARA DI CALABRIA,212,-,-,-,-
CERISANO,416,-,-,-,-
CERVICATI,103,-,-,-,-
CERZETO,199,-,-,-,-
CETRARO,1305,16,-,-,-
CIVITA,41,-,-,-,-
CLETO,109,-,-,-,-
COLOSIMI,168,-,-,-,-
CORIGLIANO-ROSSANO,12509,147,-,-,-
COSENZA,10416,114,-,-,-
CROPALATI,114,-,-,-,-
CROSIA,1367,13,-,-,-
DIAMANTE,288,-,-,-,-
DIPIGNANO,689,8,-,-,-
DOMANICO,164,-,-,-,-
FAGNANO CASTELLO,259,-,-,-,-
FALCONARA ALBANESE,180,-,-,-,-
FIGLINE VEGLIATURO,194,-,-,-,-
FIRMO,141,-,-,-,-
FIUMEFREDDO BRUZIO,393,-,-,-,-
FRANCAVILLA MARITTIMA,338,-,-,-,-
FRASCINETO,203,-,-,-,-
FUSCALDO,1082,8,-,-,-
GRIMALDI,167,-,-,-,-
GRISOLIA,317,-,-,-,-
GUARDIA PIEMONTESE,170,-,-,-,-
LAGO,289,-,-,-,-
LAINO BORGO,197,-,-,-,-
LAINO CASTELLO,83,-,-,-,-
LAPPANO,117,-,-,-,-
LATTARICO,559,-,-,-,-
LONGOBARDI,230,17,-,-,-
