Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,221,-,-,-,-
ACQUAPPESA,421,-,-,-,-
ACRI,4397,39,-,-,-
AIELLO CALABRO,375,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1029,-,-,-,-
ALTRA ASP,1049,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,5183,26,-,-,-
AMENDOLARA,329,-,-,-,-
APRIGLIANO,665,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,275,-,-,-,-
BELVEDERE MARITTIMO,2027,11,-,-,-
BIANCHI,406,-,-,-,-
BISIGNANO,2354,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,427,8,-,-,-
BUONVICINO,397,-,-,-,-
CALOPEZZATI,527,-,-,-,-
CALOVETO,392,-,-,-,-
CAMPANA,317,8,-,-,-
CANNA,159,-,-,-,-
CARIATI,1321,17,-,-,-
CAROLEI,914,-,-,-,-
CARPANZANO,31,-,-,-,-
CASALI DEL MANCO,2997,26,-,-,-
CASSANO ALLO IONIO,4552,32,-,-,-
CASTIGLIONE COSENTINO,1069,11,-,-,-
CASTROLIBERO,2983,19,-,-,-
CASTROREGIO,51,-,-,-,-
CASTROVILLARI,4868,37,-,-,-
CELICO,614,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,509,10,-,-,-
CERISANO,909,-,-,-,-
CERVICATI,206,-,-,-,-
CERZETO,350,-,-,-,-
CETRARO,2709,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,353,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24615,173,-,-,-
COSENZA,21521,170,-,-,-
CROPALATI,264,-,-,-,-
CROSIA,2946,17,-,-,-
DIAMANTE,994,8,-,-,-
DIPIGNANO,1464,12,-,-,-
DOMANICO,400,-,-,-,-
FAGNANO CASTELLO,493,6,-,-,-
FALCONARA ALBANESE,367,-,-,-,-
FIGLINE VEGLIATURO,400,-,-,-,-
FIRMO,380,6,-,-,-
FIUMEFREDDO BRUZIO,1025,-,-,-,-
FRANCAVILLA MARITTIMA,693,-,-,-,-
FRASCINETO,494,-,-,-,-
FUSCALDO,2126,8,-,-,-
GRIMALDI,492,-,-,-,-
GRISOLIA,522,-,-,-,-
GUARDIA PIEMONTESE,492,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,475,-,-,-,-
LAINO CASTELLO,187,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1160,6,-,-,-
LONGOBARDI,617,23,-,-,-
LONGOBUCCO,814,-,-,-,-
LUNGRO,397,7,-,-,-
LUZZI,2490,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,219,-,-,-,-
