Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,112,-,-,-,-
ACQUAPPESA,142,-,-,-,-
ACRI,1871,26,-,-,-
AIELLO CALABRO,98,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,158,-,-,-,-
ALESSANDRIA DEL CARRETTO,8,-,-,-,-
ALTILIA,87,-,-,-,-
ALTOMONTE,519,-,-,-,-
ALTRA ASP,850,9,-,-,-
ALTRA REGIONE,594,11,-,-,-
AMANTEA,1841,18,-,-,-
AMENDOLARA,141,-,-,-,-
APRIGLIANO,349,9,-,-,-
BELMONTE CALABRO,175,-,-,-,-
BELSITO,105,-,-,-,-
BELVEDERE MARITTIMO,760,8,-,-,-
BIANCHI,164,-,-,-,-
BISIGNANO,1277,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,188,-,-,-,-
BUONVICINO,124,-,-,-,-
CALOPEZZATI,119,-,-,-,-
CALOVETO,174,-,-,-,-
CAMPANA,229,6,-,-,-
CANNA,46,-,-,-,-
CARIATI,646,12,-,-,-
CAROLEI,354,-,-,-,-
CARPANZANO,8,-,-,-,-
CASALI DEL MANCO,1408,18,-,-,-
CASSANO ALLO IONIO,2168,29,-,-,-
CASTIGLIONE COSENTINO,345,-,-,-,-
CASTROLIBERO,1337,12,-,-,-
CASTROREGIO,10,-,-,-,-
CASTROVILLARI,1999,23,-,-,-
CELICO,373,7,-,-,-
CELLARA,56,-,-,-,-
CERCHIARA DI CALABRIA,181,-,-,-,-
CERISANO,383,-,-,-,-
CERVICATI,92,-,-,-,-
CERZETO,177,-,-,-,-
CETRARO,1132,16,-,-,-
CIVITA,34,-,-,-,-
CLETO,105,-,-,-,-
COLOSIMI,157,-,-,-,-
CORIGLIANO-ROSSANO,11404,145,-,-,-
COSENZA,9693,112,-,-,-
CROPALATI,109,-,-,-,-
CROSIA,1292,13,-,-,-
DIAMANTE,256,-,-,-,-
DIPIGNANO,623,8,-,-,-
DOMANICO,157,-,-,-,-
FAGNANO CASTELLO,217,-,-,-,-
FALCONARA ALBANESE,144,-,-,-,-
FIGLINE VEGLIATURO,184,-,-,-,-
FIRMO,119,-,-,-,-
FIUMEFREDDO BRUZIO,308,-,-,-,-
FRANCAVILLA MARITTIMA,296,-,-,-,-
FRASCINETO,179,-,-,-,-
FUSCALDO,991,8,-,-,-
GRIMALDI,147,-,-,-,-
GRISOLIA,306,-,-,-,-
GUARDIA PIEMONTESE,163,-,-,-,-
LAGO,233,-,-,-,-
LAINO BORGO,182,-,-,-,-
LAINO CASTELLO,77,-,-,-,-
LAPPANO,110,-,-,-,-
LATTARICO,529,-,-,-,-
LONGOBARDI,199,17,-,-,-
LONGOBUCCO,396,-,-,-,-
LUNGRO,171,6,-,-,-
LUZZI,1162,13,-,-,-
MAIERA',78,-,-,-,-
MALITO,74,-,-,-,-
MALVITO,153,-,-,-,-
MANDATORICCIO,284,-,-,-,-
MANGONE,272,-,-,-,-
MARANO MARCHESATO,486,8,-,-,-
MARANO PRINCIPATO,372,-,-,-,-
MARZI,169,-,-,-,-
MENDICINO,1335,-,-,-,-
MONGRASSANO,235,-,-,-,-
MONTALTO UFFUGO,3284,22,-,-,-
MONTEGIORDANO,144,-,-,-,-
MORANO CALABRO,255,9,-,-,-
MORMANNO,172,7,-,-,-
MOTTAFOLLONE,74,-,-,-,-
NOCARA,31,-,-,-,-
ORIOLO,93,-,-,-,-
ORSOMARSO,113,-,-,-,-
PALUDI,75,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1384,20,-,-,-
PAPASIDERO,21,-,-,-,-
PARENTI,313,-,-,-,-
PATERNO CALABRO,215,-,-,-,-
PEDIVIGLIANO,93,-,-,-,-
PIANE CRATI,209,-,-,-,-
PIETRAFITTA,115,-,-,-,-
PIETRAPAOLA,115,-,-,-,-
PLATACI,45,-,-,-,-
PRAIA A MARE,410,7,-,-,-
RENDE,5407,44,-,-,-
ROCCA IMPERIALE,267,-,-,-,-
ROGGIANO GRAVINA,816,13,-,-,-
ROGLIANO,858,7,-,-,-
ROSE,604,8,-,-,-
ROSETO CAPO SPULICO,136,-,-,-,-
ROTA GRECA,73,-,-,-,-
ROVITO,344,-,-,-,-
SAN BASILE,59,-,-,-,-
SAN BENEDETTO ULLANO,200,-,-,-,-
SAN COSMO ALBANESE,113,6,-,-,-
SAN DEMETRIO CORONE,190,-,-,-,-
SAN DONATO DI NINEA,99,-,-,-,-
SAN FILI,246,-,-,-,-
SAN GIORGIO ALBANESE,98,-,-,-,-
SAN GIOVANNI IN FIORE,2477,31,-,-,-
SAN LORENZO BELLIZZI,27,-,-,-,-
SAN LORENZO DEL VALLO,270,-,-,-,-
SAN LUCIDO,573,8,-,-,-
SAN MARCO ARGENTANO,798,6,-,-,-
SAN MARTINO DI FINITA,103,-,-,-,-
SAN NICOLA ARCELLA,142,-,-,-,-
SAN PIETRO IN AMANTEA,38,-,-,-,-
SAN PIETRO IN GUARANO,413,7,-,-,-
SAN SOSTI,181,7,-,-,-
SAN VINCENZO LA COSTA,292,-,-,-,-
SANGINETO,108,-,-,-,-
SANTA CATERINA ALBANESE,53,-,-,-,-
SANTA DOMENICA TALAO,39,-,-,-,-
SANTA MARIA DEL CEDRO,460,-,-,-,-
SANTA SOFIA D'EPIRO,154,6,-,-,-
SANT'AGATA DI ESARO,102,-,-,-,-
SANTO STEFANO DI ROGLIANO,315,-,-,-,-
SARACENA,394,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1012,8,-,-,-
SCIGLIANO,86,-,-,-,-
SERRA D'AIELLO,74,-,-,-,-
SPEZZANO ALBANESE,759,15,-,-,-
SPEZZANO DELLA SILA,577,12,-,-,-
TARSIA,120,-,-,-,-
TERRANOVA DA SIBARI,760,11,-,-,-
TERRAVECCHIA,22,-,-,-,-
TORANO CASTELLO,574,18,-,-,-
TORTORA,399,7,-,-,-
TREBISACCE,703,10,-,-,-
VACCARIZZO ALBANESE,122,-,-,-,-
VERBICARO,183,6,-,-,-
VILLAPIANA,461,-,-,-,-
ZUMPANO,452,-,-,-,-
