Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,175,-,-,-,-
ACQUAPPESA,214,-,-,-,-
ACRI,2830,30,-,-,-
AIELLO CALABRO,198,-,-,-,-
AIETA,17,-,-,-,-
ALBIDONA,225,-,-,-,-
ALESSANDRIA DEL CARRETTO,26,-,-,-,-
ALTILIA,154,-,-,-,-
ALTOMONTE,699,-,-,-,-
ALTRA ASP,959,11,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3162,22,-,-,-
AMENDOLARA,223,-,-,-,-
APRIGLIANO,477,10,-,-,-
BELMONTE CALABRO,282,-,-,-,-
BELSITO,186,-,-,-,-
BELVEDERE MARITTIMO,1257,10,-,-,-
BIANCHI,266,-,-,-,-
BISIGNANO,1606,17,-,-,-
BOCCHIGLIERO,123,7,-,-,-
BONIFATI,274,-,-,-,-
BUONVICINO,241,-,-,-,-
CALOPEZZATI,292,-,-,-,-
CALOVETO,252,-,-,-,-
CAMPANA,253,6,-,-,-
CANNA,71,-,-,-,-
CARIATI,907,13,-,-,-
CAROLEI,496,-,-,-,-
CARPANZANO,13,-,-,-,-
CASALI DEL MANCO,2013,20,-,-,-
CASSANO ALLO IONIO,2879,29,-,-,-
CASTIGLIONE COSENTINO,607,6,-,-,-
CASTROLIBERO,1901,15,-,-,-
CASTROREGIO,38,-,-,-,-
CASTROVILLARI,2938,25,-,-,-
CELICO,453,7,-,-,-
CELLARA,89,-,-,-,-
CERCHIARA DI CALABRIA,285,-,-,-,-
CERISANO,539,-,-,-,-
CERVICATI,135,-,-,-,-
CERZETO,248,-,-,-,-
CETRARO,1677,20,-,-,-
CIVITA,51,-,-,-,-
CLETO,167,-,-,-,-
COLOSIMI,222,-,-,-,-
CORIGLIANO-ROSSANO,15950,152,-,-,-
COSENZA,13731,131,-,-,-
CROPALATI,156,-,-,-,-
CROSIA,1805,14,-,-,-
DIAMANTE,481,-,-,-,-
DIPIGNANO,870,8,-,-,-
DOMANICO,202,-,-,-,-
FAGNANO CASTELLO,323,-,-,-,-
FALCONARA ALBANESE,230,-,-,-,-
FIGLINE VEGLIATURO,253,-,-,-,-
FIRMO,199,-,-,-,-
FIUMEFREDDO BRUZIO,550,-,-,-,-
FRANCAVILLA MARITTIMA,443,-,-,-,-
FRASCINETO,301,-,-,-,-
FUSCALDO,1376,8,-,-,-
GRIMALDI,300,-,-,-,-
GRISOLIA,399,-,-,-,-
GUARDIA PIEMONTESE,236,-,-,-,-
LAGO,443,-,-,-,-
LAINO BORGO,281,-,-,-,-
LAINO CASTELLO,133,-,-,-,-
LAPPANO,145,-,-,-,-
LATTARICO,780,6,-,-,-
LONGOBARDI,324,19,-,-,-
