Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,44,-,-,-,-
ACQUAPPESA,62,-,-,-,-
ACRI,1442,23,-,-,-
AIELLO CALABRO,51,-,-,-,-
AIETA,6,-,-,-,-
ALBIDONA,56,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,48,-,-,-,-
ALTOMONTE,343,-,-,-,-
ALTRA ASP,445,7,-,-,-
ALTRA REGIONE,459,10,-,-,-
AMANTEA,913,17,-,-,-
AMENDOLARA,64,-,-,-,-
APRIGLIANO,155,8,-,-,-
BELMONTE CALABRO,124,-,-,-,-
BELSITO,58,-,-,-,-
BELVEDERE MARITTIMO,464,7,-,-,-
BIANCHI,73,-,-,-,-
BISIGNANO,924,14,-,-,-
BOCCHIGLIERO,109,7,-,-,-
BONIFATI,101,-,-,-,-
BUONVICINO,86,-,-,-,-
CALOPEZZATI,68,-,-,-,-
CALOVETO,81,-,-,-,-
CAMPANA,219,6,-,-,-
CANNA,24,-,-,-,-
CARIATI,524,11,-,-,-
CAROLEI,178,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,706,18,-,-,-
CASSANO ALLO IONIO,1795,28,-,-,-
CASTIGLIONE COSENTINO,209,-,-,-,-
CASTROLIBERO,781,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1356,21,-,-,-
CELICO,286,7,-,-,-
CELLARA,16,-,-,-,-
CERCHIARA DI CALABRIA,121,-,-,-,-
CERISANO,200,-,-,-,-
CERVICATI,58,-,-,-,-
CERZETO,102,-,-,-,-
CETRARO,622,15,-,-,-
CIVITA,25,-,-,-,-
CLETO,71,-,-,-,-
COLOSIMI,72,-,-,-,-
CORIGLIANO-ROSSANO,8172,141,-,-,-
COSENZA,6170,94,-,-,-
CROPALATI,37,-,-,-,-
CROSIA,851,12,-,-,-
DIAMANTE,182,-,-,-,-
DIPIGNANO,358,6,-,-,-
DOMANICO,71,-,-,-,-
FAGNANO CASTELLO,118,-,-,-,-
FALCONARA ALBANESE,91,-,-,-,-
FIGLINE VEGLIATURO,109,-,-,-,-
FIRMO,50,-,-,-,-
