Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,224,-,-,-,-
ACQUAPPESA,429,-,-,-,-
ACRI,4497,43,-,-,-
AIELLO CALABRO,380,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,221,-,-,-,-
ALTOMONTE,1044,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5320,27,-,-,-
AMENDOLARA,336,-,-,-,-
APRIGLIANO,681,13,-,-,-
BELMONTE CALABRO,526,-,-,-,-
BELSITO,276,-,-,-,-
BELVEDERE MARITTIMO,2078,11,-,-,-
BIANCHI,413,-,-,-,-
BISIGNANO,2387,23,-,-,-
BOCCHIGLIERO,153,7,-,-,-
BONIFATI,431,8,-,-,-
BUONVICINO,404,-,-,-,-
CALOPEZZATI,539,-,-,-,-
CALOVETO,395,-,-,-,-
CAMPANA,320,8,-,-,-
CANNA,161,-,-,-,-
CARIATI,1342,18,-,-,-
CAROLEI,927,-,-,-,-
CARPANZANO,32,-,-,-,-
CASALI DEL MANCO,3045,28,-,-,-
CASSANO ALLO IONIO,4626,32,-,-,-
CASTIGLIONE COSENTINO,1116,11,-,-,-
CASTROLIBERO,3075,21,-,-,-
CASTROREGIO,52,-,-,-,-
CASTROVILLARI,4971,38,-,-,-
CELICO,621,8,-,-,-
CELLARA,152,-,-,-,-
CERCHIARA DI CALABRIA,518,10,-,-,-
CERISANO,929,-,-,-,-
CERVICATI,209,-,-,-,-
CERZETO,365,-,-,-,-
CETRARO,2770,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,360,-,-,-,-
COLOSIMI,453,-,-,-,-
CORIGLIANO-ROSSANO,24957,182,-,-,-
COSENZA,21980,178,-,-,-
CROPALATI,268,-,-,-,-
CROSIA,2977,17,-,-,-
DIAMANTE,1018,9,-,-,-
DIPIGNANO,1487,12,-,-,-
DOMANICO,404,-,-,-,-
FAGNANO CASTELLO,501,6,-,-,-
FALCONARA ALBANESE,373,-,-,-,-
FIGLINE VEGLIATURO,405,-,-,-,-
FIRMO,384,6,-,-,-
FIUMEFREDDO BRUZIO,1076,-,-,-,-
FRANCAVILLA MARITTIMA,703,-,-,-,-
FRASCINETO,500,-,-,-,-
FUSCALDO,2152,9,-,-,-
GRIMALDI,499,-,-,-,-
GRISOLIA,526,-,-,-,-
GUARDIA PIEMONTESE,499,-,-,-,-
LAGO,736,-,-,-,-
