Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,192,-,-,-,-
ACQUAPPESA,272,-,-,-,-
ACRI,3163,31,-,-,-
AIELLO CALABRO,272,-,-,-,-
AIETA,38,-,-,-,-
ALBIDONA,255,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,169,-,-,-,-
ALTOMONTE,777,-,-,-,-
ALTRA ASP,1023,13,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3784,24,-,-,-
AMENDOLARA,257,-,-,-,-
APRIGLIANO,525,10,-,-,-
BELMONTE CALABRO,338,-,-,-,-
BELSITO,210,-,-,-,-
BELVEDERE MARITTIMO,1451,10,-,-,-
BIANCHI,275,-,-,-,-
BISIGNANO,1819,17,-,-,-
BOCCHIGLIERO,127,7,-,-,-
BONIFATI,337,6,-,-,-
BUONVICINO,279,-,-,-,-
CALOPEZZATI,380,-,-,-,-
CALOVETO,321,-,-,-,-
CAMPANA,274,7,-,-,-
CANNA,83,-,-,-,-
CARIATI,1083,13,-,-,-
CAROLEI,589,-,-,-,-
CARPANZANO,19,-,-,-,-
CASALI DEL MANCO,2276,20,-,-,-
CASSANO ALLO IONIO,3475,29,-,-,-
CASTIGLIONE COSENTINO,753,8,-,-,-
CASTROLIBERO,2172,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3483,26,-,-,-
CELICO,474,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,386,6,-,-,-
CERISANO,633,-,-,-,-
CERVICATI,150,-,-,-,-
CERZETO,272,-,-,-,-
CETRARO,2008,22,-,-,-
CIVITA,56,-,-,-,-
CLETO,222,-,-,-,-
COLOSIMI,281,-,-,-,-
CORIGLIANO-ROSSANO,18743,157,-,-,-
COSENZA,15751,135,-,-,-
CROPALATI,195,-,-,-,-
CROSIA,2234,15,-,-,-
DIAMANTE,642,-,-,-,-
DIPIGNANO,1013,8,-,-,-
DOMANICO,254,-,-,-,-
FAGNANO CASTELLO,389,6,-,-,-
FALCONARA ALBANESE,251,-,-,-,-
FIGLINE VEGLIATURO,308,-,-,-,-
FIRMO,269,-,-,-,-
FIUMEFREDDO BRUZIO,666,-,-,-,-
FRANCAVILLA MARITTIMA,544,-,-,-,-
FRASCINETO,379,-,-,-,-
FUSCALDO,1632,8,-,-,-
GRIMALDI,378,-,-,-,-
GRISOLIA,435,-,-,-,-
GUARDIA PIEMONTESE,299,-,-,-,-
LAGO,522,-,-,-,-
LAINO BORGO,385,-,-,-,-
LAINO CASTELLO,155,-,-,-,-
LAPPANO,161,-,-,-,-
LATTARICO,891,6,-,-,-
LONGOBARDI,454,20,-,-,-
LONGOBUCCO,636,-,-,-,-
LUNGRO,318,6,-,-,-
LUZZI,1934,16,-,-,-
MAIERA',188,-,-,-,-
MALITO,125,-,-,-,-
MALVITO,258,7,-,-,-
MANDATORICCIO,498,-,-,-,-
MANGONE,426,-,-,-,-
MARANO MARCHESATO,848,8,-,-,-
MARANO PRINCIPATO,619,-,-,-,-
MARZI,210,-,-,-,-
MENDICINO,2213,7,-,-,-
MONGRASSANO,400,-,-,-,-
MONTALTO UFFUGO,5702,22,-,-,-
MONTEGIORDANO,327,-,-,-,-
MORANO CALABRO,291,9,-,-,-
MORMANNO,229,9,-,-,-
MOTTAFOLLONE,144,-,-,-,-
NOCARA,38,-,-,-,-
ORIOLO,138,-,-,-,-
ORSOMARSO,219,-,-,-,-
PALUDI,163,-,-,-,-
PANETTIERI,37,-,-,-,-
PAOLA,2945,30,-,-,-
PAPASIDERO,34,-,-,-,-
PARENTI,519,-,-,-,-
PATERNO CALABRO,347,-,-,-,-
PEDIVIGLIANO,159,-,-,-,-
PIANE CRATI,303,-,-,-,-
PIETRAFITTA,175,-,-,-,-
PIETRAPAOLA,227,-,-,-,-
PLATACI,76,-,-,-,-
PRAIA A MARE,819,7,-,-,-
RENDE,9302,50,-,-,-
ROCCA IMPERIALE,339,-,-,-,-
ROGGIANO GRAVINA,1203,15,-,-,-
ROGLIANO,1279,9,-,-,-
ROSE,960,8,-,-,-
ROSETO CAPO SPULICO,160,-,-,-,-
ROTA GRECA,184,-,-,-,-
ROVITO,420,-,-,-,-
SAN BASILE,109,-,-,-,-
SAN BENEDETTO ULLANO,255,-,-,-,-
SAN COSMO ALBANESE,156,6,-,-,-
SAN DEMETRIO CORONE,503,-,-,-,-
SAN DONATO DI NINEA,200,-,-,-,-
SAN FILI,464,-,-,-,-
SAN GIORGIO ALBANESE,261,-,-,-,-
SAN GIOVANNI IN FIORE,3529,32,-,-,-
SAN LORENZO BELLIZZI,58,-,-,-,-
SAN LORENZO DEL VALLO,409,-,-,-,-
SAN LUCIDO,785,9,-,-,-
SAN MARCO ARGENTANO,1435,7,-,-,-
SAN MARTINO DI FINITA,176,-,-,-,-
SAN NICOLA ARCELLA,245,-,-,-,-
SAN PIETRO IN AMANTEA,114,-,-,-,-
SAN PIETRO IN GUARANO,870,9,-,-,-
SAN SOSTI,314,7,-,-,-
SAN VINCENZO LA COSTA,552,-,-,-,-
SANGINETO,152,-,-,-,-
SANTA CATERINA ALBANESE,105,-,-,-,-
SANTA DOMENICA TALAO,67,-,-,-,-
SANTA MARIA DEL CEDRO,730,-,-,-,-
SANTA SOFIA D'EPIRO,226,7,-,-,-
SANT'AGATA DI ESARO,118,-,-,-,-
SANTO STEFANO DI ROGLIANO,532,-,-,-,-
SARACENA,739,6,-,-,-
SCALA COELI,36,-,-,-,-
SCALEA,1900,8,-,-,-
SCIGLIANO,160,-,-,-,-
SERRA D'AIELLO,128,-,-,-,-
SPEZZANO ALBANESE,1070,18,-,-,-
SPEZZANO DELLA SILA,810,14,-,-,-
TARSIA,345,-,-,-,-
TERRANOVA DA SIBARI,902,12,-,-,-
TERRAVECCHIA,80,-,-,-,-
TORANO CASTELLO,845,19,-,-,-
TORTORA,666,8,-,-,-
TREBISACCE,1504,12,-,-,-
VACCARIZZO ALBANESE,197,-,-,-,-
VERBICARO,208,6,-,-,-
VILLAPIANA,720,-,-,-,-
ZUMPANO,713,-,-,-,-
