Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,22,-,-,-,-
ACQUAPPESA,21,-,-,-,-
ACRI,945,19,-,-,-
AIELLO CALABRO,15,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,48,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,29,-,-,-,-
ALTOMONTE,279,-,-,-,-
ALTRA ASP,100,-,-,-,-
ALTRA REGIONE,240,7,-,-,-
AMANTEA,320,7,-,-,-
AMENDOLARA,27,-,-,-,-
APRIGLIANO,64,8,-,-,-
BELMONTE CALABRO,43,-,-,-,-
BELSITO,32,-,-,-,-
BELVEDERE MARITTIMO,283,-,-,-,-
BIANCHI,31,-,-,-,-
BISIGNANO,598,11,-,-,-
BOCCHIGLIERO,72,6,-,-,-
BONIFATI,43,-,-,-,-
BUONVICINO,44,-,-,-,-
CALOPEZZATI,32,-,-,-,-
CALOVETO,53,-,-,-,-
CAMPANA,131,-,-,-,-
CANNA,-,-,-,-,-
CARIATI,278,7,-,-,-
CAROLEI,80,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,337,14,-,-,-
CASSANO ALLO IONIO,1058,21,-,-,-
CASTIGLIONE COSENTINO,131,-,-,-,-
CASTROLIBERO,317,-,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,691,14,-,-,-
CELICO,184,7,-,-,-
CELLARA,-,-,-,-,-
CERCHIARA DI CALABRIA,48,-,-,-,-
CERISANO,86,-,-,-,-
CERVICATI,49,-,-,-,-
CERZETO,67,-,-,-,-
CETRARO,267,-,-,-,-
CIVITA,18,-,-,-,-
CLETO,22,-,-,-,-
COLOSIMI,33,-,-,-,-
CORIGLIANO-ROSSANO,5006,106,-,-,-
COSENZA,2625,60,-,-,-
CROPALATI,26,-,-,-,-
CROSIA,503,8,-,-,-
DIAMANTE,96,-,-,-,-
DIPIGNANO,152,-,-,-,-
DOMANICO,53,-,-,-,-
FAGNANO CASTELLO,63,-,-,-,-
FALCONARA ALBANESE,26,-,-,-,-
FIGLINE VEGLIATURO,43,-,-,-,-
FIRMO,31,-,-,-,-
FIUMEFREDDO BRUZIO,37,-,-,-,-
FRANCAVILLA MARITTIMA,103,-,-,-,-
FRASCINETO,65,-,-,-,-
FUSCALDO,248,-,-,-,-
GRIMALDI,39,-,-,-,-
GRISOLIA,42,-,-,-,-
GUARDIA PIEMONTESE,54,-,-,-,-
LAGO,60,-,-,-,-
LAINO BORGO,73,-,-,-,-
LAINO CASTELLO,16,-,-,-,-
LAPPANO,32,-,-,-,-
LATTARICO,169,-,-,-,-
LONGOBARDI,73,7,-,-,-
LONGOBUCCO,85,-,-,-,-
LUNGRO,66,-,-,-,-
LUZZI,412,9,-,-,-
MAIERA',28,-,-,-,-
MALITO,25,-,-,-,-
MALVITO,50,-,-,-,-
MANDATORICCIO,114,-,-,-,-
MANGONE,103,-,-,-,-
MARANO MARCHESATO,124,-,-,-,-
MARANO PRINCIPATO,125,-,-,-,-
MARZI,37,-,-,-,-
MENDICINO,348,-,-,-,-
MONGRASSANO,78,-,-,-,-
MONTALTO UFFUGO,850,11,-,-,-
MONTEGIORDANO,22,-,-,-,-
MORANO CALABRO,156,8,-,-,-
MORMANNO,125,7,-,-,-
MOTTAFOLLONE,23,-,-,-,-
NOCARA,18,-,-,-,-
ORIOLO,52,-,-,-,-
ORSOMARSO,7,-,-,-,-
PALUDI,24,-,-,-,-
PANETTIERI,10,-,-,-,-
PAOLA,351,9,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,44,-,-,-,-
PATERNO CALABRO,118,-,-,-,-
PEDIVIGLIANO,77,-,-,-,-
PIANE CRATI,60,-,-,-,-
PIETRAFITTA,20,-,-,-,-
PIETRAPAOLA,48,-,-,-,-
PLATACI,-,-,-,-,-
PRAIA A MARE,178,-,-,-,-
RENDE,1518,28,-,-,-
ROCCA IMPERIALE,147,-,-,-,-
ROGGIANO GRAVINA,266,8,-,-,-
ROGLIANO,202,-,-,-,-
ROSE,236,6,-,-,-
ROSETO CAPO SPULICO,72,-,-,-,-
ROTA GRECA,50,-,-,-,-
ROVITO,111,-,-,-,-
SAN BASILE,13,-,-,-,-
SAN BENEDETTO ULLANO,39,-,-,-,-
SAN COSMO ALBANESE,61,-,-,-,-
SAN DEMETRIO CORONE,56,-,-,-,-
SAN DONATO DI NINEA,41,-,-,-,-
SAN FILI,62,-,-,-,-
SAN GIORGIO ALBANESE,30,-,-,-,-
SAN GIOVANNI IN FIORE,1035,25,-,-,-
SAN LORENZO BELLIZZI,-,-,-,-,-
SAN LORENZO DEL VALLO,147,-,-,-,-
SAN LUCIDO,183,6,-,-,-
SAN MARCO ARGENTANO,182,-,-,-,-
SAN MARTINO DI FINITA,68,-,-,-,-
SAN NICOLA ARCELLA,42,-,-,-,-
SAN PIETRO IN AMANTEA,-,-,-,-,-
SAN PIETRO IN GUARANO,119,-,-,-,-
SAN SOSTI,104,6,-,-,-
SAN VINCENZO LA COSTA,45,-,-,-,-
SANGINETO,35,-,-,-,-
SANTA CATERINA ALBANESE,28,-,-,-,-
SANTA DOMENICA TALAO,18,-,-,-,-
SANTA MARIA DEL CEDRO,137,-,-,-,-
SANTA SOFIA D'EPIRO,84,-,-,-,-
SANT'AGATA DI ESARO,68,-,-,-,-
SANTO STEFANO DI ROGLIANO,83,-,-,-,-
SARACENA,52,-,-,-,-
SCALA COELI,21,-,-,-,-
SCALEA,269,-,-,-,-
SCIGLIANO,9,-,-,-,-
SERRA D'AIELLO,31,-,-,-,-
SPEZZANO ALBANESE,282,10,-,-,-
SPEZZANO DELLA SILA,206,11,-,-,-
TARSIA,39,-,-,-,-
TERRANOVA DA SIBARI,455,10,-,-,-
TERRAVECCHIA,-,-,-,-,-
TORANO CASTELLO,273,14,-,-,-
TORTORA,217,-,-,-,-
TREBISACCE,227,7,-,-,-
VACCARIZZO ALBANESE,35,-,-,-,-
VERBICARO,103,-,-,-,-
VILLAPIANA,135,-,-,-,-
ZUMPANO,147,-,-,-,-
