Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,111,-,-,-,-
ACQUAPPESA,141,-,-,-,-
ACRI,1863,26,-,-,-
AIELLO CALABRO,98,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,155,-,-,-,-
ALESSANDRIA DEL CARRETTO,8,-,-,-,-
ALTILIA,87,-,-,-,-
ALTOMONTE,511,-,-,-,-
ALTRA ASP,848,9,-,-,-
ALTRA REGIONE,591,11,-,-,-
AMANTEA,1790,18,-,-,-
AMENDOLARA,140,-,-,-,-
APRIGLIANO,348,9,-,-,-
BELMONTE CALABRO,173,-,-,-,-
BELSITO,105,-,-,-,-
BELVEDERE MARITTIMO,731,8,-,-,-
BIANCHI,163,-,-,-,-
BISIGNANO,1269,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,187,-,-,-,-
BUONVICINO,120,-,-,-,-
CALOPEZZATI,118,-,-,-,-
CALOVETO,169,-,-,-,-
CAMPANA,228,6,-,-,-
CANNA,46,-,-,-,-
CARIATI,641,12,-,-,-
CAROLEI,349,-,-,-,-
CARPANZANO,8,-,-,-,-
CASALI DEL MANCO,1395,18,-,-,-
CASSANO ALLO IONIO,2159,29,-,-,-
CASTIGLIONE COSENTINO,339,-,-,-,-
CASTROLIBERO,1317,12,-,-,-
CASTROREGIO,6,-,-,-,-
CASTROVILLARI,1970,23,-,-,-
CELICO,373,7,-,-,-
CELLARA,56,-,-,-,-
CERCHIARA DI CALABRIA,175,-,-,-,-
CERISANO,380,-,-,-,-
CERVICATI,89,-,-,-,-
CERZETO,172,-,-,-,-
CETRARO,1120,16,-,-,-
CIVITA,34,-,-,-,-
CLETO,102,-,-,-,-
COLOSIMI,156,-,-,-,-
CORIGLIANO-ROSSANO,11224,144,-,-,-
COSENZA,9565,112,-,-,-
CROPALATI,107,-,-,-,-
CROSIA,1270,13,-,-,-
DIAMANTE,252,-,-,-,-
DIPIGNANO,620,8,-,-,-
DOMANICO,154,-,-,-,-
FAGNANO CASTELLO,215,-,-,-,-
FALCONARA ALBANESE,142,-,-,-,-
FIGLINE VEGLIATURO,183,-,-,-,-
FIRMO,119,-,-,-,-
FIUMEFREDDO BRUZIO,294,-,-,-,-
FRANCAVILLA MARITTIMA,294,-,-,-,-
FRASCINETO,176,-,-,-,-
FUSCALDO,984,8,-,-,-
GRIMALDI,146,-,-,-,-
GRISOLIA,303,-,-,-,-
GUARDIA PIEMONTESE,162,-,-,-,-
LAGO,227,-,-,-,-
LAINO BORGO,181,-,-,-,-
LAINO CASTELLO,76,-,-,-,-
LAPPANO,109,-,-,-,-
LATTARICO,520,-,-,-,-
LONGOBARDI,197,17,-,-,-
LONGOBUCCO,386,-,-,-,-
LUNGRO,165,6,-,-,-
LUZZI,1151,13,-,-,-
MAIERA',78,-,-,-,-
MALITO,73,-,-,-,-
MALVITO,152,-,-,-,-
MANDATORICCIO,281,-,-,-,-
MANGONE,269,-,-,-,-
MARANO MARCHESATO,481,8,-,-,-
MARANO PRINCIPATO,363,-,-,-,-
MARZI,169,-,-,-,-
MENDICINO,1318,-,-,-,-
MONGRASSANO,233,-,-,-,-
MONTALTO UFFUGO,3250,22,-,-,-
MONTEGIORDANO,141,-,-,-,-
MORANO CALABRO,255,8,-,-,-
MORMANNO,172,7,-,-,-
MOTTAFOLLONE,74,-,-,-,-
NOCARA,31,-,-,-,-
ORIOLO,93,-,-,-,-
ORSOMARSO,110,-,-,-,-
PALUDI,73,-,-,-,-
PANETTIERI,18,-,-,-,-
